0.03204,0.0352,0.04511,-0.01167,0.03734,-0.01591,0.0309,0.01847,0.01877,0.001106,-0.01207,-0.01932,0.02295,0.01787,-0.0139,0.0002975,-0.004909,0.008492,0.04234,0.02853,-0.000927,-0.0001831,0.003513,-0.01449,-0.001228,-0.01197,-0.07047,0.0001945,-0.02766,0.0248,0.02505,-0.01286,0.01943,-0.00676,0.003311,-0.05856,-0.03623,-0.001095,-0.05804,0.00428,-0.01334,-0.04699,-0.05339,-0.07396,-0.01354,-0.03495,-0.003529,0.0482,0.005962,-0.001514,0.01854,-0.008083,0.0001831,-0.01711,0.009023,0.000721,0.008198,9.537e-005,0.01066,0.03913,0.0006866,-0.05383,-0.006195,-0.02625,0.04069,1.144e-005,-0.007915,-0.0201,0.006538,0.02173,-0.0009918,-0.02879,0.01463,-0.04862,-0.005196,-0.007729,-0.005686,0.0281,-0.00518,0.03167
0.03204,0.0352,0.04511,-0.01509,0.03734,-0.01591,0.0309,0.01847,0.01877,0.001106,-0.01207,-0.01932,0.02295,0.01787,-0.0139,0.0002975,-0.004909,0.008492,0.04234,0.02507,-0.003605,-0.0001831,0.003513,-0.01449,-0.001228,-0.01197,-0.0125,4.956e-005,-0.01544,0.0248,0.02505,-0.02051,0.01943,-0.02476,0.003311,-0.05856,-0.03623,0.005624,-0.05804,0.00428,-0.01334,-0.02903,-0.05569,-0.07396,-0.01354,-0.04302,-0.003529,0.0482,0.009225,-0.001514,0.01854,-0.008083,0.0001831,-0.01711,0.009023,0.000721,0.008198,9.537e-005,0.01066,0.03913,0.0006866,-0.05383,-0.006195,-0.02625,0.03925,1.144e-005,-0.007915,-0.015,0.006538,0.02173,-0.0009918,-0.02879,0.01463,-0.04862,-0.005196,-0.007729,-0.005686,0.03904,-0.00518,-0.01936
0.0346,0.03547,0.04513,-0.01605,0.03795,-0.01626,0.03118,0.02556,0.01423,0.002224,-0.02129,-0.02256,0.02011,0.03187,-0.0257,-0.002129,-0.001575,0.003008,0.02096,0.02586,-0.003995,-0.001961,0.007837,-0.01273,-0.001135,-0.011,-0.01149,3.051e-005,0.02503,0.03206,0.02048,-0.007336,0.03435,-0.03777,0.00161,-0.0674,-0.03782,0.004243,-0.05483,-0.01115,0.02305,-0.03333,-0.06262,-0.07459,-0.04004,-0.04732,-0.006826,0.04433,0.01151,-0.009009,0.02121,-0.008371,3.052e-005,-0.007172,0.004414,-0.008923,0.007011,-0.0005569,0.01156,0.03378,-0.0004749,-0.05429,-0.005753,-0.01494,0.0441,-0.00795,-0.01065,-0.01475,0.01418,0.02329,-0.00997,-0.03075,0.01485,-0.05455,0.001125,-0.008389,-0.003475,0.03914,-0.001497,-0.01906
0.04673,0.03493,0.04395,-0.01515,0.03869,-0.01731,0.03238,0.02925,0.01473,0.001731,-0.02158,-0.02298,0.02529,0.03107,-0.02765,-0.001043,-0.004123,-0.02304,0.02115,0.028,-0.002272,-0.00533,0.01015,-0.01007,-0.0004272,0.004069,-0.03643,0.0001319,0.04151,0.0294,0.03145,-0.008408,0.03694,-0.0305,0.0007757,-0.05106,-0.03426,-0.003553,-0.05685,-0.01426,0.02385,-0.03106,-0.06702,-0.04898,-0.02018,-0.05654,-0.008451,0.04531,0.0121,-0.01005,0.02154,-0.008578,-2.925e-005,0.00214,0.003861,-0.009089,0.009173,-0.0002327,0.01124,0.03202,0.0001081,-0.05412,-0.006615,-0.01153,0.03593,-0.01009,-0.01338,-0.0166,0.01151,0.02517,-0.01833,-0.02892,0.02048,-0.07098,0.004848,-0.008127,-0.00373,0.03719,-0.02217,-0.0283
0.04702,0.03534,0.04294,-0.01498,0.04893,-0.02019,0.03284,0.03386,0.01362,0.002247,-0.02236,-0.02163,0.02199,0.03071,-0.02882,3.052e-005,-0.006342,-0.0301,0.01726,0.02724,-0.002147,-0.005975,0.0132,-0.009528,-0.0003405,0.007442,-0.03298,4.499e-005,0.04197,0.01515,0.02585,-0.01366,0.02818,-0.0323,0.0001049,-0.04508,-0.02629,-0.008866,-0.05789,-0.01316,0.01401,-0.04268,-0.06883,-0.02826,-0.02324,-0.05658,-0.005329,0.04548,0.01552,-0.00884,0.02583,-0.009033,-4.196e-005,0.00894,0.005046,-0.005653,0.01097,-0.0006704,0.01525,0.03226,-0.0007324,-0.05426,-0.006967,-0.007051,0.03562,-0.01032,-0.0271,-0.01785,0.01031,0.02633,-0.0229,-0.02889,0.02119,-0.07338,0.005734,-0.009735,-0.003092,0.03255,-0.05878,-0.02632
0.04463,0.03803,0.04253,-0.01562,0.05093,-0.01963,0.03503,0.03324,0.0141,0.002608,-0.0176,-0.02153,0.02203,0.03209,-0.02898,-0.0004898,-0.007966,-0.02995,0.01385,0.02613,-0.001274,-0.004294,0.01377,-0.004098,-0.0001938,0.01135,-0.02936,8.21e-005,0.03746,0.01927,0.02901,0.007279,0.02901,-0.02612,0.0005669,-0.04139,-0.02049,-0.01697,-0.05567,-0.01266,0.01946,-0.03613,-0.07085,-0.02479,-0.02699,-0.05861,-0.005856,0.04851,0.0174,-0.009564,0.02674,-0.009939,-1.678e-005,0.01484,0.004654,-0.004305,0.009048,-0.0005013,0.01483,0.03277,0.000536,-0.05333,-0.006946,-0.009631,0.03621,-0.012,-0.02949,-0.02072,0.0124,0.02905,-0.02173,-0.03275,0.02215,-0.07259,-0.004297,-0.01367,-0.002972,0.03206,-0.0594,-0.03887
0.04433,0.04032,0.0411,-0.01764,0.066,-0.02125,0.04316,0.03766,0.01291,0.003083,-0.02025,-0.02782,0.0193,0.03498,-0.02917,-0.0004211,-0.01056,-0.03133,0.009381,0.02602,-0.001281,-0.004298,0.01548,-0.003589,-4.654e-005,0.02941,-0.03327,8.087e-005,0.03782,0.0273,0.02857,0.01718,0.03453,-0.02756,-0.0004372,-0.03839,-0.004444,-0.01879,-0.05363,-0.01448,0.03216,-0.03355,-0.04542,-0.03886,-0.03038,-0.06076,-0.006531,0.04917,0.02013,-0.009783,0.02781,-0.008303,6.105e-005,0.03017,0.004193,-0.003884,0.008398,-0.0004364,0.01786,0.03021,0.0005169,-0.05325,-0.007264,-0.00711,0.03759,-0.01235,-0.03049,-0.02541,0.01265,0.03313,-0.02361,-0.02437,0.02433,-0.0744,-0.005369,-0.01943,-0.003938,0.03398,-0.04057,-0.03687
0.04266,0.04459,0.04077,-0.01798,0.07394,-0.025,0.04151,0.0435,0.01443,0.003265,-0.02274,-0.02352,0.01837,0.03309,-0.03004,-0.0001511,-0.0169,-0.03621,0.002669,0.0259,-0.0004656,-0.006323,0.01676,-0.009485,5.035e-005,0.04969,-0.03831,7.527e-005,0.04571,0.0407,0.02536,0.02449,0.03707,-0.03255,-8.621e-005,-0.03501,0.001067,-0.02041,-0.05127,-0.01581,0.03418,-0.04288,-0.04147,-0.02722,-0.03315,-0.06409,-0.007676,0.05028,0.01779,-0.009732,0.0277,-0.006929,0.0001618,0.036,0.005163,-0.001786,0.007705,-0.0001022,0.01776,0.03014,-0.0007326,-0.05273,-0.00792,-0.006107,0.03509,-0.01446,-0.02687,-0.02532,0.01214,0.03714,-0.03392,-0.02643,0.02554,-0.07036,-0.005122,-0.0251,-0.004056,0.03486,-0.03764,-0.04023
0.0419,0.05152,0.04152,-0.01892,0.07935,-0.02542,0.04093,0.04343,0.01458,0.004731,-0.01549,-0.02228,0.01296,0.03219,-0.02866,-0.0002396,-0.02014,-0.03842,-0.0004119,0.02526,-0.0003281,-0.006675,0.01436,-0.01317,-0.0001717,0.0542,-0.03836,8.303e-005,0.04787,0.04953,0.02392,0.02826,0.03738,-0.03617,-0.0002632,-0.03451,0.01732,-0.01935,-0.04971,-0.01414,0.03744,-0.04339,-0.05173,-0.04305,-0.0414,-0.05894,-0.008333,0.04976,0.01673,-0.01055,0.02801,-0.004613,-5.515e-005,0.03917,0.00531,0.0001145,0.002232,-0.003944,0.02004,0.0298,-0.001417,-0.05206,-0.007661,-0.008072,0.03358,-0.01569,-0.02385,-0.02632,0.01297,0.03946,-0.03924,-0.02481,0.02406,-0.05963,-0.006974,-0.03184,-0.01154,0.03469,-0.03759,-0.04605
0.04219,0.0564,0.04158,-0.02066,0.07042,-0.02396,0.04646,0.04233,0.01585,0.00576,-0.01417,-0.02339,0.01192,0.02856,-0.03016,-0.002029,-0.02404,-0.04021,-0.002697,0.02684,-0.002465,-0.005948,0.0142,-0.01825,-0.0001877,0.07133,-0.04197,3.111e-005,0.05,0.0517,0.02381,0.03134,0.03664,-0.03624,0.0005386,-0.03346,-0.003279,-0.02086,-0.05049,-0.01381,0.04416,-0.04395,-0.05535,-0.05171,-0.03949,-0.05326,-0.01263,0.05007,0.01249,-0.01166,0.02568,-0.004199,-0.0007956,0.04194,0.003934,0.00242,0.000822,-0.003509,0.01935,0.03056,-0.003797,-0.05288,-0.007544,-0.01298,0.03288,-0.01872,-0.01599,-0.02335,0.01365,0.04352,-0.04216,-0.02285,0.02391,-0.05979,-0.007552,-0.03852,-0.01364,0.03403,-0.02519,-0.04717
