-0.00424,0.06175,0.03346,0.05198,0.05259,0.02455,0.02865,0.04879,0.04725,0.01461,0.01807,-0.07295,0.003853,0.1558,-0.09669,0.004747,0.06843,0.01382,0.0428,-0.0831,-0.01167,0.02713,-0.006512,-0.01752,0.0002441,-0.01468,-0.02581,-0.01589,0.02683,-0.01553,0.0173,-0.01415,-0.01293,-0.04825,0.03035,0.02229,0.001945,0.02517,0.03398,0.01739,-0.01415,-0.06808,-0.02799,2.098e-005,0.02341,-0.02057
-0.00424,0.06175,0.03346,0.05198,0.05259,0.02455,0.02865,0.03845,0.03695,0.01461,0.01807,-0.07295,0.003853,0.1558,-0.09669,0.004008,0.06843,0.01382,0.0428,-0.0831,-0.01167,0.02713,-0.006512,-0.01752,0.0002441,-0.01468,-0.02581,-0.01589,0.02932,-0.01553,0.0173,-0.01415,-0.03778,-0.04825,0.03035,0.02229,0.001945,0.02517,0.03398,0.01739,-0.01415,-0.03834,-0.02799,2.098e-005,0.02341,-0.02057
0.0165,0.05933,0.05125,0.05271,0.03763,0.03924,0.01891,0.03063,0.02587,0.008448,0.01905,-0.02709,0.0006247,0.1301,-0.115,0.001748,0.05793,0.01286,0.02069,-0.09325,-0.01694,0.0423,-0.00358,0.002915,0.0002518,-0.006671,-0.01034,-0.005846,0.03004,-0.0011,0.01062,-0.01074,-0.04968,-0.04727,0.03419,0.02429,-0.001042,0.02976,0.03073,0.01987,-0.01337,-0.03516,-0.03977,-4.816e-005,0.01052,0.002258
0.01932,0.05966,0.04955,0.05789,0.04082,0.03868,0.01089,0.03638,0.02343,0.009837,-0.02929,-0.03911,0.0007,0.1105,-0.111,-0.001369,0.03056,-0.002173,0.02375,-0.08828,0.031,0.04152,-0.01173,0.002697,4.323e-005,-0.0009543,-0.00158,-0.004361,0.02526,0.002437,0.01318,-0.002726,-0.05589,-0.04197,0.03522,0.0249,-0.0002174,0.03272,0.0312,0.01765,-0.01361,-0.05159,-0.03598,3.179e-005,0.002578,0.003887
0.02389,0.06206,0.04066,0.05383,0.04454,0.04051,0.008572,0.04374,0.02788,0.01011,-0.03655,-0.04053,0.0008659,0.08911,-0.09036,0.001127,0.02414,-0.01782,0.02317,-0.01814,0.03212,0.04594,-0.009155,0.01156,0.0002785,-0.001206,-0.006031,0.007143,0.02376,0.01881,0.01448,-0.00455,-0.05957,-0.03515,0.03353,0.02445,-0.0008826,0.01949,0.02878,0.01721,-0.01357,-0.03969,-0.02607,-3.672e-005,-0.01097,-0.006972
0.02344,0.05765,0.03766,0.05848,0.04504,0.03908,0.01154,0.04868,0.02917,0.00843,-0.08192,-0.05042,1.505e-005,0.0746,-0.07295,0.001487,0.02258,-0.02028,0.02557,-0.01453,0.03748,0.04895,-0.009768,0.006491,-0.000515,-0.007935,-0.002454,0.00677,0.01985,0.01987,0.009959,-0.005853,-0.06435,-0.03284,0.03508,0.02763,-0.0006332,0.02422,0.02659,0.01863,-0.01162,-0.03443,-0.02161,-1.45e-005,-0.01813,-0.01849
0.03064,0.05493,0.03857,0.05991,0.03557,0.04012,0.01077,0.05117,0.02743,0.01465,-0.09572,-0.05525,-0.0004984,0.05127,-0.07014,0.001543,0.005076,-0.02709,0.02912,-0.01152,0.03353,0.05635,-0.006766,0.004052,-0.0002174,-0.006165,-0.004459,0.01401,0.01905,0.02338,0.006812,-0.006605,-0.06349,-0.0257,0.03541,0.02768,-0.0007336,0.02849,0.02489,0.01847,-0.01272,-0.03243,-0.01866,2.346e-005,-0.036,-0.03298
0.03572,0.05451,0.03511,0.03936,0.04118,0.04323,0.01579,0.04653,0.02474,0.0281,-0.1139,-0.04028,-2.395e-005,0.03907,-0.06961,-5.723e-005,-6.143e-005,-0.03816,0.03706,0.0004484,0.04542,0.04611,-0.00462,0.00152,-0.0005608,-0.007544,-0.01445,0.01594,0.02632,0.01957,0.004636,-0.01372,-0.05394,-0.02277,0.03474,0.02345,0.01653,0.02627,0.02763,0.01758,-0.01148,-0.01871,-0.01299,6.161e-005,-0.05833,-0.059
0.03681,0.05181,0.03408,0.03441,0.03364,0.04319,0.02203,0.04389,0.02614,0.03447,-0.1137,-0.03453,-0.0001359,0.03487,-0.05626,0.001223,-0.003324,-0.03916,0.04148,-0.005057,0.04965,0.03964,-0.003277,-0.0005665,-0.0005714,-0.004797,-0.06199,0.016,0.03883,0.02173,-0.002738,-0.02021,-0.05024,-0.01761,0.03473,0.02106,0.02723,0.02431,0.02766,0.01886,-0.01326,-0.01408,-0.02537,6.485e-006,-0.07037,-0.08332
0.046,0.044,0.04108,0.03811,0.03198,0.04423,0.02464,0.03775,0.02708,0.04837,-0.1307,-0.03222,-0.0006678,0.03524,-0.05861,-0.0007853,-0.004957,-0.03074,0.04631,-0.01269,0.04504,0.02575,-0.002116,-0.008653,-0.0007149,-0.009198,-0.07263,0.01513,0.05052,0.02581,-0.006588,-0.02619,-0.04365,-0.01088,0.03426,0.0224,0.03389,0.02718,0.0278,0.02013,-0.01451,-0.02027,-0.04951,0.0001036,-0.07586,-0.09694
