-0.03705,-0.01214,-0.006653,-0.041,-0.03917,0.002123,-0.07237,-0.003181,0.03857,0.009602,-0.00972,-0.01666,-0.006861,-0.002468,-0.001877,-0.001553,-0.01422,0.001015,0.01042,0.05017,0.007629,0.0006485,-0.0746,-0.003258,0.0003967,-0.0221,-0.05355,-0.01322,-0.05797,0.03438,0.1349,0.08799,0.03573,-0.05746,0.01081,-0.004692,-0.0238,0.0982,0.07618,0.06466,0.0204,0.002602,-0.01307,-0.00206,-0.003319,0.08517,-0.002739,0.08471,0.03084,-0.02721,0.05107,-0.001977,0.03124,0.03288,-0.00161,0.04692,0.0174,-0.05225,0.03091,0.03838,0.0274,0.002843,0.04529,-0.05986,-0.007996,-0.01869
-0.03705,-0.01214,-0.006653,-0.041,-0.03917,0.003953,-0.07772,-0.003181,0.03898,0.009602,-0.01119,-0.01666,-0.005567,-0.000206,-0.0009726,-0.001553,-0.01422,0.0003778,0.01042,0.05017,0.009165,0.0006485,-0.05241,-0.006729,0.001248,-0.0221,-0.05355,-0.009625,-0.05772,0.03486,0.1349,0.08461,0.04167,-0.05746,0.01044,-0.004692,-0.08245,0.0982,0.07618,0.06041,0.0204,0.002815,-0.01307,-0.00206,-0.003319,0.08517,-0.002739,0.08471,0.0303,-0.02721,0.05885,-0.001977,0.03339,0.03288,-0.03019,0.04692,0.0174,-0.05225,0.03091,0.03838,0.0274,0.001317,0.04529,-0.05103,-0.009438,-0.009861
-0.03805,-0.01244,-0.003832,-0.04195,-0.04171,0.006034,-0.08578,-0.005218,0.03927,0.005011,-0.01163,-0.01753,-0.005549,-0.0005433,-0.0007594,-0.001577,-0.02161,0.0002174,0.01028,0.03449,0.009436,0.00197,-0.03502,-0.007627,0.001529,-0.02245,-0.04562,0.001686,-0.0587,0.03592,0.02999,0.08378,0.04952,-0.05921,0.01089,-0.001015,-0.1124,0.09444,0.07916,0.05948,0.02842,0.003713,-0.008634,-0.007624,-0.002886,0.06256,0.0004025,0.09137,0.03149,-0.02577,0.06172,-0.02187,0.03387,0.03184,-0.04005,0.04242,0.02841,-0.0437,0.0316,0.04098,0.02728,-2.65e-005,0.04912,-0.05233,-0.01035,0.004342
-0.03977,-0.01588,-0.007713,-0.04222,-0.0426,0.006738,-0.09015,-0.009575,0.03976,0.001984,-0.01322,-0.01821,-0.005021,-4.95e-005,-0.001318,-0.001795,-0.02742,-0.003731,0.01059,0.08808,0.01014,0.007374,-0.03741,-0.007049,0.001516,-0.02104,-0.04386,-0.0116,-0.05712,0.03353,0.01398,0.083,0.0571,-0.04057,0.01126,-0.002057,-0.0002443,0.08768,0.07822,0.04921,0.03624,0.003865,-0.008002,-0.007853,-0.001369,0.05961,0.01181,0.09187,0.03045,-0.02253,0.06261,-0.04595,0.0401,0.0279,-0.04324,0.05321,0.03866,-0.04054,0.03437,0.04804,0.0205,-0.001435,0.05272,-0.05242,-0.009321,0.02187
-0.04044,-0.01615,-0.01408,-0.04196,-0.04223,0.006522,-0.09144,-0.01545,0.03954,0.001717,-0.0133,-0.01916,-0.005259,-0.001315,-0.001574,-0.001695,-0.03149,-0.004801,0.01056,0.07152,0.01104,0.0117,-0.02725,-0.007711,0.001779,-0.02055,-0.04351,-0.02255,-0.05254,0.0326,0.00154,0.07449,0.06086,-0.03957,0.01204,-0.002412,-0.02982,0.08691,0.07571,0.04759,0.03574,0.007117,-0.007084,-0.009705,-0.0004587,0.06821,0.03056,0.08736,0.03114,-0.0204,0.06374,-0.05792,0.03744,0.02804,-0.04194,0.06346,0.03943,-0.03962,0.03752,0.04772,0.01791,-0.001778,0.05959,-0.04825,-0.01013,0.02567
-0.03899,-0.01795,-0.01703,-0.04194,-0.0409,0.006851,-0.09185,-0.0248,0.03655,-0.003335,-0.01425,-0.01973,-0.005182,-0.001086,0.0008304,-0.0008331,-0.03944,-0.007009,0.01131,0.05653,0.01136,0.01345,-0.0241,-0.008263,0.002448,-0.02226,-0.04281,-0.02568,-0.04774,0.03258,-0.00464,0.07009,0.06868,-0.03912,0.01625,-0.002971,-0.0061,0.08667,0.07701,0.05686,0.04665,0.01176,-0.005234,-0.009232,0.00191,0.06798,0.04653,0.06635,0.02873,-0.01833,0.06514,-0.05658,0.03801,0.02696,-0.04514,0.06127,0.0366,-0.0403,0.04128,0.05454,0.01429,-0.002264,0.0638,-0.04494,-0.009429,0.0306
-0.04168,-0.01856,-0.01982,-0.04248,-0.04203,0.007042,-0.09648,-0.02942,0.03534,-0.004125,-0.01801,-0.02144,-0.004862,-0.001624,0.001307,0.0003265,-0.0419,-0.008762,0.01082,0.06866,0.01249,0.02418,-0.02358,-0.008547,0.003267,-0.02246,-0.0396,-0.0273,-0.04603,0.03708,-0.02113,0.06937,0.07773,-0.03647,0.01773,-0.003366,-0.002082,0.08681,0.07808,0.06005,0.04941,0.01443,-0.004184,-0.009402,0.009144,0.06779,0.05271,0.06343,0.02829,-0.01511,0.06815,-0.06559,0.04126,0.02717,-0.04818,0.06222,0.03886,-0.03892,0.04847,0.05432,0.01363,-0.003514,0.07227,-0.0412,-0.009719,0.04058
-0.04192,-0.01931,-0.02519,-0.04251,-0.04177,0.006416,-0.09663,-0.03111,0.03452,-0.002158,-0.0187,-0.02412,-0.004002,-0.002005,0.001586,0.002291,-0.04422,-0.01085,0.003582,0.07418,0.01327,0.04405,-0.02194,-0.008563,0.004286,-0.02285,-0.03812,-0.0429,-0.04229,0.03839,-0.02787,0.06359,0.08762,-0.03489,0.02019,-0.003682,-0.0004078,0.08568,0.08118,0.06464,0.0452,0.01805,-0.002925,-0.008722,0.01147,0.07558,0.05226,0.05435,0.0285,-0.01213,0.06933,-0.06808,0.04302,0.02183,-0.04978,0.06675,0.02282,-0.03972,0.05771,0.05517,0.01238,-0.004663,0.07705,-0.03865,-0.009959,0.04705
-0.03644,-0.02227,-0.03043,-0.04218,-0.04152,0.006411,-0.09706,-0.03233,0.03445,-0.002183,-0.01927,-0.02485,-2.2e-006,-0.002399,0.001703,0.002721,-0.04523,-0.01315,0.002778,0.07417,0.01428,0.04468,-0.01997,-0.008952,0.005197,-0.02303,-0.03586,-0.04866,-0.04163,0.03274,-0.031,0.05593,0.09426,-0.03472,0.02297,-0.003858,-0.01146,0.0841,0.08458,0.07766,0.04141,0.02175,-0.002607,-0.00785,0.01311,0.06997,0.05373,0.0504,0.0267,-0.01078,0.07035,-0.06728,0.04742,0.01953,-0.04992,0.06173,0.01167,-0.04203,0.06295,0.05332,0.01006,-0.005625,0.07699,-0.03651,-0.01042,0.05111
-0.03634,-0.02591,-0.03217,-0.04183,-0.04128,0.009286,-0.09771,-0.03894,0.03226,-0.003141,-0.01982,-0.02713,0.002034,-0.00278,0.001833,0.002153,-0.04016,-0.0136,0.002865,0.06559,0.01435,0.05897,-0.01901,-0.009167,0.006457,-0.02307,-0.03227,-0.05326,-0.04186,0.02787,-0.03683,0.04929,0.0992,-0.03823,0.02576,-0.003658,-0.01258,0.08319,0.09261,0.08573,0.04156,0.02375,-0.001389,-0.006902,0.01535,0.06478,0.05707,0.0537,0.02662,-0.01041,0.07142,-0.06565,0.05518,0.01875,-0.05239,0.04009,0.01307,-0.04392,0.06777,0.05603,0.008443,-0.007145,0.07258,-0.03401,-0.008812,0.0534
