-0.02685,-0.008598,0.003216,0.02003,0.01793,0.01935,0.006138,0.005623,-0.001646,0.02512,0.003277,0.03443,-0.01583,-0.01516,0.02283,-0.02075,0.006126,0.01039,-0.04383,-0.005363,0.02653,-0.03579,-0.0161,-0.003883,-0.1166,-0.02537,-0.0302,-0.04015,0.01409,0.001064,0.02959,0.04002,-0.005085,0.01099,-0.00787,-0.002338,0.031,-0.008194,0.002609,-0.01509,-0.03829,-0.0438,0.03317,0.02144,0.04155,0.005459,0.06618,0.02214,-0.01938,0.111,-0.2005,0.07763,-0.01585,0.1175,0.001579,0.02951,0.04705,0.07592,-0.01322,0.07963,-0.002302,-0.008965,0.01238,-0.01439,-0.001114,-0.001682,0.09394,0.02692,0.01804,0.04895,0.01805,0.004112,0.05011,-0.05727,0.2165,0.09896,-0.02911,0.009277,0.0299,0.01241,-0.09031,-0.02603,0.02194,0.02802,0.03804,0.03914,0.03098,0.01869,0.001793,0.05665,0.02304,-0.04063,-0.01077,-0.1322,0.0759,-0.009064,0.03195,-0.1498,0.0008545,-0.01141,0.02109,0.05875,-0.003704,0.05281,-0.00872,0.01998,0.01861,-0.1061,0.06522,-0.0392,-0.02421,-0.1052,1.144e-005,0.04325,0.03571,0.0359,0.1883,0.05465,-0.004349,-0.01826,0.08758
-0.02685,-0.008598,0.003216,0.02003,0.01418,0.0341,-0.002807,0.005623,-0.001646,0.02512,0.003363,0.0194,-0.01583,-0.01632,0.02283,-0.02075,0.006126,0.01039,-0.04383,-0.005363,0.02653,-0.03579,-0.0161,-0.003883,-0.06076,-0.02537,-0.0302,-0.04015,0.01409,0.001064,0.02959,0.03317,-0.005085,0.01099,-0.002577,-0.002338,0.02815,-0.009332,0.002609,-0.01509,-0.03116,-0.0438,0.01946,0.0196,0.04657,0.01913,0.06618,0.02214,-0.01938,0.111,-0.2005,0.07265,0.0003857,0.1175,0.003498,0.02951,0.04705,0.07592,-0.01322,0.06118,-0.009685,-0.004606,0.01238,-0.01439,0.04987,-0.001682,0.09394,0.02692,0.01804,0.04895,0.0425,0.004112,0.05123,-0.07461,0.1772,0.09896,-0.02911,0.009277,0.0299,0.01241,-0.09031,-0.02603,0.02194,0.02474,0.03804,0.03914,0.03098,0.02278,0.001793,0.0393,0.02304,-0.04063,-0.01077,-0.1338,0.0759,-0.009064,0.03195,-0.01901,0.0008545,-0.01141,0.02109,0.05875,-0.002957,0.05281,-0.00872,0.01998,0.01861,-0.06276,0.06522,-0.0392,-0.02421,-0.1052,0.004101,0.04325,0.03592,0.0359,0.1883,0.04747,0.003175,-0.01826,0.08758
-0.02667,-0.008268,0.007597,0.0167,0.01312,0.03858,-0.005586,-0.004917,-0.002588,0.02239,0.003514,0.01424,-0.02194,-0.01626,0.02629,-0.02088,0.006512,0.007696,-0.03937,-0.002546,0.02272,-0.04267,-0.01638,-0.008081,-0.03516,-0.01984,-0.04149,-0.02335,0.01795,-0.002934,0.02632,0.02738,-0.002401,0.01412,0.005206,-0.005196,0.02579,-0.005821,0.01063,-0.003239,-0.02922,-0.04576,0.07473,0.01943,0.04885,0.03044,0.05982,0.02081,-0.02132,0.1063,-0.007667,0.09865,0.0303,0.107,0.007371,0.03274,0.05338,0.04844,0.1565,0.04485,-0.01974,-0.007287,0.02102,0.02543,0.04759,0.01533,0.1047,0.03589,0.01717,0.04103,0.055,0.01007,0.04824,-0.08893,0.1256,0.07172,-0.01267,0.02726,0.02552,-0.002045,-0.0869,-0.03118,0.02152,0.02232,0.007915,0.0507,0.01455,0.02686,-0.006802,0.03356,0.02132,-0.05056,-0.01517,-0.1282,-0.02816,-0.0005169,0.02388,0.01261,0.001335,-0.01583,0.03325,0.06377,-0.004861,0.05006,-0.01031,0.01225,0.01482,-0.01093,0.06803,0.01229,-0.05338,-0.003462,0.006301,0.04304,0.04552,0.03059,0.09503,0.04863,0.02053,-0.01842,0.04141
-0.02714,-0.004689,0.008439,0.0106,0.01674,0.04005,-0.008279,-0.01103,-0.001288,0.02224,0.002918,0.009185,-0.02324,-0.02153,0.02577,-0.02116,0.002883,0.009521,-0.04161,0.009967,0.02342,-0.0392,-0.007607,-0.01197,-0.01273,-0.01812,-0.05279,-0.02433,0.01848,-7.277e-005,0.02887,0.0298,-0.009862,0.0147,0.01555,0.003749,0.02629,-0.003376,0.01907,-0.01135,-0.03156,-0.04067,0.04035,0.02682,0.03963,0.04155,0.05616,0.01349,-0.02369,0.08706,0.03401,0.1259,0.06009,0.0951,0.008569,0.03255,0.04794,0.04415,0.1529,0.03797,-0.03373,-0.01255,0.01906,0.02887,-0.08937,0.03018,0.09735,0.03334,0.02593,0.03724,0.07091,0.009618,0.06566,-0.07572,0.08333,0.05341,-0.008779,0.0284,0.02415,-0.009713,-0.08191,-0.03431,0.02152,0.01501,0.004619,0.04603,0.01315,0.02825,0.003944,0.04187,0.02362,-0.05872,-0.01412,-0.005744,-0.04222,0.01037,0.02893,0.01523,0.0112,-0.02132,0.03561,0.04566,-0.007655,0.04045,-0.01132,0.01408,0.02713,-0.002722,0.06651,0.01134,0.04042,0.01185,0.0102,0.03764,0.0446,0.03054,0.0794,0.04203,0.02521,-0.02154,-0.0008575
-0.02164,-0.004729,0.00152,0.01311,0.01834,0.03104,-0.01046,-0.01766,-0.003436,0.02154,0.003065,0.006917,-0.02383,-0.02336,0.0253,-0.0217,0.003242,0.007643,-0.03857,0.01411,0.0314,-0.03706,-0.005892,-0.009377,0.002667,-0.02156,-0.05343,-0.0211,0.02155,7.25e-007,0.02872,0.03015,-0.01339,0.01288,0.02763,0.01542,0.03116,0.002925,0.06833,-0.01803,-0.02962,-0.03466,0.03441,0.04808,0.03641,0.06146,0.05447,0.01385,-0.02539,0.04604,0.0545,0.1296,0.0635,0.066,0.009498,0.02784,0.02563,0.04284,0.0805,0.04118,-0.04241,-0.01231,0.02418,0.03015,-0.06819,0.04091,0.0977,0.03791,0.02556,0.0401,0.06877,0.009268,0.06838,-0.06483,0.07308,0.04581,-0.008814,0.01766,0.02266,-0.01017,-0.08503,-0.03307,0.01486,0.01867,0.01393,0.04495,0.01032,0.02803,0.01935,0.05269,0.0199,-0.05576,-0.01282,-0.02915,-0.04664,0.008252,0.01478,0.01978,0.0109,-0.01681,0.04781,0.03451,-0.007444,0.03796,-0.009836,-0.06085,0.02514,0.01751,0.07165,0.01674,0.05521,0.05376,0.02094,0.0382,0.04576,0.0304,0.07829,0.04089,0.04304,-0.02625,-0.01512
-0.01958,-0.007624,-0.0001602,0.01705,0.01907,0.03371,-0.01308,-0.02823,-0.008644,0.02779,0.002684,0.003847,-0.0235,-0.02503,0.02566,-0.02316,0.005225,0.008172,-0.03755,0.01835,0.03525,-0.03547,-0.01039,-0.006298,0.03173,-0.01928,-0.06225,-0.01742,0.0161,-0.007247,0.02874,0.03003,-0.01158,0.01259,0.03364,0.01748,0.03015,0.002493,0.07536,-0.02422,-0.02831,-0.02949,0.03027,0.0433,0.0344,0.08065,0.05369,0.008347,-0.02339,0.04033,0.06587,0.1223,0.06506,0.05639,0.01164,0.02292,0.0231,0.03965,0.02186,0.04291,-0.0477,-0.01735,0.02403,0.03053,-0.003501,0.04801,0.09539,0.03688,0.02462,0.03756,0.06659,0.01143,0.06467,-0.05762,0.0679,0.04288,-0.009395,0.01602,0.0123,-0.02031,-0.08474,-0.03155,0.01408,0.0203,0.02115,0.04648,0.007956,0.02671,0.02198,0.05579,0.02541,-0.04111,-0.01345,-0.01883,-0.04129,0.009176,0.01387,0.02434,0.04641,-0.01545,0.05395,0.01574,-0.00502,0.03253,-0.01339,-0.06528,0.02266,0.02162,0.07008,0.02372,0.05618,0.05462,0.02238,0.03595,0.04685,0.02715,0.07812,0.04335,0.04795,-0.02534,-0.004613
-0.01814,-0.00644,-0.007674,0.01775,0.02564,0.03853,-0.0152,-0.03316,-0.01687,0.02893,0.00139,-0.001545,-0.02488,-0.02523,0.02873,-0.03086,0.00493,0.006218,-0.0316,0.03139,0.04255,-0.03492,-0.01057,-0.005574,0.04817,-0.01811,-0.06696,-0.01745,0.0187,-0.008166,0.0301,0.02889,-0.01677,0.01006,0.04957,0.02583,0.02247,0.002564,0.09429,-0.03001,-0.02728,-0.02324,0.02867,0.0316,0.03109,0.07546,0.1451,0.007639,-0.02533,0.03854,0.08067,0.1203,0.07262,0.03976,0.01088,0.01587,0.02223,0.03084,0.005317,0.05031,-0.05843,-0.02376,0.02507,0.03199,0.01793,0.06227,0.09727,0.04564,0.02902,0.03357,0.08368,0.01361,0.05584,-0.0527,0.06182,0.03294,-0.009484,0.01829,0.01009,-0.00975,-0.07793,-0.05471,0.01099,0.02008,0.02461,0.04069,-0.000655,0.02551,0.01664,0.05738,0.02446,-0.03836,-0.01037,0.01664,-0.04516,0.01897,0.01959,0.03677,0.06505,-0.01773,0.05731,0.009325,-0.003578,0.02657,-0.0117,-0.0755,0.03548,0.02947,0.07409,0.0373,0.05997,0.05055,0.0229,0.03475,0.05282,0.02235,0.06037,0.04705,0.05467,-0.03091,0.01524
-0.02113,-0.008772,-0.02082,0.0191,0.02593,0.03637,-0.01307,-0.01617,-0.02606,0.02547,-0.0006585,-0.002171,-0.02562,-0.02803,0.03075,-0.03173,0.005387,-0.002341,-0.02393,0.04208,0.04765,-0.03319,-0.007448,-0.00482,0.04798,-0.01915,-0.06926,-0.01966,0.02265,-0.007254,0.02966,0.02982,-0.0181,0.01196,0.06299,0.03979,0.02108,0.0005495,0.1029,-0.04535,-0.02631,-0.01549,0.01449,0.03064,0.03004,0.06666,0.1473,0.0134,-0.0364,0.05302,0.0864,0.1075,0.07436,0.02491,0.006137,0.004907,0.01967,0.03459,-0.008553,0.05678,-0.06842,-0.03133,0.01887,0.02949,0.03287,0.07136,0.09064,0.05068,0.0288,0.03516,0.0809,0.01509,0.04902,-0.03762,0.0571,0.03326,-0.01271,0.02404,0.01009,-0.01204,-0.06856,-0.05827,0.011,0.02128,0.02786,0.03972,0.000768,0.0237,0.02214,0.0624,0.03051,-0.02472,-0.007621,0.03763,-0.04689,0.02221,0.03546,0.03056,0.08152,-0.01943,0.05963,0.01268,0.0002633,0.02194,-0.01126,-0.08547,0.03658,0.03098,0.07321,0.02838,0.07126,0.04292,0.0257,0.03683,0.05909,0.02227,0.05685,0.05149,0.06276,-0.03689,0.01635
-0.01885,-0.01077,-0.02318,0.01753,0.02839,0.03578,-0.006271,-0.01677,-0.04234,0.02725,-0.001014,-0.00382,-0.02264,-0.02825,0.03096,-0.03325,0.01026,-0.00444,-0.01204,0.04165,0.05605,-0.03164,-0.009349,0.0007606,0.03908,-0.02209,-0.04808,-0.01653,0.02644,-0.009487,0.02747,0.0321,-0.01071,0.01585,0.06316,0.0464,0.02054,-0.003115,0.09675,-0.04821,-0.02517,-0.01555,0.01434,0.03461,0.02919,0.06603,0.0941,0.01564,-0.02843,0.05209,0.09271,0.1005,0.07307,0.01914,0.005262,-0.009759,0.02199,0.0692,-0.03442,0.06632,-0.07068,-0.03514,0.02303,0.02795,0.03654,0.0741,0.06671,0.05655,0.02764,0.03304,0.07399,0.01653,0.04464,-0.03402,0.06291,0.04049,-0.01785,0.01915,0.00299,-0.007108,-0.06066,-0.04653,0.01056,0.02677,0.03215,0.03622,-0.01143,0.02086,0.0147,0.0624,0.02715,-0.01462,-0.008482,0.03114,-0.04599,0.04391,0.03542,0.03123,0.07895,-0.01838,0.06027,0.01926,0.007539,0.02132,-0.004385,-0.1001,0.0426,0.03107,0.069,0.04383,0.07481,0.04274,0.03206,0.05526,0.06672,0.02319,0.05466,0.05344,0.06569,-0.04158,0.01811
-0.01974,-0.0136,-0.0253,0.02255,0.03388,0.03617,0.001817,-0.01834,-0.05017,0.02713,-0.001246,-0.001301,-0.02742,-0.02967,0.03098,-0.03378,0.01,-0.004819,-0.001709,0.03054,0.05599,-0.02694,-0.01386,0.003164,0.0425,-0.01876,-0.04342,-0.01373,0.02534,-0.01274,0.02879,0.03447,-0.01089,0.02006,0.06472,0.04867,0.01915,-0.0118,0.09879,-0.05562,-0.02331,-0.009748,0.01312,0.03566,0.02827,0.06388,0.07899,0.01593,-0.0345,0.05319,0.09119,0.09166,0.07453,0.02137,0.003045,-0.01697,0.02299,0.07362,-0.04713,0.0774,-0.06408,-0.04436,0.01924,0.02523,0.04768,0.07126,0.06462,0.05824,0.02656,0.03012,0.07245,0.01429,0.03484,-0.03021,0.0747,0.04209,-0.02083,0.01768,0.002305,-0.001338,-0.04108,-0.04707,0.008781,0.02845,0.0331,0.03246,-0.01116,0.01905,0.006606,0.05522,0.02847,-0.00454,-0.006931,0.01906,-0.05373,0.05345,0.04472,0.02497,0.07522,-0.01914,0.05726,0.0297,0.01746,0.01678,-0.001011,-0.102,0.04713,0.02537,0.05554,0.05122,0.07514,0.04656,0.0344,0.06379,0.06051,0.0267,0.04933,0.05497,0.05931,-0.04451,0.02516
