-0.004269,-0.003338,-0.01288,0.0186,-0.03225,-0.1847,-0.01724,-0.007629,-0.0692,-0.008252,-0.06525,-0.03353,-0.03934,-0.03912,-0.0151,-0.1062,-0.01735,-0.08087,-0.03071,-0.02357,0.08311,-0.02565,-0.03709,0.08594,-0.006851,0.03895,-0.1837,-0.01337,-0.04754,-0.02834
-0.006001,-0.003338,-0.01288,0.0186,-0.03225,-0.1505,-0.01273,-0.02969,-0.0692,-0.008252,-0.05822,-0.02059,-0.03934,-0.01386,-0.01461,-0.1062,-0.01311,-0.07781,-0.0304,-0.02357,0.0938,-0.02236,-0.03709,0.09015,0.01933,0.03895,-0.1504,-0.01337,-0.04754,-0.02834
-0.01425,-0.01285,-0.02324,0.01971,-0.03504,-0.1096,0.001344,-0.04314,-0.06472,-0.02072,-0.0445,-0.01337,-0.02518,-0.01446,-0.01411,-0.08852,-0.009004,-0.07544,-0.03104,-0.02459,0.09868,-0.02025,-0.02472,0.08492,0.02391,0.03904,-0.09564,-0.017,-0.04021,-0.02262
-0.01754,-0.009033,-0.02059,0.02104,-0.04198,-0.09482,0.00454,-0.05003,-0.05215,-0.03154,-0.03327,-0.02837,-0.02983,-0.02568,-0.01502,-0.08223,-0.005207,-0.04781,-0.03116,-0.02384,0.1086,-0.0295,-0.02906,0.08273,0.04658,0.04073,-0.06995,-0.01238,-0.04763,-0.02511
-0.01749,-0.0108,-0.01554,0.01783,-0.04954,-0.08238,0.005501,-0.0405,-0.0499,-0.02237,-0.03947,-0.03238,-0.02918,-0.02626,-0.01659,-0.04895,-0.003249,-0.04087,-0.03019,-0.03145,0.1074,-0.01816,-0.02737,0.07331,0.07852,0.0447,-0.06545,-0.007196,-0.04692,-0.03451
-0.01443,-0.01488,-0.01086,0.01894,-0.05578,-0.07322,0.004912,-0.03943,-0.01881,-0.01866,-0.04281,-0.03414,-0.0305,-0.02428,-0.01677,-0.04215,-0.004099,-0.03513,-0.02937,-0.03767,0.102,-0.01373,-0.02341,0.05538,0.07714,0.03638,-0.07468,-0.01717,-0.04176,-0.0487
-0.01682,-0.01574,-0.007734,0.01953,-0.06378,-0.05549,0.008638,-0.03809,-0.01051,0,-0.04124,-0.02856,-0.02846,-0.02149,-0.01854,-0.04076,-0.001658,-0.03497,-0.02845,-0.04314,0.0985,-0.001568,-0.02129,0.04805,0.08409,0.03598,-0.06113,-0.02432,-0.04774,-0.0498
-0.01903,-0.01271,-0.0006805,0.02106,-0.05542,-0.04134,0.01196,-0.03347,-0.004548,0,-0.04466,-0.03696,-0.03393,-0.02414,-0.02141,-0.04458,-0.001662,-0.03605,-0.0248,-0.05062,0.09129,0.001933,-0.02746,0.04097,0.09497,0.03691,-0.05666,-0.02452,-0.04647,-0.05167
-0.01243,-0.02084,0.005395,0.01753,-0.05409,0,0.0124,-0.0346,-0.001844,0,-0.04931,-0.03465,-0.03297,-0.02292,-0.02444,-0.04476,-0.002843,-0.03833,-0.02065,-0.05618,0.07034,0.01574,-0.02238,0.03144,0.04066,0.05312,-0.0651,-0.02999,-0.03783,-0.05376
-0.01338,-0.01839,0.007773,0.01363,-0.05314,0,0.01181,-0.04288,-0.003387,0,-0.04795,-0.03441,-0.03651,-0.01951,-0.02772,-0.04597,-0.005634,-0.0346,-0.01953,-0.05876,0.05096,0.02105,-0.02424,0.02219,0.03074,0.06424,-0.06823,-0.03039,-0.03404,-0.05988
