20050,20050,20050,20050,20050,20050,20050,20062,20050,20083,20050,20058,20052,20052,20088,20058,20062,20080,20088,20058,20050,20050,20050,20050,20050,20083,20070,20093,20050,20064,20079,20085,20099,20087,20116,20062,20083,20050,20050,20057,20050,20098,20050,20061,20058,20118,20120,20112,20094,20050,20126,20128,20128,20070,20085,20075,20069,20138,20156,20145,20098,20148,20119,20140,20177,20158,20069,20126,20174,20145,20156,20087,20050,20060,20059,20063,20057,20137,20108,20123,20197,20190,20197,20084,20199,20206,20172,20201,20184,20093,20137,20119,20124,20087,20082,20160,20076,20187,20201,20177,20190,20145,20229,20231,20251,20174,20250,20228,20244,20225,20214,20050,20050,20058,20058,20050,20050,20050,20172,20163,20214,20219,20230,20225,20211,20216,20240,20242,20274,20151,20132,20145,20232,20087,20090,20270,20226,20270,20262,20224,20159,20191,20244,20309,20314,20309,20322,20322,20249,20354,20303,20352,20338,20267,20268,20305,20311,20307,20365,20365,20265,20246,20336,20445,20175,20285,20422,20474,20343,20266,20272,20124,20180,20148,20375,20454,20352,20329,20380,20050,20328,20050,20421,20050,20065,20241,20374,20194,20385,20231,20336,20050
20051,20051,20051,20051,20051,20051,20051,20063,20051,20084,20051,20059,20053,20053,20089,20059,20063,20081,20089,20059,20051,20051,20051,20051,20051,20084,20071,20094,20051,20065,20080,20086,20100,20088,20117,20063,20084,20051,20051,20058,20051,20099,20051,20062,20059,20119,20121,20113,20095,20051,20127,20129,20129,20071,20086,20076,20070,20139,20157,20146,20099,20149,20120,20141,20178,20159,20070,20127,20175,20146,20157,20088,20051,20061,20060,20064,20058,20138,20109,20124,20198,20191,20198,20085,20200,20207,20173,20202,20185,20094,20138,20120,20125,20088,20083,20161,20077,20188,20202,20178,20191,20146,20230,20232,20252,20175,20251,20229,20245,20226,20215,20051,20051,20059,20059,20051,20051,20051,20173,20164,20215,20220,20231,20226,20212,20217,20241,20243,20275,20152,20133,20146,20233,20088,20091,20271,20227,20271,20263,20225,20160,20192,20245,20310,20315,20310,20323,20323,20250,20355,20304,20353,20339,20268,20269,20306,20312,20308,20366,20366,20266,20247,20337,20446,20176,20286,20423,20475,20344,20267,20273,20125,20181,20149,20376,20455,20353,20330,20381,20051,20329,20051,20422,20051,20066,20242,20375,20195,20386,20232,20337,20051
20052,20052,20052,20052,20052,20052,20052,20064,20052,20085,20052,20060,20054,20054,20090,20060,20064,20082,20090,20060,20052,20052,20052,20052,20052,20085,20072,20095,20052,20066,20081,20087,20101,20089,20118,20064,20085,20052,20052,20059,20052,20100,20052,20063,20060,20120,20122,20114,20096,20052,20128,20130,20130,20072,20087,20077,20071,20140,20158,20147,20100,20150,20121,20142,20179,20160,20071,20128,20176,20147,20158,20089,20052,20062,20061,20065,20059,20139,20110,20125,20199,20192,20199,20086,20201,20208,20174,20203,20186,20095,20139,20121,20126,20089,20084,20162,20078,20189,20203,20179,20192,20147,20231,20233,20253,20176,20252,20230,20246,20227,20216,20052,20052,20060,20060,20052,20052,20052,20174,20165,20216,20221,20232,20227,20213,20218,20242,20244,20276,20153,20134,20147,20234,20089,20092,20272,20228,20272,20264,20226,20161,20193,20246,20311,20316,20311,20324,20324,20251,20356,20305,20354,20340,20269,20270,20307,20313,20309,20367,20367,20267,20248,20338,20447,20177,20287,20424,20476,20345,20268,20274,20126,20182,20150,20377,20456,20354,20331,20382,20052,20330,20052,20423,20052,20067,20243,20376,20196,20387,20233,20338,20052
20053,20053,20053,20053,20053,20053,20053,20065,20053,20086,20053,20061,20055,20055,20091,20061,20065,20083,20091,20061,20053,20053,20053,20053,20053,20086,20073,20096,20053,20067,20082,20088,20102,20090,20119,20065,20086,20053,20053,20060,20053,20101,20053,20064,20061,20121,20123,20115,20097,20053,20129,20131,20131,20073,20088,20078,20072,20141,20159,20148,20101,20151,20122,20143,20180,20161,20072,20129,20177,20148,20159,20090,20053,20063,20062,20066,20060,20140,20111,20126,20200,20193,20200,20087,20202,20209,20175,20204,20187,20096,20140,20122,20127,20090,20085,20163,20079,20190,20204,20180,20193,20148,20232,20234,20254,20177,20253,20231,20247,20228,20217,20053,20053,20061,20061,20053,20053,20053,20175,20166,20217,20222,20233,20228,20214,20219,20243,20245,20277,20154,20135,20148,20235,20090,20093,20273,20229,20273,20265,20227,20162,20194,20247,20312,20317,20312,20325,20325,20252,20357,20306,20355,20341,20270,20271,20308,20314,20310,20368,20368,20268,20249,20339,20448,20178,20288,20425,20477,20346,20269,20275,20127,20183,20151,20378,20457,20355,20332,20383,20053,20331,20053,20424,20053,20068,20244,20377,20197,20388,20234,20339,20053
20054,20054,20054,20054,20054,20054,20054,20066,20054,20087,20054,20062,20056,20056,20092,20062,20066,20084,20092,20062,20054,20054,20054,20054,20054,20087,20074,20097,20054,20068,20083,20089,20103,20091,20120,20066,20087,20054,20054,20061,20054,20102,20054,20065,20062,20122,20124,20116,20098,20054,20130,20132,20132,20074,20089,20079,20073,20142,20160,20149,20102,20152,20123,20144,20181,20162,20073,20130,20178,20149,20160,20091,20054,20064,20063,20067,20061,20141,20112,20127,20201,20194,20201,20088,20203,20210,20176,20205,20188,20097,20141,20123,20128,20091,20086,20164,20080,20191,20205,20181,20194,20149,20233,20235,20255,20178,20254,20232,20248,20229,20218,20054,20054,20062,20062,20054,20054,20054,20176,20167,20218,20223,20234,20229,20215,20220,20244,20246,20278,20155,20136,20149,20236,20091,20094,20274,20230,20274,20266,20228,20163,20195,20248,20313,20318,20313,20326,20326,20253,20358,20307,20356,20342,20271,20272,20309,20315,20311,20369,20369,20269,20250,20340,20449,20179,20289,20426,20478,20347,20270,20276,20128,20184,20152,20379,20458,20356,20333,20384,20054,20332,20054,20425,20054,20069,20245,20378,20198,20389,20235,20340,20054
20055,20055,20055,20055,20055,20055,20055,20067,20055,20088,20055,20063,20057,20057,20093,20063,20067,20085,20093,20063,20055,20055,20055,20055,20055,20088,20075,20098,20055,20069,20084,20090,20104,20092,20121,20067,20088,20055,20055,20062,20055,20103,20055,20066,20063,20123,20125,20117,20099,20055,20131,20133,20133,20075,20090,20080,20074,20143,20161,20150,20103,20153,20124,20145,20182,20163,20074,20131,20179,20150,20161,20092,20055,20065,20064,20068,20062,20142,20113,20128,20202,20195,20202,20089,20204,20211,20177,20206,20189,20098,20142,20124,20129,20092,20087,20165,20081,20192,20206,20182,20195,20150,20234,20236,20256,20179,20255,20233,20249,20230,20219,20055,20055,20063,20063,20055,20055,20055,20177,20168,20219,20224,20235,20230,20216,20221,20245,20247,20279,20156,20137,20150,20237,20092,20095,20275,20231,20275,20267,20229,20164,20196,20249,20314,20319,20314,20327,20327,20254,20359,20308,20357,20343,20272,20273,20310,20316,20312,20370,20370,20270,20251,20341,20450,20180,20290,20427,20479,20348,20271,20277,20129,20185,20153,20380,20459,20357,20334,20385,20055,20333,20055,20426,20055,20070,20246,20379,20199,20390,20236,20341,20055
20056,20056,20056,20056,20056,20056,20056,20068,20056,20089,20056,20064,20058,20058,20094,20064,20068,20086,20094,20064,20056,20056,20056,20056,20056,20089,20076,20099,20056,20070,20085,20091,20105,20093,20122,20068,20089,20056,20056,20063,20056,20104,20056,20067,20064,20124,20126,20118,20100,20056,20132,20134,20134,20076,20091,20081,20075,20144,20162,20151,20104,20154,20125,20146,20183,20164,20075,20132,20180,20151,20162,20093,20056,20066,20065,20069,20063,20143,20114,20129,20203,20196,20203,20090,20205,20212,20178,20207,20190,20099,20143,20125,20130,20093,20088,20166,20082,20193,20207,20183,20196,20151,20235,20237,20257,20180,20256,20234,20250,20231,20220,20056,20056,20064,20064,20056,20056,20056,20178,20169,20220,20225,20236,20231,20217,20222,20246,20248,20280,20157,20138,20151,20238,20093,20096,20276,20232,20276,20268,20230,20165,20197,20250,20315,20320,20315,20328,20328,20255,20360,20309,20358,20344,20273,20274,20311,20317,20313,20371,20371,20271,20252,20342,20451,20181,20291,20428,20480,20349,20272,20278,20130,20186,20154,20381,20460,20358,20335,20386,20056,20334,20056,20427,20056,20071,20247,20380,20200,20391,20237,20342,20056
20057,20057,20057,20057,20057,20057,20057,20069,20057,20090,20057,20065,20059,20059,20095,20065,20069,20087,20095,20065,20057,20057,20057,20057,20057,20090,20077,20100,20057,20071,20086,20092,20106,20094,20123,20069,20090,20057,20057,20064,20057,20105,20057,20068,20065,20125,20127,20119,20101,20057,20133,20135,20135,20077,20092,20082,20076,20145,20163,20152,20105,20155,20126,20147,20184,20165,20076,20133,20181,20152,20163,20094,20057,20067,20066,20070,20064,20144,20115,20130,20204,20197,20204,20091,20206,20213,20179,20208,20191,20100,20144,20126,20131,20094,20089,20167,20083,20194,20208,20184,20197,20152,20236,20238,20258,20181,20257,20235,20251,20232,20221,20057,20057,20065,20065,20057,20057,20057,20179,20170,20221,20226,20237,20232,20218,20223,20247,20249,20281,20158,20139,20152,20239,20094,20097,20277,20233,20277,20269,20231,20166,20198,20251,20316,20321,20316,20329,20329,20256,20361,20310,20359,20345,20274,20275,20312,20318,20314,20372,20372,20272,20253,20343,20452,20182,20292,20429,20481,20350,20273,20279,20131,20187,20155,20382,20461,20359,20336,20387,20057,20335,20057,20428,20057,20072,20248,20381,20201,20392,20238,20343,20057
20058,20058,20058,20058,20058,20058,20058,20070,20058,20091,20058,20066,20060,20060,20096,20066,20070,20088,20096,20066,20058,20058,20058,20058,20058,20091,20078,20101,20058,20072,20087,20093,20107,20095,20124,20070,20091,20058,20058,20065,20058,20106,20058,20069,20066,20126,20128,20120,20102,20058,20134,20136,20136,20078,20093,20083,20077,20146,20164,20153,20106,20156,20127,20148,20185,20166,20077,20134,20182,20153,20164,20095,20058,20068,20067,20071,20065,20145,20116,20131,20205,20198,20205,20092,20207,20214,20180,20209,20192,20101,20145,20127,20132,20095,20090,20168,20084,20195,20209,20185,20198,20153,20237,20239,20259,20182,20258,20236,20252,20233,20222,20058,20058,20066,20066,20058,20058,20058,20180,20171,20222,20227,20238,20233,20219,20224,20248,20250,20282,20159,20140,20153,20240,20095,20098,20278,20234,20278,20270,20232,20167,20199,20252,20317,20322,20317,20330,20330,20257,20362,20311,20360,20346,20275,20276,20313,20319,20315,20373,20373,20273,20254,20344,20453,20183,20293,20430,20482,20351,20274,20280,20132,20188,20156,20383,20462,20360,20337,20388,20058,20336,20058,20429,20058,20073,20249,20382,20202,20393,20239,20344,20058
20059,20059,20059,20059,20059,20059,20059,20071,20059,20092,20059,20067,20061,20061,20097,20067,20071,20089,20097,20067,20059,20059,20059,20059,20059,20092,20079,20102,20059,20073,20088,20094,20108,20096,20125,20071,20092,20059,20059,20066,20059,20107,20059,20070,20067,20127,20129,20121,20103,20059,20135,20137,20137,20079,20094,20084,20078,20147,20165,20154,20107,20157,20128,20149,20186,20167,20078,20135,20183,20154,20165,20096,20059,20069,20068,20072,20066,20146,20117,20132,20206,20199,20206,20093,20208,20215,20181,20210,20193,20102,20146,20128,20133,20096,20091,20169,20085,20196,20210,20186,20199,20154,20238,20240,20260,20183,20259,20237,20253,20234,20223,20059,20059,20067,20067,20059,20059,20059,20181,20172,20223,20228,20239,20234,20220,20225,20249,20251,20283,20160,20141,20154,20241,20096,20099,20279,20235,20279,20271,20233,20168,20200,20253,20318,20323,20318,20331,20331,20258,20363,20312,20361,20347,20276,20277,20314,20320,20316,20374,20374,20274,20255,20345,20454,20184,20294,20431,20483,20352,20275,20281,20133,20189,20157,20384,20463,20361,20338,20389,20059,20337,20059,20430,20059,20074,20250,20383,20203,20394,20240,20345,20059
