0.04292,0.00843,-0.02093,0.07386,0.04731,-0.004375,0.04922,0.0594,0.007264,0.02799,0.07061,-0.03783,-0.01337,0.06114,0.002686,0.01937,-0.02702,0.06974,0.06141,0.03802,0.001148,-0.009716,0.003117,0.01422,0.01174,0.0113,-0.01003,-0.028,0.05219,0.03316,0.06987,0.03009,-0.01802,-0.01513,0.01524,-0.05183,0.00827,-0.001633,0.00539,0.02047,0.1401,0.02806,0.02037,-0.05117,-0.01663,-0.02981,0.002094,0.007041,-0.03019,-0.04785,-0.007442,-0.06262,-0.008011,0.01044,0.1012,0.04489,-0.09998,0.01969,0.08769,-0.023,0.05605,-0.001827,0.007118,-0.01475,-0.003639,-0.03002,-0.07618,0.07209,-0.06974,0.02381,0.009666,-0.006557,-0.01551,0.002621,0.01535,-0.02052,-0.008888,0.03892,-0.01366,0.01501,-0.02825,-0.001759
0.04292,0.00843,-0.02093,0.07386,0.04188,-0.004375,0.04922,0.0594,0.007264,0.02799,0.08771,-0.03783,-0.01337,0.06114,0.002686,0.01937,-0.02044,0.06974,0.06141,0.03802,0.001148,-0.009716,0.009229,0.01422,0.01174,0.0113,-0.01003,-0.028,0.05219,0.03316,0.06555,0.03009,-0.01802,-0.01513,0.01524,-0.07832,0.00827,-0.001633,0.00539,0.02047,0.138,0.02155,0.02037,-0.05117,-0.01663,0.04541,0.002094,0.02201,-0.01741,-0.04785,-0.007442,-0.06262,-0.008011,0.01045,0.08522,0.04489,-0.09998,0.01969,0.08769,-0.023,0.05014,-0.0008982,0.007118,-0.01475,-0.003639,-0.008215,-0.07618,0.07209,-0.06974,0.02381,0.009666,-0.006557,-0.01551,0.002621,0.01535,-0.02052,-0.008888,0.03892,-0.01366,0.01501,-0.02825,-0.001759
0.03941,0.006422,-0.007816,0.07248,0.03351,0.005856,0.05475,0.0738,0.01145,0.02373,0.08421,-0.02741,-0.01533,0.07384,0.0009613,0.01373,-0.02114,0.05559,0.05804,0.05716,0.01013,-0.01094,0.02101,0.01959,0.008974,0.01273,-0.00186,-0.02685,0.05872,0.04095,0.06521,0.02314,-0.01454,-0.01155,0.02262,-0.09057,0.007874,0.0005322,0.008614,0.02193,0.1366,0.01978,0.005146,-0.0282,-0.01419,0.1163,0.00648,0.03741,-0.01546,-0.07906,-0.006779,-0.03583,-0.0374,0.01193,0.08233,0.05727,-0.09567,0.005773,0.08583,-0.02732,0.03472,0.00115,-0.0052,-0.03425,-0.01331,-0.07869,-0.06995,0.07693,-0.05915,0.007033,0.006371,-0.0009251,-0.02732,0.01188,0.01214,-0.02259,0.001418,-0.03393,-0.01444,0.008388,-0.03983,-0.0002041
0.04385,0.00382,-0.004333,0.06898,0.03034,0.008873,0.02435,0.07203,0.02245,0.01891,0.08264,-0.03491,-0.01623,0.07771,-0.005139,0.02169,-0.03173,0.04019,0.04997,0.05682,0.03662,-0.01231,0.0218,0.02923,0.009035,0.01356,-0.005943,-0.0327,0.05297,0.05499,0.05369,0.01917,-0.01147,0.02238,0.04004,-0.121,0.01711,0.003702,0.01601,0.02827,0.1825,0.01374,-0.006973,-0.01821,-0.006955,0.1004,0.007458,0.04084,-0.01653,-0.09668,0.3625,-0.03962,-0.04759,0.01046,0.08823,0.06183,-0.09666,0.04112,0.07944,-0.03749,0.02492,0.02456,-0.007492,-0.03769,-0.01452,-0.07702,-0.0714,0.08289,-0.0535,0.003762,0.003708,-0.001429,-0.03196,0.01437,0.009935,-0.03658,0.000243,-0.04566,-0.007532,0.006728,-0.05733,-0.0009893
0.05347,0.003663,-0.004128,0.06435,0.018,0.002408,0.02065,0.07063,0.02276,0.01421,0.08414,-0.03635,-0.01734,0.07091,-0.004549,0.01611,-0.02479,0.05263,0.04442,0.04566,0.04355,-0.01195,0.02732,0.02989,0.000959,0.01498,-0.003481,-0.03387,0.0506,0.06712,0.03469,0.01825,-0.02334,0.04907,0.03932,-0.1312,0.01465,0.01451,0.01248,0.01941,0.1555,0.007837,-0.02493,-0.01633,-0.005726,0.07613,0.01412,0.02717,-0.02806,-0.1099,0.1251,-0.071,-0.06271,0.008351,0.08443,0.06272,-0.09326,0.03628,0.0724,-0.05514,0.02541,0.02499,-0.0198,-0.03208,-0.02085,-0.05928,-0.08709,0.07517,-0.04424,0.00053,0.002759,-0.0007973,-0.06594,0.01099,0.008771,-0.03847,-0.01653,-0.04632,-0.006201,0.008031,-0.06793,-0.003903
0.05267,0.001336,-0.0009819,0.05648,0.01179,0.001868,0.02836,0.06637,0.01928,0.01064,0.05586,-0.03249,-0.01577,0.06576,-0.005018,0.01365,-0.01727,0.05578,0.02839,0.04429,0.05181,-0.01022,0.03986,0.03651,-0.003538,0.01704,-0.004623,-0.0414,0.05632,0.07899,0.01446,0.01543,-0.02742,0.05239,0.05015,-0.1492,0.01796,0.01897,0.01665,0.01953,0.1317,0.005151,-0.04259,-0.0007407,-0.005634,0.06502,0.01516,0.01407,-0.03325,-0.1218,0.1008,-0.07228,-0.07008,0.007335,0.08154,0.06158,-0.08983,0.03978,0.06457,-0.06556,0.03009,0.02985,-0.02206,-0.02604,-0.02174,-0.05733,-0.08597,0.07212,-0.0412,-0.0004173,0.001956,-0.00168,-0.06627,0.01052,0.007315,-0.03649,-0.03852,-0.06027,-0.007131,0.006756,-0.07299,-0.02602
0.05128,0.003734,0.001949,0.05183,0.01174,0.006414,0.02922,0.05848,0.01714,0.008039,0.04869,-0.03249,-0.0131,0.06356,-0.004226,0.008426,-0.01238,0.04011,0.0224,0.04463,0.06959,-0.007104,0.04741,0.05222,-0.009176,0.02062,-0.002139,-0.04152,0.05804,0.08645,-0.004894,0.01328,-0.0365,0.06566,0.06421,-0.1675,0.02207,0.02671,0.02119,0.02373,0.1236,0.004602,-0.07354,0.002802,-0.003494,0.05626,0.01474,-0.005705,-0.03872,-0.1397,0.117,-0.07212,-0.0888,-0.0009213,0.082,0.07225,-0.08396,0.04851,0.05094,-0.09051,0.03062,0.0298,-0.02491,-0.03792,-0.02238,-0.05006,-0.08353,0.06533,-0.04118,0.001624,-0.0002659,-0.0004379,-0.06408,0.01226,0.005666,-0.03568,-0.0454,-0.06376,-0.00697,0.001699,-0.0901,-0.02979
0.05287,0.003302,-0.0002579,0.0415,0.0217,0.006695,0.02348,0.0512,0.01598,0.008379,0.0366,-0.03759,-0.008443,0.05461,-0.007605,0.01116,-0.007649,0.04396,0.01637,0.0336,0.075,-0.002199,0.04157,0.05832,-0.01021,0.02485,-0.003818,-0.04146,0.06233,0.08543,-0.0271,0.0119,-0.03936,0.07268,0.07055,-0.1742,0.02025,0.03935,0.01826,0.01703,0.1187,0.0002218,-0.1225,0.001232,-0.003364,0.05736,0.01455,-0.03311,-0.0514,-0.1391,0.1299,-0.07609,-0.09345,-0.01224,0.08235,0.05759,-0.07749,0.0486,0.03546,-0.1172,0.03084,0.02909,-0.03051,-0.03611,-0.02609,-0.03923,-0.08275,0.05437,-0.03922,0.0007185,-0.00378,-1.068e-005,-0.06078,0.0129,0.005592,-0.03888,-0.05816,-0.0594,-0.01277,-0.005919,-0.09806,-0.03986
0.04611,0.001285,-0.001478,0.03723,0.02582,0.005201,0.01693,0.04292,0.011,0.01242,0.02287,-0.03356,-0.006435,0.04765,-0.008472,0.008455,0.00231,0.04383,0.002893,0.023,0.06329,0.003468,0.03816,0.05948,-0.007705,0.03378,6.332e-005,-0.03384,0.05872,0.07373,-0.03029,0.01908,-0.05082,0.07565,0.06349,-0.1761,0.01985,0.04874,0.01111,0.01018,0.1168,-0.001694,-0.1453,0.0007217,-0.003036,0.06335,0.01138,-0.07211,-0.06072,-0.1276,0.02566,-0.07334,-0.09772,-0.02274,0.07765,0.05137,-0.06475,0.05204,0.02272,-0.1366,0.03325,0.02948,-0.03184,-0.04722,-0.02927,-0.02736,-0.07891,0.04266,-0.04109,0.002089,-0.004431,0.001939,-0.07024,0.01302,0.00442,-0.05713,-0.08308,-0.05638,-0.01758,-0.01692,-0.08547,-0.04732
0.03604,-0.0002926,-0.001025,0.03661,0.05611,0.007015,0.01542,0.03477,0.007182,0.02237,0.007599,-0.03331,-0.004235,0.04084,-0.007137,0.008249,0.007584,0.03859,-0.00611,0.02056,0.06943,0.01362,0.03698,0.06142,0.009039,0.03763,-0.002188,-0.02959,0.05855,0.05726,-0.03118,0.02141,-0.06208,0.07279,0.07147,-0.1791,0.02281,0.04879,0.006426,0.01232,0.1122,-0.001592,-0.1451,-1.645e-005,-0.001561,0.0681,0.008988,-0.1024,-0.07119,-0.1107,0.02575,-0.06579,-0.09472,-0.03226,0.08022,0.03637,-0.05191,0.05069,0.01391,-0.1432,0.03547,0.03142,-0.03126,-0.06707,-0.02759,-0.02897,-0.05912,0.03968,-0.0517,0.003451,-0.006344,0.006254,-0.07203,0.0193,0.005619,-0.06645,-0.09044,-0.05214,-0.03712,-0.02788,-0.07816,-0.0514
