-0.09533,-0.00106,0.01286,-0.09496,0.02982,0.08935,0.007466,0.01326,-0.09022,-0.001467,-0.001383,0.03419,0.02218,-0.07757,0.0585,0.01261,0.05971,0.06038,-0.0007133,-0.06565,-0.0004845,-0.007332,-0.001894,-0.02517,-0.03323,0.003138,0.001991,-0.001606,-0.09937,0.005954,0.02822,-0.05739,-0.02643,-0.02286,0.05505,0.04676,0.007622,-0.07049,0.02057,0.03275,0.1691,0.01342,0.01088,-0.01742,-0.03528,0.03792,-0.003399,0.02829,0.04087
-0.09533,-0.00106,0.01286,-0.09496,0.04214,0.08935,0.007466,0.01326,-0.09022,-0.001467,-0.001383,0.02674,0.02218,-0.04762,0.0585,0.01261,0.05971,0.06038,-0.0007133,-0.06565,-0.0004845,-0.007332,-0.001894,-0.02517,-0.03323,0.003138,0.001991,-0.001606,-0.09937,0.005954,0.02822,-0.05739,-0.02643,-0.02286,0.05505,0.04676,0.007622,-0.07049,0.02057,0.03275,0.1691,0.01878,0.01088,-0.01742,-0.03438,0.03792,-0.003399,0.02829,0.04087
-0.1133,0.003355,0.009249,-0.07615,0.04575,-0.02806,0.02375,0.02214,-0.07519,-0.0008831,-0.001705,0.03066,0.03075,-0.01981,0.04694,0.004899,0.05825,0.08015,-0.00177,-0.05714,-0.0002337,-0.0004215,-0.005935,-0.03498,-0.03722,0.001185,0.003547,-0.004787,-0.09285,0.01303,0.03045,-0.05943,-0.03951,-0.02734,0.04014,0.0408,0.004249,-0.06492,0.02139,0.0256,0.1494,0.03967,0.01088,-0.01657,-0.04456,0.03726,-8.106e-005,0.03643,0.05023
-0.135,0.006831,0.007984,-0.1083,0.05135,-0.05023,0.02913,0.02268,-0.09616,-0.01695,-0.002979,0.03121,0.03532,-0.009253,0.05099,0.003391,0.05286,0.07766,-0.0004921,-0.05986,0.0002556,-0.01069,-0.009584,-0.02655,-0.05332,0.001024,0.007307,-0.006399,-0.07629,-0.0003308,0.02637,-0.05395,-0.03353,-0.03992,0.02598,0.02626,0.002807,-0.02596,0.003002,0.01574,0.1289,0.04793,0.009855,-0.01516,-0.04885,0.01413,0.006097,0.03802,0.03501
-0.1418,0.01625,0.01611,-0.09597,0.05348,-0.08951,0.0163,0.0277,-0.08412,-0.01695,-0.0008588,0.02843,0.03699,0.00195,0.04804,0.002588,0.05032,0.06473,-0.0002418,-0.05889,4.578e-005,-0.006704,-0.008574,0.004205,-0.0488,0.001316,0.00916,-0.00763,-0.06928,-0.006543,0.02572,-0.02853,-0.03032,-0.04599,0.008162,0.02271,0.0002742,-0.03142,0.000477,0.009023,0.113,0.03831,0.009052,-0.01648,-0.000314,0.01199,0.01199,0.04241,0.03297
-0.08535,0.0253,0.02246,-0.0921,0.05549,-0.1068,0.0177,0.04659,-0.08066,-0.04011,-0.0007458,0.02565,0.03198,0.008779,0.03979,0.002078,0.04394,0.0553,-0.05178,-0.05496,0.0002922,-0.005331,-0.009357,0.008039,-0.04195,0.001543,0.008911,-0.007111,-0.05761,-0.01314,0.02118,-0.0274,-0.02365,-0.04401,0.006012,0.0215,-0.002547,-0.039,-0.004722,0.0079,0.1026,0.03345,0.006512,-0.01503,0.0143,0.01376,0.0172,0.04336,0.03327
-0.06841,0.03348,0.02172,-0.09397,0.05891,-0.09131,0.02239,0.05199,-0.08255,-0.0416,-0.0003868,0.02505,0.03247,0.0255,0.02906,-0.000452,0.03731,0.04859,-0.05179,-0.02259,-7.553e-005,-0.002524,-0.01556,0.01216,-0.04103,0.001652,0.01695,-0.008298,-0.04354,-0.01654,0.01571,-0.02303,-0.02303,-0.03993,0.009955,0.02037,-0.004829,-0.03196,-0.009535,-0.002186,0.07831,0.0292,0.005944,-0.01413,0.01637,0.01484,0.0326,0.04859,0.03653
-0.06982,0.04245,0.0275,-0.09691,0.05792,-0.09265,0.01728,0.09131,-0.08394,-0.038,-0.0001461,0.02382,0.02899,0.03255,0.02505,0.001365,0.02925,0.03205,-0.03843,-0.02381,-0.0002193,-0.007578,-0.01687,0.01902,-0.03912,0.002623,0.02286,-0.007146,-0.03249,-0.02034,0.01051,-0.02273,-0.02333,-0.03221,0.01163,0.02123,-0.00848,-0.01967,-0.01474,-0.004861,0.06634,0.02735,0.005325,-0.01102,0.02678,0.0164,0.04264,0.04802,0.03362
-0.06761,0.0461,0.03166,-0.1079,0.05501,-0.09445,0.04779,0.1033,-0.07904,-0.03712,0.00104,0.02083,0.01282,0.03966,0.01806,0.002211,0.02287,0.01884,-0.0365,-0.02121,-0.0003746,-0.00123,-0.0168,0.01639,-0.02876,0.003035,0.03,-0.005339,-0.02588,-0.01391,0.008501,-0.03732,-0.01968,-0.02042,0.02077,0.02097,-0.009426,-0.02543,-0.01952,-0.007837,0.06343,0.01469,0.004083,-0.008509,0.04114,0.01632,0.04924,0.04377,0.03841
-0.05776,0.04751,0.03081,-0.1147,0.05047,-0.09102,0.05771,0.1387,-0.09176,-0.03943,-6.065e-005,0.01915,0.01212,0.04054,0.01551,-5.112e-005,0.01928,0.03665,-0.03112,-0.01979,-0.0003235,-0.02815,-0.01985,0.01225,-0.02719,0.003138,0.04008,-0.003115,-0.01646,-0.01401,0.005964,-0.03883,-0.01567,-0.01386,0.01684,0.02154,-0.007776,-0.007927,-0.02193,-0.009805,0.06903,0.01115,0.005888,-0.004687,0.03687,0.01897,0.04942,0.04098,0.03689
-0.06062,0.05124,0.03559,-0.09806,0.04147,-0.08026,0.05867,0.1179,-0.08706,-0.03906,-7.286e-005,0.01692,0.01539,0.04526,0.01247,-3.815e-006,0.02451,0.04174,-0.02729,-0.02147,-0.0005127,-0.05648,-0.02168,0.006269,-0.03024,0.002559,0.04766,-0.002306,-0.01876,-0.0107,0.003947,-0.02981,-0.01277,-0.02383,0.01895,0.02155,-0.005027,0.004154,-0.01945,-0.009905,0.07201,0.008839,0.01788,-0.002572,0.0298,0.02173,0.0397,0.03862,0.03558
-0.07118,0.04653,0.0418,-0.09283,0.03244,-0.09475,0.0545,0.1041,-0.08121,-0.03791,-1.144e-006,0.01399,0.01499,0.05178,0.0137,0.001131,0.02659,0.0531,-0.01664,-0.01807,1.45e-005,-0.07729,-0.01868,-0.003001,-0.02675,0.001046,0.04822,-0.002605,-0.02218,-0.01242,0.00122,-0.033,-0.007352,-0.02417,0.02289,0.02152,-0.00224,0.01426,-0.01418,-0.0111,0.07447,0.006142,0.01966,-0.0002899,0.0283,0.02441,0.03529,0.03805,0.02917
-0.07127,0.04392,0.03932,-0.09211,0.02473,-0.088,0.04399,0.0862,-0.07989,-0.03434,0.0002174,0.01585,0.01992,0.05469,0.01644,-0.001027,0.0358,0.05444,-0.01283,-0.0183,0.00023,-0.08823,-0.02014,-0.01226,-0.02831,0.0009312,0.047,-0.006115,-0.03195,-0.01688,0.0005717,-0.03279,-0.001141,-0.03317,0.0211,0.01894,0.001279,0.01134,-0.009495,-0.01061,0.06612,0.00424,0.02407,-0.0001125,0.02442,0.02763,0.0283,0.03721,0.02453
-0.07911,0.03912,0.04406,-0.09171,0.01811,-0.07958,0.04068,0.05742,-0.07704,-0.03375,4.005e-005,0.01817,0.02182,0.05897,0.02094,-0.00205,0.04828,0.05455,-0.004864,-0.02731,-2.136e-005,-0.1025,-0.02085,-0.01556,-0.02642,-0.0001869,0.04027,-0.01164,-0.04441,-0.02335,0.00117,-0.037,0.00352,-0.03227,0.01796,0.01794,0.002208,0.01686,-0.01081,-0.00849,0.0544,0.006998,0.03169,-0.0003139,0.01739,0.03458,0.02525,0.03573,0.01485
-0.07944,0.03349,0.04946,-0.07685,0.01189,-0.0814,0.03079,0.02888,-0.06173,-0.03123,8.24e-005,0.02282,0.02882,0.06483,0.02615,0.0004215,0.05788,0.05419,9.785e-005,-0.02895,0.0001511,-0.1037,-0.02014,-0.02369,-0.02768,-0.0003613,0.02717,-0.01499,-0.06301,-0.02307,4.008e-005,-0.03925,0.004336,-0.02565,0.02233,0.01715,0.002012,0.01656,-0.008786,-0.00781,0.03841,0.005329,0.03419,-0.0002892,0.01569,0.03889,0.02827,0.03673,0.01049
-0.07664,0.02433,0.04222,-0.0951,0.009649,-0.0817,0.02186,0.0271,-0.07834,-0.02782,0.0002151,0.02903,0.03414,0.0614,0.036,0.0005405,0.06293,0.05778,0.006208,-0.02778,0.000169,-0.1013,-0.02029,-0.02635,-0.02959,0.0001053,0.0184,-0.02016,-0.07757,-0.02495,-0.0001652,-0.04702,0.01258,-0.01217,0.02199,0.01613,0.0008133,0.02291,-0.003545,-0.006233,0.02628,0.002529,0.03909,-0.0005047,0.0114,0.04487,0.02788,0.03835,0.004233
