-0.05203,-0.03873,0.05734,0.03022,-0.01146,-0.001648,-0.03983,0.06052,0.02862,0.01241,-0.02755,-0.04134,-0.04354,0.01564,-0.02603,0.02814,-0.0157,-0.03158,0.01707,0.003731,0.005226,-0.1753,0.01991,0.03989,-0.04409,0.007919,0.1293,0.02903,0.006502,-0.02596,0.02696,0.008617,-0.003788,-0.03929,0.002598,0.001884,-0.02563,-0.006126,0.03628,0.01062,-0.1212,0.02768,0.192,0.0247,-0.03262,-0.06224,0.0126,-0.01719,-0.07428,0.009098,-0.02457,0.006519,0.02387,0.01688,0.008639,0.06976,-0.008144,-0.01789,0.04456,-0.0653,-0.01018,-0.04675,0.06332,-0.007645,-0.02877,-0.01394,-0.00425,-0.02008,-0.001774,0.0257,0.005939,0.103,0.01025,0.0006845,0.00441,-0.003349,-0.02173,0.05727,0.00412,-0.05237,0.01336,0.0454,0.01646,-0.02859,0.004829,-0.04555,-0.03956,0.0258,-0.0009135,-0.03403,0.06094,-0.03415,0.02859,0.005341,0.007931,0.01467,0.02887,0.02769,-0.002815,-0.02618,0.018,0.04726,0.02842,0.0006638,0.04388,-0.001877,-0.005875,-0.01579,0.03637,0.1238,-0.03366,0.07531,0.08275,0.02537,-0.0172,0.01162,0.07209,0.00547,-0.01526,-0.01741,0.04634,-0.001122,0.008396,-0.0008354,-0.002083,-0.0002403,0.09079,0.01671,0.1171,0.003735,0.0118,-0.002243,-0.009334,0.00724,0.03237,0.02352,0.01015,0.01758,0.02073,0.02348,0.01463,0.1021,-0.01369,0.005253,0.02592,0.01355,-0.009682,-0.0009384,0.002415,0.005508,-0.04767,0.0004578,-0.03022,-0.001316,-0.01266,0.02085,0.01671,-0.01826,0.05465,-0.04211,-0.002541,-0.0135,-0.009811,-0.01506,0.01904,0.01355
-0.05203,-0.03873,0.05734,0.03022,-0.01146,-0.001648,-0.03983,0.02327,0.02862,0.01241,-0.02755,-0.04134,-0.04354,0.01564,-0.02603,0.02814,-0.0157,-0.03158,0.01707,0.003731,0.005226,-0.1753,0.01991,0.03989,-0.04409,0.007919,0.1293,0.02903,0.006502,-0.02596,0.0255,0.008617,-0.003788,-0.04745,0.002598,0.001884,-0.02563,-0.006126,0.03478,0.01062,-0.1212,0.02768,0.1355,0.04017,-0.02769,-0.08489,0.01802,-0.01719,-0.05007,-0.006161,-0.009671,0.006519,0.02387,0.01688,0.008639,0.05145,-0.008144,-0.01789,0.04406,-0.0653,-0.01018,-0.03232,0.06332,0.00282,-0.02877,-0.01394,-0.003909,-0.02008,-0.001213,0.02703,0.005939,0.103,0.01025,0.0006845,0.00441,-0.0175,-0.02173,0.05727,0.00412,-0.05237,0.01336,0.04801,-0.03255,-0.002163,0.004829,-0.04555,0.04082,0.03151,-0.0009135,-0.04511,0.04983,-0.03415,0.02069,0.005341,0.007931,0.01467,0.02887,0.01451,-0.01016,-0.02618,0.01723,0.04726,0.02842,0.0006638,0.009318,-0.004045,-0.0148,-0.01579,0.03637,0.1238,-0.02962,0.07531,0.1129,0.02537,-0.0172,-0.01555,-0.002509,0.00547,-0.01123,-0.01741,0.04634,-0.001122,0.008396,-0.002449,-0.002083,-0.0002403,0.06887,0.02567,0.1171,0.02593,0.0118,-0.002243,-0.007088,0.00724,0.02093,0.02352,0.01184,0.0074,0.02073,0.02348,0.01463,0.1021,-0.01369,0.007145,0.02592,0.0101,-0.009682,-0.0009384,0.002415,0.005508,-0.03315,0.0001278,-0.03022,-0.0119,-0.01266,0.02085,0.01671,-0.01826,0.05465,-0.04211,-0.002541,-0.0135,-0.009811,-0.01506,0.01895,-0.005095
-0.05756,-0.02482,0.07352,0.02838,-0.007682,0.002439,-0.03876,0.00628,0.008701,0.007772,-0.02283,-0.03023,-0.03915,-0.006515,-0.01656,0.01442,-0.014,-0.03542,0.008318,0.02407,0.002241,-0.07213,0.008108,0.04172,-0.05194,0.005421,0.1329,0.02524,-0.01675,-0.02666,0.02744,-0.006819,-0.005806,-0.05735,0.01446,-0.006168,-0.02285,-0.004374,0.03089,0.02342,-0.1146,0.004509,0.09395,0.0452,-0.02067,-0.09277,0.02468,0.0137,-0.04205,-0.009357,-0.006241,0.002979,0.03242,0.01813,0.01236,0.04277,-0.003898,-0.01947,0.04389,-0.04445,-0.01118,-0.03055,0.08292,0.001555,-0.01675,-0.01591,-0.004984,-0.01347,-0.001742,0.02469,0.001104,0.09015,0.01909,-0.008653,0.005211,-0.02592,-0.008408,0.06344,0.01536,-0.04291,0.01128,0.04881,-0.03339,0.006452,-0.002226,-0.04706,0.07744,0.0319,-0.001826,-0.03148,0.04623,-0.04498,0.02005,0.02826,0.01138,0.01306,0.03073,0.01477,-0.01781,-0.01631,0.0141,0.08111,0.05997,-0.01342,0.009668,-0.001124,-0.01955,-0.0207,0.03524,0.1133,-0.03565,0.09258,0.129,-0.01608,-0.02913,-0.01422,0.03434,-0.002484,-0.005445,-0.02329,0.05704,-0.003521,0.02392,-0.002983,0.02132,-0.0003738,0.06643,0.0382,0.1208,0.03868,0.01107,0.001402,-0.002583,0.02089,0.01766,0.01699,0.01761,0.02029,0.009771,0.03623,0.01044,0.045,-0.0236,0.002701,0.02858,0.00955,-0.008478,0.004509,0.003672,-0.004074,-0.02146,-0.001663,-0.01399,-0.01443,-0.01168,0.01348,-0.004707,-0.01201,0.05372,-0.03504,-0.004817,-0.01115,-0.002163,-0.008918,0.06993,-0.01129
-0.05958,-0.02152,0.07871,0.02002,-0.004256,0.004432,-0.03418,0.01721,-0.0003275,0.00244,-0.01478,-0.0345,-0.04313,-0.007851,-0.01739,0.01573,-0.01119,-0.03003,0.01514,0.01672,-0.0034,-0.05472,0.002138,0.03242,-0.05649,-0.001981,0.1087,0.02644,-0.02463,-0.02793,0.02286,-0.02053,-0.01789,-0.05747,0.02163,-0.04069,-0.01464,-0.002847,0.01667,0.03209,-0.1051,-0.01746,0.0676,0.02889,-0.01836,-0.09641,0.02708,0.01759,-0.03391,-0.02417,-0.005318,-0.006715,0.03609,0.01712,0.02878,0.08243,-0.002032,-0.03296,0.04399,-0.03316,-0.01217,-0.04044,0.08803,-0.003979,-0.002814,-0.01079,-0.01585,-0.0101,0.001461,0.0005383,0.003459,0.08176,0.01932,0.002235,0.01748,-0.0262,-0.004506,0.05042,0.02233,-0.03963,0.01305,0.05292,-0.02352,0.04709,-0.01071,-0.04574,0.06422,0.03155,0.0002224,-0.009521,0.03718,-0.04606,0.02864,0.03153,0.007253,-0.01087,0.03199,0.01103,-0.03301,-0.01646,0.01445,0.09028,0.06,-0.02002,-0.02022,-0.003235,-0.02003,-0.02301,0.03815,0.1015,-0.03978,0.09226,0.1014,0.06262,-0.03162,-0.0157,0.05512,-0.002344,-0.01388,-0.01642,0.03197,-0.001081,0.02477,0.006811,0.06318,0.002864,0.05892,0.05217,0.1191,0.03968,0.01259,0.006727,0.001586,0.02778,0.01754,0.01602,0.02161,0.03187,0.0145,0.03559,0.01048,0.02999,-0.03281,0.003334,0.03026,0.02287,0.03186,0.02234,0.002279,0.01114,-0.02644,-0.001338,-0.02066,-0.006311,-0.005908,0.00769,-0.01545,-0.01193,0.05091,-0.03324,-0.001089,-0.009108,0.004017,-0.009889,0.07091,-0.02304
-0.04998,-0.02399,0.06727,0.02061,0.001222,0.006812,-0.04071,0.0426,-0.003919,0.002421,-0.02678,-0.04574,-0.04411,-0.006478,-0.01045,0.01765,-0.01028,-0.02483,0.02035,0.01574,-0.008239,-0.02755,-0.00239,0.03138,-0.05959,-0.01587,0.08045,0.02347,-0.02887,-0.02526,0.02403,-0.03442,-0.03162,-0.05321,0.03537,-0.04957,-0.01599,0.01261,0.01926,0.03021,-0.1088,-0.03519,0.05154,0.03285,-0.01448,-0.08925,0.03038,0.0339,-0.03272,-0.03981,-0.005174,-0.01692,0.03765,0.01648,0.0331,0.09338,-0.01555,-0.03793,0.04271,-0.02713,-0.0119,-0.04632,0.09221,-0.007583,-0.002659,-0.01465,-0.01637,-0.01643,0.001385,-0.008592,0.002972,0.08267,0.04575,0.02127,0.02609,-0.03032,-0.004861,0.05098,0.04108,-0.0483,0.01904,0.05559,-0.02183,0.04298,-0.01762,-0.04466,0.05345,0.03076,0.0001176,-0.0002622,0.04685,-0.051,0.02445,0.04893,-0.03132,-0.01334,0.0277,0.01194,-0.02939,-0.009453,0.01637,0.09573,0.05989,-0.01693,-0.02785,-0.0173,-0.01557,-0.02189,0.05886,0.04985,-0.05031,0.07534,0.0907,0.07056,-0.02121,-0.01886,0.05843,0.02666,-0.01778,-0.01853,0.02264,-0.002025,0.03,0.01072,0.07129,-3.91e-005,0.05012,0.05513,0.1016,0.04012,0.01225,0.003465,0.002139,0.03932,0.01971,0.01671,0.03444,0.03566,0.01535,0.001376,0.01526,0.01768,-0.03068,0.001489,0.03839,0.02849,0.02787,0.02831,0.0002003,0.01367,-0.029,-0.001077,-0.0187,0.005341,-0.007153,-0.002425,-0.01859,-0.01796,0.05067,-0.03537,-0.01492,0.01324,0.02017,-0.0119,0.0443,-0.02724
-0.04287,-0.02614,0.08227,0.02384,0.01276,0.002755,-0.03803,0.05455,-0.03224,0.003844,-0.02652,-0.04687,-0.04351,-0.01203,-0.008165,0.01288,-0.004793,-0.02474,0.01927,0.02107,-0.01034,-0.01653,-0.004057,0.02615,-0.06535,-0.02912,0.06424,0.02595,-0.03086,-0.01728,0.02347,-0.08108,-0.03125,-0.05398,0.05085,-0.04336,-0.02661,0.01532,0.02395,0.02661,-0.1056,-0.036,0.04384,0.04152,-0.01006,-0.08992,0.02613,0.06257,-0.03066,-0.03743,-0.005396,-0.03341,0.0179,0.01963,0.04048,0.1021,-0.01422,-0.03961,0.04293,-0.012,-0.01814,-0.04815,0.0819,-0.007206,-0.02333,-0.01995,-0.0187,-0.01722,0.001765,-0.01379,0.003238,0.08755,0.05597,0.0263,0.02802,-0.03505,0.0104,0.05535,0.0428,-0.04723,0.02142,0.0578,-0.01826,0.02576,-0.01983,-0.02771,0.04833,0.03335,-0.001592,-0.0006061,0.04788,-0.05241,0.03292,0.05919,-0.03632,-0.02502,0.01463,0.01326,-0.02747,-0.009334,0.01865,0.0952,0.06238,-0.01828,-0.03837,-0.01717,-0.03106,-0.02286,0.06228,0.04253,-0.05622,0.06681,0.09109,0.0878,-0.0142,-0.02402,0.05835,0.03393,-0.01837,-0.01626,0.02048,-0.003725,0.01368,0.009727,0.06245,-0.002753,0.0509,0.05575,0.09879,0.04009,0.01658,-0.0009205,0.003684,0.05105,0.02422,0.03945,0.04405,0.04166,0.02849,-0.00143,0.02542,0.01206,-0.03038,0.004635,0.03598,0.03446,0.02282,0.02916,-0.003256,0.02483,-0.02371,-0.0004814,-0.017,0.009525,-0.005713,-0.008574,-0.02285,-0.01673,0.03407,-0.03605,-0.02517,0.01541,0.02016,-0.01375,0.04312,-0.02378
-0.03934,-0.01677,0.09034,0.02502,0.03218,0.002831,-0.03879,0.05525,-0.03581,0.00212,-0.03165,-0.04287,-0.04409,-0.01934,-0.006205,0.001931,-0.002466,-0.0204,0.0176,0.02276,-0.0378,0.00091,-0.007148,0.0227,-0.0682,-0.03656,0.03933,0.02636,-0.03521,-0.01551,0.02279,-0.09194,-0.00582,-0.0563,0.05162,-0.05241,-0.04464,0.01733,0.02249,0.0263,-0.09727,-0.05851,0.02831,0.04796,-0.004522,-0.08916,0.02414,0.07518,-0.02415,-0.03813,-0.003652,-0.04583,0.01852,0.0243,0.04893,0.108,-0.01614,-0.04386,0.04258,-0.005388,-0.01834,-0.04918,0.08068,-0.01317,-0.02594,-0.03224,-0.02083,-0.01799,0.001683,-0.02055,0.007251,0.08535,0.07294,0.0373,0.03616,-0.04242,0.006153,0.05949,0.05892,-0.05279,0.03156,0.05861,-0.01603,0.02265,-0.0313,-0.02591,0.04754,0.0317,-0.0001607,-0.009685,0.05186,-0.05688,0.03652,0.05798,-0.04304,-0.03177,0.009271,0.0166,-0.02951,-0.0137,0.02072,0.09701,0.07124,-0.02152,-0.05209,-0.01603,-0.03865,-0.02589,0.06361,0.02067,-0.05744,0.08903,0.08726,0.08071,-0.008561,-0.02096,0.05306,0.03892,-0.0143,-0.01403,0.02032,-0.003898,0.01583,0.01752,0.06038,-0.002247,0.05793,0.06131,0.0849,0.04122,0.01777,-0.001205,0.009074,0.05471,0.02535,0.04204,0.05396,0.04873,0.04574,-0.003289,0.03509,-0.00271,-0.03903,0.02414,0.03578,0.03684,0.02465,0.02206,-0.009379,0.03097,-0.0224,0.0006276,-0.0147,0.0149,0.009018,-0.0155,-0.03222,-0.02026,0.029,-0.03679,-0.02346,0.02921,0.0281,-0.003821,0.04082,-0.02186
-0.02467,-0.01488,0.0867,0.02135,0.05279,-0.0007026,-0.04452,0.06193,-0.04107,0.00527,-0.03426,-0.05299,-0.04197,-0.02177,-0.0001093,-0.001342,-0.002372,-0.01916,0.01744,0.01737,-0.04624,0.01114,-0.0109,0.02347,-0.06068,-0.04214,0.01188,0.0297,-0.0338,-0.01493,0.02194,-0.09601,0.003041,-0.05167,0.05046,-0.05375,-0.04842,0.0168,0.02036,0.01952,-0.09299,-0.05858,0.01985,0.05081,-0.00121,-0.08147,0.02131,0.08912,-0.02218,-0.04177,-0.003188,-0.05631,0.01235,0.02288,0.05233,0.1088,-0.01398,-0.04499,0.0427,-0.0006605,-0.02327,-0.05191,0.04885,-0.0207,-0.02269,-0.03349,-0.02243,-0.02577,-0.0001301,-0.02383,0.01532,0.08713,0.05878,0.05932,0.04147,-0.04789,0.004223,0.06432,0.06652,-0.04986,0.03528,0.06034,-0.01241,0.02198,-0.0415,-0.01666,0.03592,0.0305,0.001514,-0.006739,0.05389,-0.05687,0.0388,0.05566,-0.05161,-0.03947,0.001737,0.01123,-0.02925,-0.01788,0.02396,0.09412,0.07235,-0.0233,-0.06127,-0.0148,-0.0429,-0.02935,0.06359,0.01575,-0.04788,0.0722,0.06188,0.08186,0.004342,-0.01757,0.0495,0.04349,-0.016,-0.02117,0.01815,-0.006959,0.01395,0.03244,0.06868,-0.005847,0.05557,0.05944,0.04357,0.04174,0.01788,-0.002445,0.0148,0.05773,0.03506,0.04517,0.05943,0.05363,0.06217,-0.006286,0.06015,-0.009068,-0.03543,0.0325,0.0245,0.04325,0.02448,0.01995,-0.01621,0.03246,-0.02369,0.001374,-0.02367,0.02787,0.0175,-0.01972,-0.02962,-0.0297,0.02494,-0.03794,-0.02467,0.04546,0.02733,0.003695,0.0394,-0.01839
-0.01071,-0.01624,0.07366,0.02579,0.07577,-0.003535,-0.04591,0.05889,-0.04463,0.01101,-0.04626,-0.05064,-0.04025,-0.02919,0.002809,-0.01039,-0.01104,-0.02337,0.02245,0.01884,-0.05335,0.01119,-0.01481,0.0251,-0.05206,-0.03429,0.003013,0.03697,-0.03011,-0.01432,0.02226,-0.09436,0.006037,-0.04641,0.04786,-0.04718,-0.05146,0.01881,0.02812,0.007693,-0.08201,-0.06151,0.004609,0.04966,0.002497,-0.07539,0.01977,0.1041,-0.02167,-0.03584,-0.003828,-0.06287,0.0005703,0.02085,0.05849,0.0918,-0.0171,-0.02974,0.04207,0.00499,-0.02472,-0.0461,0.05132,-0.02442,-0.02377,-0.03353,-0.02248,-0.03232,-0.004575,-0.02973,0.02206,0.08716,0.06604,0.06751,0.03985,-0.04942,-0.001204,0.06193,0.06865,-0.04747,0.03592,0.05837,-0.01061,0.01887,-0.04334,-0.0136,0.03194,0.03138,0.002383,-0.003684,0.05302,-0.05489,0.04505,0.05094,-0.05664,-0.04579,-0.01213,0.01158,-0.02665,-0.02,0.02645,0.08597,0.0705,-0.02491,-0.07491,-0.01853,-0.04312,-0.02209,0.06345,0.01289,-0.04435,0.06099,0.03826,0.07536,0.02851,-0.01819,0.04469,0.0488,-0.0209,-0.0235,0.01814,-0.01102,0.01702,0.04685,0.06454,-0.01259,0.0469,0.05278,0.02873,0.03825,0.01536,-0.004868,0.01914,0.06383,0.04006,0.04795,0.06632,0.05528,0.0759,-0.0001947,0.07036,-0.007503,-0.03774,0.04369,0.02253,0.04646,0.02323,0.02305,-0.02797,0.03791,-0.02184,0.001233,-0.02205,0.03854,0.01552,-0.02621,-0.0243,-0.03901,0.0226,-0.03735,-0.02489,0.0337,0.02395,0.003974,0.03447,-0.02307
-0.008604,-0.01721,0.06001,0.02619,0.092,-0.005364,-0.04923,0.03823,-0.04642,0.01332,-0.05121,-0.04196,-0.03722,-0.03685,0.007128,-0.02892,-0.01286,-0.02905,0.02499,0.02195,-0.04922,0.000825,-0.01863,0.02375,-0.04301,-0.02094,0.001824,0.04505,-0.03044,-0.01316,0.01749,-0.104,0.006024,-0.0487,0.04176,-0.04652,-0.04924,0.01022,0.02592,0.003022,-0.06809,-0.06108,0.003499,0.05522,0.002594,-0.07105,0.02241,0.1168,-0.01825,-0.0219,-0.004388,-0.06744,-0.01092,0.02228,0.06052,0.08603,-0.01307,-0.02696,0.04194,0.007414,-0.02891,-0.03666,0.0407,-0.03421,-0.03164,-0.04389,-0.02389,-0.0336,-0.008617,-0.03108,0.0194,0.07961,0.06763,0.06959,0.0326,-0.04142,-0.005313,0.06362,0.05513,-0.03676,0.03862,0.04708,-0.009711,0.01559,-0.04349,-0.01512,0.03418,0.02881,0.004972,-0.001887,0.05353,-0.04959,0.05183,0.04878,-0.05778,-0.05229,-0.01584,0.009354,-0.02287,-0.02599,0.02883,0.07209,0.06994,-0.02613,-0.07969,-0.01782,-0.05072,-0.02135,0.06584,0.009845,-0.03635,0.04803,0.03114,0.06335,0.04549,-0.01641,0.04088,0.04813,-0.02458,-0.02131,0.02309,-0.01066,0.01949,0.05125,0.06218,-0.01094,0.04928,0.04188,0.02262,0.0333,0.01832,-0.00927,0.02494,0.06318,0.04688,0.05099,0.06555,0.05129,0.08661,0.01055,0.06786,-0.002731,-0.04011,0.0538,0.02036,0.04781,0.02222,0.02607,-0.03181,0.04172,-0.0201,0.0007879,-0.02465,0.04172,0.0225,-0.02604,-0.02178,-0.04186,0.01906,-0.03003,-0.02436,0.03774,0.0106,0.003449,0.03455,-0.02591
