0.03022,0.03646,0.01775,0.03301,-0.05245,-0.02011,-0.06406,-0.02752,-0.01536,-0.03235,0.02219,0.02814,-0.03112,0.02212,-0.02378,-0.01223,-0.01539,-0.01257,-0.03145,-0.001102,0.0005417,-0.01212,-0.04371,-0.02906,-0.01136,-0.02682,0.03511,-0.03051,-0.05651,-0.006004,-0.03918,-0.02802,0.03023,-0.00288,-0.06925,-0.01524,-0.04136,0.02026,-0.0192,-0.0516,-0.01699,0.03455,-0.03408,-0.04794,-0.03989,-0.04968,-0.04107,-0.05461,-0.02836,-0.01437,-0.01336,-0.007627,-0.03358,0.006149,-0.02312,-0.01697,-0.003452,-0.03522,-0.01612,-0.0233,-0.01358,0.002056,-0.02187,-0.04689,-0.04565,0.01853,-0.01153
0.03022,0.03646,0.01775,0.03301,-0.05245,-0.02011,-0.06406,-0.02643,-0.01536,-0.02501,0.02219,0.03131,-0.03112,0.0045,-0.02378,-0.01223,-0.01539,-0.01257,-0.03145,-0.001102,0.0005417,-0.006543,-0.04371,-0.02111,-0.005855,-0.02682,0.03511,-0.03051,-0.05651,-0.006004,-0.03918,-0.02802,0.03023,-0.00288,-0.06925,-0.01524,-0.04136,0.02292,-0.0192,-0.04327,-0.01978,0.03455,-0.03309,-0.04794,-0.02404,-0.04968,-0.04107,-0.05461,-0.02836,-0.01437,-0.01977,-0.007627,-0.03358,0.006149,-0.02312,-0.01697,-0.003452,-0.03522,0.02163,-0.02125,-0.01358,0.002056,-0.02187,-0.04689,-0.04565,0.01853,-0.02397
0.03551,0.03669,0.01866,0.02959,-0.05494,-0.01277,-0.05909,-0.02552,-0.01553,-0.02149,0.02601,0.03186,-0.03754,-0.006524,-0.02273,-0.01298,-0.01763,-0.01491,-0.03074,-0.0003567,-0.001204,-0.004919,-0.04117,-0.01679,-0.0106,-0.0424,0.03929,-0.02427,-0.05433,-0.005854,-0.0418,-0.02509,0.0337,-0.01103,-0.06697,-0.02352,-0.0375,0.02694,-0.01895,-0.04252,-0.02428,0.03381,-0.03089,-0.04506,-0.01513,-0.05351,-0.04869,-0.05446,-0.02915,-0.01745,-0.02294,-0.01331,-0.02347,0.009216,-0.0203,-0.01739,-0.00962,-0.0269,0.008606,-0.0197,-0.01246,-0.0005398,-0.02813,-0.04708,-0.04659,-0.007995,-0.03446
0.03449,0.03694,0.01949,0.02861,-0.05638,-0.01083,-0.0487,-0.02693,-0.01577,-0.02404,0.02647,0.02675,-0.04222,-0.004341,-0.0228,-0.01424,-0.01841,-0.01552,-0.03027,-0.002189,-0.004248,-0.007828,-0.04178,-0.02073,-0.02155,-0.04299,0.03726,-0.02306,-0.05119,-0.00695,-0.03863,-0.02623,0.03108,-0.01511,-0.06894,-0.03037,-0.03698,0.02803,-0.01854,-0.03951,-0.02679,0.03266,-0.03012,-0.04694,-0.01656,-0.06412,-0.04297,-0.05243,-0.03318,-0.01901,-0.02386,-0.01294,-0.0236,0.01076,-0.02031,-0.01511,-0.01014,-0.02137,-0.01476,-0.01802,-0.01392,-0.0006624,-0.02928,-0.04677,-0.04731,-0.01166,-0.03084
0.03293,0.03725,0.02013,0.02667,-0.06162,-0.01286,-0.03955,-0.0271,-0.01519,-0.02909,0.0254,0.02481,-0.0415,-0.0008667,-0.02198,-0.01531,-0.01661,-0.01563,-0.03206,0.0007372,-0.005262,-0.00879,-0.03541,-0.02028,-0.02513,-0.04059,0.03855,-0.02482,-0.04942,-0.01135,-0.03816,-0.02745,0.03174,-0.009448,-0.06964,-0.03142,-0.03552,0.02861,-0.02004,-0.04055,-0.02733,0.03279,-0.02964,-0.04813,-0.01771,-0.06932,-0.04298,-0.05167,-0.03654,-0.02834,-0.021,-0.0136,-0.02506,0.01472,-0.02141,-0.01485,-0.00815,-0.02464,-0.02157,-0.01766,-0.01377,-0.000307,-0.03166,-0.04644,-0.04839,-0.02463,-0.03343
0.03216,0.03674,0.02583,0.02609,-0.06233,-0.01316,-0.03483,-0.02522,-0.0137,-0.03189,0.0268,0.02505,-0.04113,0.0008637,-0.01904,-0.01749,-0.01619,-0.01764,-0.0361,-0.01133,-0.009186,-0.008178,-0.03098,-0.02034,-0.02852,-0.04311,0.03719,-0.02537,-0.04654,-0.02193,-0.03848,-0.02976,0.03165,-0.008973,-0.06374,-0.03656,-0.03441,0.02819,-0.02187,-0.03845,-0.02817,0.03298,-0.03063,-0.04805,-0.01688,-0.07274,-0.04091,-0.04965,-0.03894,-0.0322,-0.01898,-0.0125,-0.02761,0.01523,-0.02433,-0.014,-0.009106,-0.02234,-0.02524,-0.01443,-0.01437,-0.002186,-0.03212,-0.04571,-0.04824,-0.02969,-0.03265
0.03032,0.03779,0.03305,0.02658,-0.06656,-0.01294,-0.03157,-0.02709,-0.01413,-0.03492,0.02831,0.02363,-0.04321,0.000687,-0.016,-0.01966,-0.01711,-0.01763,-0.04111,-0.01052,-0.01066,-0.008893,-0.02167,-0.01882,-0.03441,-0.04372,0.03693,-0.02478,-0.04241,-0.02672,-0.03721,-0.03001,0.03232,-0.01197,-0.05675,-0.04026,-0.03757,0.03008,-0.03167,-0.03776,-0.02978,0.0335,-0.03459,-0.04952,-0.01836,-0.07795,-0.03757,-0.04554,-0.04476,-0.03277,-0.01871,-0.01341,-0.02906,0.01552,-0.02781,-0.01285,-0.009309,-0.02454,-0.0337,-0.01321,-0.0158,-0.0001873,-0.0328,-0.04512,-0.04792,-0.0321,-0.0337
0.02856,0.03705,0.03592,0.02792,-0.06782,-0.01556,-0.02539,-0.02728,-0.008471,-0.03836,0.02777,0.02327,-0.04351,0.00271,-0.01299,-0.02422,-0.01466,-0.01848,-0.04631,-0.003578,-0.01144,-0.009933,-0.01947,-0.02013,-0.03998,-0.04313,0.03525,-0.02432,-0.03892,-0.0301,-0.03636,-0.03271,0.02998,-0.01223,-0.04898,-0.04478,-0.03849,0.02987,-0.03368,-0.03518,-0.02923,0.03342,-0.04042,-0.05181,-0.02482,-0.07983,-0.03447,-0.04028,-0.04757,-0.03662,-0.01831,-0.008143,-0.03255,0.01498,-0.03147,-0.009707,-0.01091,-0.02938,-0.04004,-0.01215,-0.02034,-0.001193,-0.03285,-0.04401,-0.04729,-0.03449,-0.03558
0.02586,0.03617,0.03806,0.0295,-0.06878,-0.02171,-0.01592,-0.02181,-0.00662,-0.03802,0.02696,0.0237,-0.04619,0.003509,-0.01087,-0.0269,-0.01471,-0.01749,-0.05412,-0.007148,-0.01149,-0.01155,-0.01316,-0.01749,-0.04111,-0.04197,0.03514,-0.02325,-0.03717,-0.03578,-0.03657,-0.03502,0.03205,-0.009066,-0.02227,-0.04793,-0.04524,0.03082,-0.03387,-0.03341,-0.02168,0.03402,-0.04768,-0.04916,-0.03073,-0.07367,-0.03823,-0.03442,-0.05076,-0.04207,-0.01817,-0.008703,-0.03689,0.01549,-0.03589,-0.01009,-0.01494,-0.03345,-0.04316,-0.01121,-0.0365,-0.002225,-0.03241,-0.04194,-0.04691,-0.03566,-0.03656
0.02351,0.03641,0.03853,0.02839,-0.06959,-0.02178,-0.01137,-0.02001,-0.005894,-0.03145,0.02594,0.02511,-0.04791,0.003172,-0.009266,-0.02852,-0.01578,-0.01771,-0.06327,-0.0143,-0.01145,-0.01231,-0.01213,-0.01607,-0.04199,-0.04299,0.03342,-0.02143,-0.03764,-0.03886,-0.03664,-0.0366,0.03126,-0.01162,-0.01696,-0.05251,-0.05113,0.02963,-0.03604,-0.03086,-0.0223,0.03431,-0.05133,-0.04978,-0.03614,-0.06508,-0.03701,-0.02712,-0.05152,-0.04489,-0.02052,-0.007029,-0.04182,0.01544,-0.03992,-0.0111,-0.01512,-0.03429,-0.04309,-0.01146,-0.04277,-0.003098,-0.02942,-0.04089,-0.0458,-0.03559,-0.04105
0.02003,0.03614,0.03737,0.03052,-0.07059,-0.02558,-0.009446,-0.01834,-0.005467,-0.02781,0.02556,0.02545,-0.0505,0.002211,-0.009794,-0.02978,-0.01585,-0.01663,-0.07121,-0.02375,-0.01136,-0.01439,-0.01082,-0.01563,-0.04296,-0.04176,0.03424,-0.01846,-0.04196,-0.03682,-0.03629,-0.03779,0.03127,-0.01392,-0.01382,-0.0541,-0.05209,0.02877,-0.03852,-0.03015,-0.02852,0.03573,-0.05443,-0.04885,-0.04447,-0.05689,-0.03886,-0.02009,-0.05133,-0.0438,-0.02557,-0.006965,-0.04622,0.01533,-0.04046,-0.01216,-0.01553,-0.03601,-0.04209,-0.01308,-0.04399,-0.003678,-0.02751,-0.04074,-0.0458,-0.03555,-0.041
