F,Obj_ID,dist1_mod,dist2_mod,YawDiff1_mod,YawDiff2_mod,speed_SGF,yawAngle_axis2,acc_SGF
80131,142x_1116_154,2.530406925,3.830427208,1.275157116,-4.769273281,0.002451321,-1.746889901,-0.816821386
80130,142x_1116_154,2.472077641,3.756262722,1.379586935,-4.716334656,0.023152971,-1.747346107,-0.713492746
80138,142x_1116_154,2.736722266,4.263279743,3.712506196,3.71113677,0.031984004,0.930293393,5.431809751
80129,142x_1116_154,2.405579445,3.676482766,-4.874232673,-4.661672911,0.050707339,-1.747670631,-0.663683223
80128,142x_1116_154,2.335495981,3.588912449,-4.88139517,-4.656900424,0.085114423,-1.747913298,-0.724962393
65136,161x_1111_23,99,99,0,0,0.131852107,-1.133706546,-1.027018983
46538,112x_112x_1113_103,2.037638696,99,-2.496916988,0,0.136653895,-2.583150007,-1.569150882
46537,112x_112x_1113_103,2.101322813,99,3.240036262,0,0.181635192,3.083341559,-1.217989509
8375,122x_1111_102,8.145335144,99,0.533270692,0,0.183566354,-2.407951641,-12.62315911
33176,142x_1112_178,99,99,0,0,0.18931805,2.711327294,1.475111843
12247,122x_1112_99,1.584733304,99,0.159530828,0,0.19004435,-2.92436047,1.631373756
41216,142x_1118_37,99,99,0,0,0.215918172,-0.932183517,2.790445329
45368,112x_112x_1112_46,99,99,0,0,0.21962064,-1.515903934,-4.204222555
65137,161x_1111_23,99,99,0,0,0.222788098,-1.103800504,2.237597782
46536,112x_112x_1113_103,2.163925294,99,2.876012567,0,0.223545395,2.706369537,-1.105754728
80139,142x_1116_154,2.790095611,4.332304399,4.883561587,4.70223431,0.224752409,1.881458184,7.606358819
33177,142x_1112_178,99,99,0,0,0.234923177,2.702831125,1.376255087
12248,122x_1112_99,1.601848686,99,0.075107582,0,0.244509526,-2.838295288,2.118458131
46535,112x_112x_1113_103,2.226371073,99,2.660963259,0,0.262384505,2.507940116,-1.118736793
33178,142x_1112_178,99,99,0,0,0.275656106,2.698047878,1.24100846
26483,122x_1113_161,99,99,0,0,0.293561542,-1.934581678,1.715074133
46534,112x_112x_1113_103,2.290758631,99,2.529854049,0,0.298152521,2.394184111,-1.167034573
12249,122x_1112_99,1.617548105,99,-0.113018551,0,0.306002407,-2.784651687,2.54356265
41217,142x_1118_37,99,99,0,0,0.311059473,-1.153744431,3.571726537
33179,142x_1112_178,99,99,0,0,0.311516837,2.694980252,1.068895492
46533,112x_112x_1113_103,2.358450056,99,2.428989712,0,0.330849444,2.322181931,-1.184555549
45367,112x_112x_1112_46,99,99,0,0,0.34087742,-1.223766475,-3.374649878
3006,152x_1111_193,8.525573184,99,1.726387851,0,0.341263436,-0.306408873,-0.776551596
26484,122x_1113_161,99,99,0,0,0.352613804,-1.811133306,2.176151406
46532,112x_112x_1113_103,2.426257067,99,2.32187255,0,0.360475274,2.263682673,-1.129015818
33180,142x_1112_178,99,99,0,0,0.363354441,2.856095532,0.872940721
46300,112x_112x_1113_103,1.930674702,99,2.341517727,0,0.369400602,3.092795911,-0.084529613
46301,112x_112x_1113_103,1.89871902,99,-3.944674598,0,0.370918284,-3.042023918,0.22083288
46302,112x_112x_1113_103,1.894238155,99,-2.502082583,0,0.372959664,-1.576333534,0.476775232
12250,122x_1112_99,1.636435277,99,-0.170275643,0,0.374522993,-2.748206797,2.822160565
46299,112x_112x_1113_103,1.957626921,99,2.056981443,0,0.378197934,2.637306074,-0.37980137
3005,152x_1111_193,8.375305613,99,1.903845875,0,0.379702524,-0.323522129,-1.460573037
46303,112x_112x_1113_103,1.897953225,99,-1.716191864,0,0.384473427,-0.802279072,0.608767457
65138,161x_1111_23,99,99,0,0,0.393748716,-1.090003119,6.124995611
46531,112x_112x_1113_103,2.489570929,99,2.164169283,0,0.397549105,2.186880708,-0.981940088
46298,112x_112x_1113_103,1.983210019,99,1.296564136,0,0.402279916,1.70407475,-0.700017823
33181,142x_1112_178,99,99,0,0,0.406175763,2.698068575,0.660629484
46304,112x_112x_1113_103,1.909694283,99,-1.452615117,0,0.40708025,-0.54807198,0.782472608
41218,142x_1118_37,99,99,0,0,0.411510996,-2.101783545,4.238373232
26485,122x_1113_161,99,99,0,0,0.416931753,-1.718611343,2.596088283
3004,152x_1111_193,8.236998017,99,2.135276437,0,0.420162093,-0.34714246,-1.587761303
104091,122x_1117_86,99,99,0,0,0.425827516,0.278230491,-10.68878991
33182,142x_1112_178,99,99,0,0,0.4275256,2.726255245,0.417826354
33184,142x_1112_178,99,99,0,0,0.429636835,2.679878098,0.497109994
46530,112x_112x_1113_103,2.554560072,99,2.064392085,0,0.432178353,2.187631061,-0.750939764
46305,112x_112x_1113_103,1.924194165,99,-1.077163692,0,0.435268584,-0.324922708,0.902523246
46297,112x_112x_1113_103,2.007398851,99,-0.228483019,0,0.435870026,0.045061604,-1.035119236
33183,142x_1112_178,99,99,0,0,0.437615853,2.701156959,0.317655238
46526,112x_112x_1113_103,2.877153802,99,2.040100221,0,0.439128915,2.156686962,0.009281399
33185,142x_1112_178,99,99,0,0,0.448195485,2.487290511,0.898476214
46525,112x_112x_1113_103,2.971529401,99,1.943177588,0,0.449818236,2.131364373,-0.167606962
46527,112x_112x_1113_103,2.788656374,99,1.948374533,0,0.450279739,2.182915339,0.009152308
46529,112x_112x_1113_103,2.624659761,99,1.951541878,0,0.451061526,2.189001493,-0.458474342
45366,112x_112x_1112_46,99,99,0,0,0.451973467,-1.125982078,-3.008315523
46528,112x_112x_1113_103,2.704646753,99,1.911960315,0,0.457304961,2.2033318,-0.194865223
3003,152x_1111_193,8.108793456,99,2.418601297,0,0.462642145,-0.381801603,-1.401486855
46306,112x_112x_1113_103,1.935653107,99,-0.624058385,0,0.472251129,-0.162846063,1.028821664
12251,122x_1112_99,1.655649447,99,-0.214136095,0,0.474378068,-2.750397669,2.905299926
46524,112x_112x_1113_103,3.057157886,99,2.003388135,0,0.47767,2.15310196,-0.668743815
33346,142x_1112_123,2.096319352,3.799378529,0.005987421,-5.984750571,0.480259315,-2.874502256,0.422041288
46296,112x_112x_1113_103,2.00905695,99,-0.181466179,0,0.482998486,0.008347014,-1.293576726
80140,142x_1116_154,2.850412775,4.400471228,-0.543071181,5.476911845,0.486196231,2.554523058,9.076742381
26486,122x_1113_161,99,99,0,0,0.486515388,-1.647807693,2.878188009
33347,142x_1112_123,2.095875282,3.809234039,-0.329373838,-6.161577713,0.489992935,-3.024761481,1.25322364
33186,142x_1112_178,99,99,0,0,0.496300664,2.350277805,1.843196655
46307,112x_112x_1113_103,1.950910868,99,-0.458717819,0,0.500040251,-0.126692593,1.123213108
33345,142x_1112_123,2.101626004,3.78097027,0.303730245,-5.75765421,0.502688882,-2.624940724,-0.463228871
3002,152x_1111_193,7.992730583,99,-3.569917999,0,0.507142678,-0.437406435,-1.10178185
41219,142x_1118_37,99,99,0,0,0.517272739,3.039614987,4.600887959
46523,112x_112x_1113_103,3.143876237,99,2.055273366,0,0.521868436,2.165841737,-1.346736875
46295,112x_112x_1113_103,1.998106041,99,-0.097757825,0,0.525439452,0.02358735,-1.448800574
46308,112x_112x_1113_103,1.971870496,99,-0.318152862,0,0.529822331,-0.077690222,1.111300423
33348,142x_1112_123,2.101219214,3.80822587,-0.550867038,0.012093479,0.531889741,-3.121086497,2.097442614
45352,112x_112x_1112_46,99,99,0,0,0.546040643,-0.945081079,1.89632055
45365,112x_112x_1112_46,99,99,0,0,0.552908782,-1.078054124,-2.910340789
3001,152x_1111_193,7.884709981,99,2.087668708,0,0.553663693,-0.540110237,-0.845340141
45351,112x_112x_1112_46,99,99,0,0,0.554894841,-1.164017356,0.103315094
37372,142x_1113_81,1.171088691,99,0.07765895,0,0.555423485,0.185466454,2.349780485
8374,122x_1111_102,8.64565223,99,1.426846005,0,0.556623335,-1.450671778,-10.80038959
33344,142x_1112_123,2.112313879,3.757373155,1.766608581,1.794100429,0.557281636,-1.31677679,-1.437860815
46277,112x_112x_1113_103,99,99,0,0,0.559756604,0.003392382,0.681287402
33187,142x_1112_178,99,99,0,0,0.560724026,2.305067182,3.170131685
46276,112x_112x_1113_103,99,99,0,0,0.562181529,-0.21537135,-0.063275133
46309,112x_112x_1113_103,1.981394621,99,-0.326185761,0,0.571103763,-0.146351433,1.098822061
46294,112x_112x_1113_103,1.977786477,99,-0.068344187,0,0.578664936,-0.003533304,-1.424034603
65135,161x_1111_23,99,99,0,0,0.579792658,-1.138258144,-3.354733736
12252,122x_1112_99,1.675918842,99,-0.154814558,0,0.581427292,-2.777856285,2.750175691
26487,122x_1113_161,99,99,0,0,0.582659263,-1.608222201,2.956956187
46522,112x_112x_1113_103,3.222658052,99,1.902602764,0,0.582805647,2.035880829,-1.986293703
63953,172x_1112_38,99,99,0,0,0.588485885,-2.729001644,0.028843818
63954,172x_1112_38,99,99,0,0,0.589427499,-2.817681225,0.248842807
46278,112x_112x_1113_103,99,99,0,0,0.592681717,2.740503032,1.023810643
94957,112x_112x_1115_54,2.583696688,99,-0.32281667,0,0.595825285,2.644447863,1.212595181
63952,172x_1112_38,99,99,0,0,0.596007159,-2.639307512,-0.175474548
94956,112x_112x_1115_54,2.534394528,99,-0.436045083,0,0.597316096,2.575946648,-0.006780777
65007,142x_1114_92,4.777645936,7.97913126,-0.036212587,-0.194405917,0.598730423,-3.005158992,1.325101362
63955,172x_1112_38,99,99,0,0,0.598832001,-2.904012905,0.502342715
3000,152x_1111_193,7.810897908,99,1.257887799,0,0.60220519,-1.285852378,-0.74551727
46275,112x_112x_1113_103,99,99,0,0,0.604587914,-0.251180667,-1.089289798
33349,142x_1112_123,2.114199739,3.795296936,5.60621231,6.21076909,0.605949734,3.096216678,3.053673093
2999,152x_1111_193,7.773985708,99,-0.42316619,0,0.606272874,-2.852872055,-0.872330478
80239,142x_1116_154,3.8251205,99,-5.841366607,0,0.610003455,-2.74620706,3.450231141
63951,172x_1112_38,99,99,0,0,0.611991322,-2.550026155,-0.379316653
65031,142x_1114_92,2.500906171,8.622223219,0.13322593,-5.606029913,0.613632566,-2.897453533,0.608100348
46310,112x_112x_1113_103,1.97721792,99,-0.170382892,0,0.614443757,-0.007589645,1.035236045
63956,172x_1112_38,99,99,0,0,0.616699391,-2.986869049,0.809779766
45353,112x_112x_1112_46,99,99,0,0,0.61726983,-0.976851702,2.846346559
33343,142x_1112_123,2.140370902,3.704989668,-3.882658297,2.2199741,0.623380584,-0.805689312,-2.505278067
46293,112x_112x_1113_103,99,99,0,0,0.624792752,-0.065249207,-1.200054308
94958,112x_112x_1115_54,2.640490385,99,-0.18354784,0,0.626983975,2.754585702,2.245968417
65030,142x_1114_92,2.58831752,8.567268908,0.38762183,-5.217945145,0.62774617,-2.633761905,-0.407781361
65032,142x_1114_92,2.419074604,8.674963175,0.048850353,-5.836565317,0.630141303,-2.957105336,1.871405586
2998,152x_1111_193,7.775523679,99,-0.915564085,0,0.630312116,-3.133885934,-1.189360084
46286,112x_112x_1113_103,99,99,0,0,0.631097737,-0.292197481,0.09846205
37373,142x_1113_81,1.101556344,99,0.136888961,0,0.632922225,0.306256363,2.337406778
63950,172x_1112_38,99,99,0,0,0.636438373,-2.300394906,-0.595270929
46285,112x_112x_1113_103,99,99,0,0,0.636662325,-0.494192145,-0.064323303
46287,112x_112x_1113_103,99,99,0,0,0.642376473,-0.437587152,0.273888007
33188,142x_1112_178,99,99,0,0,0.642996399,2.248795653,4.425497499
65008,142x_1114_92,4.689574749,7.977452359,-0.085732836,-0.225562832,0.643167522,-3.020078179,1.622291358
45364,112x_112x_1112_46,99,99,0,0,0.643683365,-1.049724446,-2.918808963
94955,112x_112x_1115_54,2.49703217,99,-0.601434748,0,0.643722221,2.5116907,-1.333954596
65139,161x_1111_23,99,99,0,0,0.64473396,-1.069499777,10.16142357
45126,112x_112x_1112_46,6.238249896,99,0.195935024,0,0.645220106,0.005416983,0.058702958
46311,112x_112x_1113_103,1.958257715,99,0.120982697,0,0.645380759,0.269083917,0.935002651
45127,112x_112x_1112_46,6.261982652,99,1.881241209,0,0.648287349,1.698876815,0.510816963
46292,112x_112x_1113_103,99,99,0,0,0.648929345,-0.079331864,-0.893454926
45350,112x_112x_1112_46,99,99,0,0,0.650321986,-1.307119763,-2.149630911
46284,112x_112x_1113_103,99,99,0,0,0.650707796,2.812117492,-0.363662585
46279,112x_112x_1113_103,99,99,0,0,0.651951535,2.816709021,0.949692268
63949,172x_1112_38,99,99,0,0,0.652272211,-2.243365777,-0.833309877
46288,112x_112x_1113_103,99,99,0,0,0.653178857,-0.301595628,0.347085745
46289,112x_112x_1113_103,99,99,0,0,0.662183816,-0.192513629,0.176835984
46291,112x_112x_1113_103,99,99,0,0,0.664397735,-0.106453731,-0.506604175
46283,112x_112x_1113_103,99,99,0,0,0.665571568,2.79568201,-0.498748804
46290,112x_112x_1113_103,99,99,0,0,0.668421886,-0.131302031,-0.107173477
46521,112x_112x_1113_103,3.2829628,99,-0.675320757,0,0.668746048,-0.532257714,-2.539802758
65029,142x_1114_92,2.680988973,8.509453697,0.367599708,-5.096201404,0.673198021,-2.63135919,-1.203380427
46280,112x_112x_1113_103,99,99,0,0,0.673467257,2.784718833,0.540685709
45125,112x_112x_1112_46,6.242618374,99,-0.117834262,0,0.674709186,-0.258254799,-0.409613181
33300,142x_1112_123,2.627579542,3.593367389,2.505943215,-3.30958089,0.676474445,-0.611318231,1.828720596
80222,162x_1111_122,4.546490889,99,0.881354616,0,0.680408778,0.717980054,3.914326643
46282,112x_112x_1113_103,99,99,0,0,0.680739905,2.80764262,-0.356181844
46312,112x_112x_1113_103,1.92503867,99,0.749220534,0,0.681109436,0.873248136,0.857015569
45128,112x_112x_1112_46,6.309230041,99,2.521631996,0,0.681585318,2.323636577,0.826274119
46281,112x_112x_1113_103,99,99,0,0,0.681984708,2.743048031,0.031845057
46274,112x_112x_1113_103,99,99,0,0,0.683236741,-0.266988472,-2.147103346
12253,122x_1112_99,1.697399068,99,-0.000347855,0,0.685433242,-2.690417176,2.445026239
65033,142x_1114_92,2.343404671,8.72222921,6.117347036,0.072693295,0.686132886,3.13040198,3.063461142
63948,172x_1112_38,99,99,0,0,0.6864972,-2.23066084,-1.074537101
94959,112x_112x_1115_54,2.70999901,99,-0.152059308,0,0.689958628,2.781220305,2.720541321
65009,142x_1114_92,4.602469298,7.977165313,-0.139232302,-0.227404177,0.690248786,-3.035698814,1.892923042
41220,142x_1118_37,99,99,0,0,0.690550313,-3.090848391,4.547363864
26488,122x_1113_161,99,99,0,0,0.69254507,-1.529823349,2.870915567
2997,152x_1111_193,7.821095021,99,-0.217138079,0,0.693051508,-2.34798553,-1.784959955
65134,161x_1111_23,99,99,0,0,0.696285753,-1.122403144,-4.756120474
20364,142x_1111_186,9.169284658,11.29270714,-5.186941543,-5.102192776,0.699468606,-2.170406538,0.741575313
94971,112x_112x_1115_54,3.362348286,99,-6.104928302,0,0.701966313,-3.013402685,1.157283323
46313,112x_112x_1113_103,1.904272425,99,0.237681099,0,0.706918428,0.353254949,0.79073076
94970,112x_112x_1115_54,3.275237695,99,0.108054121,0,0.708075389,-2.972876402,-0.016640743
33350,142x_1112_123,2.134605837,3.765905018,5.563887902,6.106858863,0.712172913,3.048694124,4.252740412
33268,142x_1112_88,3.389495636,4.449651075,-5.951050901,-5.834373542,0.712476407,-2.965926511,0.273039247
20363,142x_1111_186,9.120728926,11.24321671,-5.204214359,-5.089587786,0.713040826,-2.138290415,-0.058879859
45124,112x_112x_1112_46,6.280544001,99,0.325127497,0,0.713444747,0.210229071,-0.722234668
33269,142x_1112_88,3.371094062,4.412620268,-6.056970887,-5.775164159,0.716196182,-2.939765623,1.260096462
37374,142x_1113_81,1.039099852,99,0.169594402,0,0.716545925,0.4047249,2.436630931
45129,112x_112x_1112_46,6.397346343,99,2.757403688,0,0.717630024,2.572635269,0.908681411
45363,112x_112x_1112_46,99,99,0,0,0.724297215,-1.031040493,-2.904765322
20365,142x_1111_186,9.222582597,11.34710272,-5.330801986,-5.258810109,0.727279001,-2.361143272,1.567121227
46314,112x_112x_1113_103,1.886326922,99,0.1833842,0,0.729518378,0.318436583,0.838383574
65028,142x_1114_92,2.771114493,8.461409434,0.248540223,-5.127712928,0.730802714,-2.754095171,-1.730105712
63947,172x_1112_38,99,99,0,0,0.731921212,-2.261173568,-1.417605365
45123,112x_112x_1112_46,6.275650295,99,0.385189401,0,0.734599805,0.289793288,-0.855956372
94954,112x_112x_1115_54,2.47828726,99,5.502496084,0,0.734849536,2.475649786,-2.767984242
94969,112x_112x_1115_54,3.19801075,99,0.000327509,0,0.737007078,-2.921694147,-0.951458039
33301,142x_1112_123,2.576696905,3.64501797,2.142354569,-3.663588716,0.737926773,-0.978731072,2.033712564
94972,112x_112x_1115_54,3.455008855,99,-6.085103359,0,0.738024356,-3.076773301,2.473352083
92472,122x_1119_22,99,99,0,0,0.739026627,-1.048300089,-0.502356776
104090,122x_1117_86,99,99,0,0,0.73920784,1.118478329,-8.96303407
45102,112x_112x_1112_46,6.394315325,99,0.188678545,0,0.739223743,0.199829197,0.106321054
80238,142x_1116_154,3.823194656,99,-5.922603989,0,0.739715718,-2.790285806,-0.046724826
65010,142x_1114_92,4.51060823,7.973220494,-0.096627486,-0.336528562,0.739974214,-3.052063372,2.074495224
33342,142x_1112_123,2.185599426,3.626451925,-4.278726601,1.683288242,0.741980859,-1.277266786,-3.609237146
45116,112x_112x_1112_46,6.288120091,99,-0.238778886,0,0.745274274,0.242569922,-0.056360239
33267,142x_1112_88,3.413631521,4.483378419,-5.819725824,-5.845377636,0.745552633,-2.977639005,-0.948536153
45354,112x_112x_1112_46,99,99,0,0,0.745762985,-0.964417471,3.160347617
20362,142x_1111_186,9.082052721,11.20469901,-5.23106505,-5.074504685,0.745979489,-2.100653834,-0.813909698
45117,112x_112x_1112_46,6.284256378,99,-0.103981847,0,0.746055595,0.217952303,0.184677245
45103,112x_112x_1112_46,6.387157762,99,0.139326375,0,0.750616873,0.138944589,0.690736281
45115,112x_112x_1112_46,6.293538219,99,-0.094118898,0,0.753425058,0.321204441,-0.418727031
45101,112x_112x_1112_46,6.400826281,99,0.231845198,0,0.753496631,0.18587954,-0.373392639
45130,112x_112x_1112_46,6.483207792,99,2.673478025,0,0.753690988,2.52050839,0.893218922
46363,112x_112x_1113_103,2.4791305,99,0.010112518,0,0.753857308,0.236438773,0.053633118
45118,112x_112x_1112_46,6.281750051,99,0.026224242,0,0.754390845,0.295354167,0.279337993
65069,142x_1114_92,0.343623691,10.06645553,1.257620648,3.296915738,0.754684822,0.176964117,-1.712722743
46362,112x_112x_1113_103,2.484584272,99,-0.155022006,0,0.756486463,0.1562024,-0.20977315
45122,112x_112x_1112_46,6.272362042,99,0.249434698,0,0.756760454,0.235110308,-0.702030759
46364,112x_112x_1113_103,2.460746607,99,0.53276121,0,0.759293168,0.729447309,0.262504438
46315,112x_112x_1113_103,1.869560877,99,0.170155208,0,0.759483543,0.355005671,0.952947334
33282,142x_1112_88,2.340387937,3.140020094,-4.946875316,0.338537699,0.759611074,-2.303852958,-0.021291751
45119,112x_112x_1112_46,6.279370746,99,0.005126057,0,0.759733718,0.26240193,0.19953567
33270,142x_1112_88,3.360769519,4.373281286,-0.113282372,-5.781249656,0.761193198,-2.970762049,1.938805336
46520,112x_112x_1113_103,3.319405178,99,-0.972345335,0,0.7614575,-0.81077956,-2.83339372
45121,112x_112x_1112_46,6.272499602,99,0.112588753,0,0.762413691,0.211529365,-0.397121793
46378,112x_112x_1113_103,2.411966212,6.964532285,0.129013078,0.718267548,0.762948613,0.525143751,0.382076173
26500,122x_1113_161,99,99,0,0,0.763737978,-2.948386348,0.41628827
45120,112x_112x_1112_46,6.276475451,99,0.1126285,0,0.763762217,0.230592553,-0.022387483
46365,112x_112x_1113_103,2.457799269,99,0.00652879,0,0.763870441,0.246073494,0.487608895
26499,122x_1113_161,99,99,0,0,0.764584548,-3.031461511,-0.092816121
46379,112x_112x_1113_103,2.407027763,6.917776011,0.024244186,0.526195295,0.766852423,0.351773073,0.957145146
12254,122x_1112_99,1.722398072,99,0.19893879,0,0.768572043,-2.601700818,2.057768494
33283,142x_1112_88,2.367072454,3.116283389,-4.879531005,0.515610462,0.769163778,-2.217738301,0.822501021
15872,112x_112x_1111_179,0.435749332,6.452763859,0.071621933,-0.171707519,0.769598746,2.837905187,-6.206743181
40504,152x_1113_106,99,99,0,0,0.770770653,-2.767711477,0.233088913
45104,112x_112x_1112_46,6.380057906,99,0.154664309,0,0.771495717,0.129295616,1.074808941
45131,112x_112x_1112_46,6.56654217,99,2.610530546,0,0.773066004,2.471327099,0.73534688
46377,112x_112x_1113_103,2.420233717,7.014268005,0.211546658,0.960789626,0.774133819,0.747810908,-0.165140396
26498,122x_1113_161,99,99,0,0,0.774935798,-2.508610623,-0.608893806
46366,112x_112x_1113_103,2.457003856,99,-0.068256366,0,0.775008403,0.257166376,0.664470868
20366,142x_1111_186,9.275790673,11.40227558,-5.463404984,-5.389997785,0.776559911,-2.468727111,2.242806696
40505,152x_1113_106,99,99,0,0,0.777024476,-2.772369229,0.659046316
45114,112x_112x_1112_46,6.297378508,99,-0.167018117,0,0.779161745,0.258457428,-0.784037903
46361,112x_112x_1113_103,2.481230658,99,-0.275136243,0,0.779801837,0.061765158,-0.542402226
26501,122x_1113_161,99,99,0,0,0.781540039,-2.808651416,0.802595611
40503,152x_1113_106,99,99,0,0,0.782393672,-2.813591552,-0.261959021
12411,122x_1112_99,99,99,0,0,0.782771491,-0.324306695,-0.220138929
20361,142x_1111_186,9.046539032,11.17056187,1.028792319,-5.237445975,0.782939264,-2.112789393,-1.263770181
45100,112x_112x_1112_46,6.407117966,99,0.120959765,0,0.782969661,0.184810782,-0.791692681
46316,112x_112x_1113_103,1.854611988,99,0.169983076,0,0.786572892,0.376684649,1.151787189
2996,152x_1111_193,7.821715081,99,-0.430600741,0,0.786721291,-2.495843562,-2.521916448
45202,112x_112x_1112_46,5.890691317,99,0.323972633,0,0.787264568,0.152057992,0.232178513
46273,112x_112x_1113_103,99,99,0,0,0.787768192,-0.281005978,-3.043746544
94960,112x_112x_1115_54,2.787063981,99,-0.012266132,0,0.788073631,2.973846549,2.65540263
65133,161x_1111_23,99,99,0,0,0.788241582,-1.087889286,-5.028360438
33189,142x_1112_178,99,99,0,0,0.788306223,2.291803371,5.366076332
80141,142x_1116_154,2.912959281,4.466012885,-0.202047366,5.803615795,0.788674181,2.791877979,9.518894443
45203,112x_112x_1112_46,5.869375288,99,0.015454318,0,0.789596273,-0.03616689,0.476564837
80358,122x_1116_95,3.927502348,99,-5.499315105,0,0.789653999,-2.821419257,-5.549266628
26489,122x_1113_161,99,99,0,0,0.79237675,-1.490157502,2.463224124
46376,112x_112x_1113_103,2.429781852,7.065797911,0.245067256,1.153460367,0.79264357,0.919380495,-0.585976315
66586,142x_1115_201,6.003471686,11.0417656,-4.169422182,0.360148768,0.793280614,-2.527799958,1.042572252
45132,112x_112x_1112_46,6.638436515,99,2.446574028,0,0.793527543,2.380365124,0.646954084
65034,142x_1114_92,2.269145916,8.76440896,5.855923883,0.147627578,0.793606891,2.94181886,4.096251205
40506,152x_1113_106,99,99,0,0,0.794334348,-2.761100837,0.997012705
45362,112x_112x_1112_46,99,99,0,0,0.794750333,-1.065300342,-2.77221713
45349,112x_112x_1112_46,99,99,0,0,0.795543707,-1.561656894,-4.603695427
40502,152x_1113_106,99,99,0,0,0.795593913,-2.740957876,-0.688543822
65027,142x_1114_92,2.864501846,8.419158692,-0.06594672,-5.339449206,0.796069751,-3.054708807,-2.000927942
33284,142x_1112_88,2.411481098,3.092253251,-4.679237425,0.809595895,0.797346227,-2.022793192,1.722636299
94968,112x_112x_1115_54,3.13620599,99,-0.258969399,0,0.797795941,-3.001438426,-1.641306365
45204,112x_112x_1112_46,5.857859027,99,7.72E-05,0,0.797881633,0.105184775,0.610880041
46367,112x_112x_1113_103,2.457785803,99,-0.148812183,0,0.800684172,0.255278704,0.706215787
45201,112x_112x_1112_46,5.893290321,99,0.380642658,0,0.80080836,0.187795317,-0.25245701
33281,142x_1112_88,2.311264489,3.166568342,-5.18663797,0.114523842,0.800845598,-2.562171995,-0.930822417
46380,112x_112x_1113_103,2.40158835,6.870486984,0.037697195,0.545781722,0.80088966,0.352529282,1.412251673
63946,172x_1112_38,99,99,0,0,0.802224202,-2.318143082,-1.742989731
26502,122x_1113_161,99,99,0,0,0.804294776,-2.733439019,1.007186683
45082,112x_112x_1112_46,6.403284315,99,-0.178033619,0,0.804317577,-0.26464354,-0.22514497
65068,142x_1114_92,0.406330756,9.967559796,1.072691572,-2.965420463,0.806073765,0.105160125,-1.591163197
37375,142x_1113_81,0.983873018,99,0.180163294,0,0.806294583,0.485079593,2.713067905
80223,162x_1111_122,4.588963328,99,0.804340108,0,0.807100738,0.697568765,3.440894609
45133,112x_112x_1112_46,6.695591926,99,2.271248231,0,0.807247671,2.283203926,0.714944628
45083,112x_112x_1112_46,6.4428143,99,-0.388511368,0,0.808990734,-0.481421069,0.111076484
46360,112x_112x_1113_103,2.470173348,99,-0.231948505,0,0.809036245,0.024063276,-0.892070963
33302,142x_1112_123,2.531653838,3.690150054,-4.846511763,-4.384110797,0.81302416,-1.710925534,2.333080781
65011,142x_1114_92,4.415145261,7.98407352,-0.09071642,-0.139264532,0.813721613,-3.003619549,2.126321913
66585,142x_1115_201,6.025074713,11.0088492,-4.596436269,0.40712509,0.815259771,-2.537685571,-0.099913274
26631,122x_1113_161,99,99,0,0,0.815306218,2.885109364,0.79202061
12412,122x_1112_99,99,99,0,0,0.815644345,-0.316662997,1.80692177
26497,122x_1113_161,99,99,0,0,0.816077428,-2.217427316,-1.015257977
45105,112x_112x_1112_46,6.372669235,99,0.071728178,0,0.81650928,0.136679431,1.210898987
45113,112x_112x_1112_46,6.302719924,99,-0.174276532,0,0.817358289,0.257629732,-1.118433841
94973,112x_112x_1115_54,3.550700118,99,-5.963127401,0,0.819094361,-2.997008516,3.543507205
46375,112x_112x_1113_103,2.439147919,99,0.001803842,0,0.819421474,0.78932744,-0.803421946
46439,112x_112x_1113_103,2.451238916,4.910371663,-0.116399046,-0.446030492,0.820503612,-0.327230014,0.393105948
33266,142x_1112_88,3.438071215,4.515852289,-5.786062531,-5.982499027,0.821854179,-3.049804682,-2.347816134
46368,112x_112x_1113_103,2.458760291,99,-0.145774687,0,0.822906478,0.317797767,0.650095483
45200,112x_112x_1112_46,5.889410216,99,0.356685395,0,0.823921221,0.176002081,-0.886885165
92473,122x_1119_22,99,99,0,0,0.827369877,-0.987979118,1.410563966
33271,142x_1112_88,3.357571961,4.329087193,0.134359357,-5.598717536,0.827545375,-2.832673768,2.16970177
46317,112x_112x_1113_103,1.831636662,99,0.570520812,0,0.827722039,0.74353542,1.308228882
40507,152x_1113_106,99,99,0,0,0.829193973,-2.583749886,1.306136357
45099,112x_112x_1112_46,6.414468696,99,-0.046674681,0,0.829384512,0.151077721,-1.079296329
12255,122x_1112_99,1.748382812,99,0.427477033,0,0.830194909,-2.503475307,1.681787326
20360,142x_1111_186,9.013882819,11.14969024,1.027208467,0.511996475,0.830229009,-2.08609007,-1.528108947
26503,122x_1113_161,99,99,0,0,0.831099422,-2.63309843,0.989276757
45134,112x_112x_1112_46,6.736657108,99,2.075749447,0,0.831470205,2.110586169,0.828189527
40501,152x_1113_106,99,99,0,0,0.831542778,-2.752128887,-0.93123725
45086,112x_112x_1112_46,6.533514522,99,-0.66016165,0,0.833299316,-0.441993441,0.44393254
104804,162x_1114_35,13.99695021,99,-0.921352659,0,0.835479301,-0.064111149,0.885315064
45205,112x_112x_1112_46,5.853202129,99,-0.077266609,0,0.83649646,0.295045169,0.611046614
