F,Obj_ID,dist1_mod,dist2_mod,YawDiff1_mod,YawDiff2_mod,speed_SGF,yawAngle_axis2,acc_SGF
26598,122x_1113_161,99,99,0,0,0.988276014,-2.968745927,-1.501813572
104807,162x_1114_35,13.77733009,99,-0.580958802,0,0.988443265,0.129905316,3.796216406
45149,112x_112x_1112_46,6.679777894,99,-0.006624452,0,0.989231956,0.255253369,0.714183276
33304,142x_1112_123,2.459320538,3.755974261,-5.526557251,-5.100884782,0.98942202,-2.43310032,3.396008959
45148,112x_112x_1112_46,6.688304279,99,-0.012589366,0,0.989580174,0.400612851,0.004258853
45348,112x_112x_1112_46,99,99,0,0,0.990117631,2.000430554,-6.922813594
41241,142x_1118_37,99,99,0,0,0.990442668,-1.695077139,-0.057505751
45138,112x_112x_1112_46,6.680985144,99,-0.078278416,0,0.990539598,-0.187462333,1.563370343
37377,142x_1113_81,0.958800007,99,-0.139760441,0,0.991052984,0.169377668,3.864263853
3174,121x_1111_58,2.21193051,99,-0.333232807,0,0.991301678,-0.090282544,-0.326684641
41242,142x_1118_37,99,99,0,0,0.991856561,-1.767897565,0.39751025
40535,152x_1113_106,99,99,0,0,0.992326323,-2.832749781,0.150737919
46400,112x_112x_1113_103,2.89771341,6.418697365,-0.01542552,0.053010184,0.992370474,0.046365599,-0.55028547
45150,112x_112x_1112_46,6.667882139,99,-0.111075217,0,0.993119441,0.10146736,1.24603431
41222,142x_1118_37,99,99,0,0,0.993411855,2.662593167,3.194357546
20350,142x_1111_186,8.493150001,10.63681327,1.703898378,1.736949183,0.994259712,-1.379826974,0.951965153
325,171x_1111_10,6.058540914,99,2.127868358,0,0.994290714,-0.903201678,0.352840126
45147,112x_112x_1112_46,6.693045217,99,0.31484424,0,0.995486983,0.653067642,-0.60171176
12296,122x_1112_99,1.801054017,99,-0.264409274,0,0.995647492,-2.864176994,-0.096546545
12259,122x_1112_99,1.865143549,99,0.601346654,0,0.996068116,-2.507499389,0.433050814
65024,142x_1114_92,3.137637529,8.346383512,0.024387099,-5.35311183,0.996270044,-2.982752639,-1.893866824
40536,152x_1113_106,99,99,0,0,0.996709709,-2.83709827,-0.085131412
46388,112x_112x_1113_103,2.57876737,6.574999524,-0.272435689,0.006146394,0.996747883,0.108289975,-0.762945482
46397,112x_112x_1113_103,2.855273874,6.489073094,-0.0703705,-0.354999367,0.997463981,-0.090160128,0.224440492
40518,152x_1113_106,99,99,0,0,0.998438663,-2.645320246,0.234144469
41414,142x_1118_37,6.258487864,99,-5.805508304,0,0.998508583,-2.824959298,0.111832503
3194,121x_1111_58,2.07876891,99,-0.065987311,0,0.998730256,-0.053794522,-0.701278402
66589,142x_1115_201,5.901861396,11.02905625,-4.83668415,-0.321165486,0.99904545,-2.878351848,2.798398257
45357,112x_112x_1112_46,99,99,0,0,0.999424713,-0.949175348,0.764622248
46399,112x_112x_1113_103,2.89417099,6.470719656,-0.1191842,-0.114355757,0.999584926,-0.082484001,-0.385501113
46398,112x_112x_1113_103,2.876474852,6.493621787,-0.106401804,-0.229050751,0.999636408,-0.123205528,-0.100868872
33326,142x_1112_123,2.335517363,3.630647552,0.040216618,-0.164971833,1.001486218,-2.827701474,4.507780693
3203,121x_1111_58,1.981808738,99,-0.114982789,0,1.003709786,0.188885695,0.894280423
41243,142x_1118_37,99,99,0,0,1.004390916,-1.909127932,0.767097801
94964,112x_112x_1115_54,3.000112768,99,5.871463949,0,1.004996033,3.08983753,-0.851710962
40495,152x_1113_106,99,99,0,0,1.005022398,-2.872695769,-0.447286489
46384,112x_112x_1113_103,2.456393826,6.707422433,-0.394032923,0.066792881,1.005061452,-0.010407349,0.66875315
41420,142x_1118_37,6.316449037,99,-5.880488153,0,1.005369858,-2.867797956,-0.705628649
45211,112x_112x_1112_46,5.860658744,99,0.438539207,0,1.005508935,0.789924467,2.583441396
46321,112x_112x_1113_103,1.816383618,99,-0.136844324,0,1.006527707,-0.125899257,0.90008614
12297,122x_1112_99,1.790608948,99,-0.342062184,0,1.006665399,-2.841668637,0.693719199
3173,121x_1111_58,2.21632705,99,-0.190660943,0,1.006912922,0.042219244,-0.65676629
65130,161x_1111_23,99,99,0,0,1.007443136,-1.154567943,-0.793563714
12272,122x_1112_99,1.698026081,99,-5.620550262,0,1.00783158,-2.654768777,1.39159851
46425,112x_112x_1113_103,2.7150257,5.159504604,-0.034001158,0.055523911,1.007918817,-0.020499439,-0.076601521
80225,162x_1111_122,4.652625276,99,0.534919485,0,1.008032563,0.65681517,2.377799325
339,171x_1111_10,4.991400063,99,0.358951863,0,1.008057108,-2.724719154,-0.587694256
40511,152x_1113_106,99,99,0,0,1.008125485,-2.743947201,0.947923872
46426,112x_112x_1113_103,2.688037636,5.137638733,0.054481154,0.047639216,1.009760889,-0.068744427,0.520164066
326,171x_1111_10,5.951757174,99,2.159670612,0,1.009934749,-0.896892227,0.562964526
352,171x_1111_10,4.228389951,99,0.197231929,0,1.011423227,-2.900998287,1.031819086
41240,142x_1118_37,99,99,0,0,1.011822005,-1.736403043,-0.495292386
2726,152x_1111_193,1.83294885,2.953947,5.643888261,-0.269188679,1.01186369,2.588569605,1.210096117
40494,152x_1113_106,99,99,0,0,1.01230546,-2.675024676,-0.402316583
103959,122x_1117_86,4.627551414,99,-0.692211818,0,1.012438608,-3.024211187,-0.849393864
12261,122x_1112_99,1.8758197,99,0.20989818,0,1.012622943,-2.769850332,-0.495013558
26509,122x_1113_161,99,99,0,0,1.013210314,-1.778703062,1.318928974
2725,152x_1111_193,1.821260823,2.927258428,5.609096567,-0.357498204,1.01327151,2.53072635,-0.011478975
107345,122x_1118_168,4.039968338,5.838074661,0.006920019,-0.414802707,1.013392089,-2.950762988,2.796378297
94963,112x_112x_1115_54,2.960698978,99,5.871115337,0,1.013885736,2.906495922,0.189928617
40519,152x_1113_106,99,99,0,0,1.014043804,-2.715998469,0.404531847
54699,152x_1112_265,3.951728063,4.543564742,-5.449283605,0.507528709,1.014365799,-2.375217064,-1.733116451
327,171x_1111_10,5.848969446,99,2.004451954,0,1.014497847,-1.058454615,0.605443174
40517,152x_1113_106,99,99,0,0,1.014979087,-2.618528148,-0.159345119
12260,122x_1112_99,1.877821875,99,0.387551509,0,1.015037636,-2.68248163,-0.024437114
33287,142x_1112_88,2.552235008,3.030173663,-4.212747509,-4.621769539,1.015143175,-1.502269788,2.055436296
3188,121x_1111_58,2.036999662,99,-0.243183702,0,1.015181149,-0.117182819,0.624815219
26649,122x_1113_161,2.479536583,99,-5.637126464,0,1.015299428,-2.890429632,2.714256379
107295,122x_1118_168,3.637238907,99,-5.680657805,0,1.015343061,-2.582712112,-0.925614945
92476,122x_1119_22,99,99,0,0,1.015413615,-0.793328062,3.179444012
40530,152x_1113_106,99,99,0,0,1.015906401,-2.703471019,-0.614200394
17012,172x_1111_7,99,99,0,0,1.01594261,-2.8826644,-5.958703
40493,152x_1113_106,99,99,0,0,1.01629444,-2.827007291,-0.366700894
41426,142x_1118_37,6.439080951,99,0.0354503,0,1.016667042,-3.050249425,1.101930556
46387,112x_112x_1113_103,2.558364432,6.609043974,-0.616517931,-0.040433839,1.01677544,0.020247504,-0.657153119
20351,142x_1111_186,8.577188386,10.73473643,-4.508828629,-4.489713324,1.017116038,-1.378022154,0.710856127
41415,142x_1118_37,6.271733652,99,0.068283534,0,1.01740192,3.073549507,0.175629578
33274,142x_1112_88,2.211264265,3.324037936,-5.503715301,-0.99950318,1.01851958,-3.062289091,0.814772215
45359,112x_112x_1112_46,99,99,0,0,1.018657497,-0.96216724,-1.388246769
107344,122x_1118_168,4.042083162,5.864770951,0.202795721,-0.015688614,1.018793845,-2.777974022,-0.695472387
46271,112x_112x_1113_103,99,99,0,0,1.018824644,-0.300195451,-3.395722721
80210,142x_1116_154,2.391962769,99,1.712056249,0,1.018880857,-1.411256851,-2.085433985
12414,122x_1112_99,99,99,0,0,1.018912775,-0.311918047,5.224505062
46406,112x_112x_1113_103,2.847723367,5.883480477,-0.000454394,0.123819919,1.019291175,-0.001980143,2.284261102
33321,142x_1112_123,2.4093262,3.677912086,1.11824802,-0.423378778,1.019374226,-1.771316153,-3.351357057
26601,122x_1113_161,99,99,0,0,1.019889689,3.080511213,3.686198714
40377,152x_1113_138,2.141211667,15.15866405,2.617457472,3.064305489,1.02023361,0.139525889,-1.941014042
33293,142x_1112_88,2.584625097,3.466604767,-2.305248688,-2.563828729,1.020575004,0.440443081,-1.535601488
3247,121x_1111_58,2.563771767,99,0.894090852,0,1.020654328,1.673125264,-1.247541615
3193,121x_1111_58,2.080641182,99,-0.086210011,0,1.021427184,-0.063483189,-0.726822387
103964,122x_1117_86,4.57144837,99,-6.122082953,0,1.022290256,-3.058028767,1.454284689
104089,122x_1117_86,99,99,0,0,1.022939718,2.756604102,-8.014820914
46385,112x_112x_1113_103,2.485187069,6.671361892,-0.478536402,0.001160369,1.023358106,-0.017836929,0.074947606
107280,122x_1118_168,1.307026165,3.545289958,-1.028221547,0.054439482,1.023728193,-3.037924619,3.785193715
107296,122x_1118_168,3.615215862,99,-5.92391806,0,1.024224279,-2.83097853,2.732327667
80201,162x_1111_106,5.861432793,99,1.696040443,0,1.024518266,1.986257536,-2.474688146
20356,142x_1111_186,8.893178964,11.10710158,0.658884475,0.651312907,1.024696997,-2.469515203,-1.215429179
65127,161x_1111_23,99,99,0,0,1.024728733,-1.193279273,-0.097918735
33277,142x_1112_88,2.183400904,3.273744457,-5.507126971,-0.792975415,1.024749795,-2.904981359,-1.402440808
65014,142x_1114_92,4.119872475,8.052160747,6.10376591,0.006800178,1.024755969,3.078262725,1.403027101
41413,142x_1118_37,6.234653893,99,0.172667121,0,1.025891425,3.134442683,0.085505468
41419,142x_1118_37,6.292951021,99,-6.111006092,0,1.026450549,-3.092043627,-0.571331654
45170,112x_112x_1112_46,6.213396037,99,0.29015671,0,1.026817083,0.019913479,-0.187943982
65051,142x_1114_92,1.11813944,8.82032635,-0.115490015,-5.840762556,1.027288106,-2.913519555,-2.084300114
338,171x_1111_10,5.054280162,99,0.293778455,0,1.027413065,-2.801048814,-0.53397219
3204,121x_1111_58,1.987837134,99,-0.170082609,0,1.027468834,0.253877025,0.859555482
3254,121x_1111_58,2.865476768,99,-0.285088713,0,1.027658192,0.442173549,1.449938372
46386,112x_112x_1113_103,2.521382039,6.639586281,-0.627060704,-0.021835204,1.028163431,0.000687494,-0.378974674
80216,142x_1116_154,2.948425576,99,1.104399495,0,1.028362079,-2.02263211,1.215485129
41244,142x_1118_37,99,99,0,0,1.028966044,-2.308629601,1.00284534
41412,142x_1118_37,6.216472959,99,0.15525353,0,1.029309908,3.09830086,0.011329673
45197,112x_112x_1112_46,5.91396501,99,0.368176283,0,1.029851608,0.217549568,-2.522272229
45171,112x_112x_1112_46,6.209418725,99,0.221257082,0,1.030261837,-0.040155393,0.540578571
41409,142x_1118_37,6.073500001,99,-1.169284693,0,1.030722233,1.753631083,-0.394712364
322,171x_1111_10,6.371946339,99,1.099906576,0,1.03127876,-1.903676103,-1.029727961
20369,142x_1111_186,9.402755795,11.55341395,-5.857966852,-5.804626439,1.031642858,-2.796497362,1.845074838
45146,112x_112x_1112_46,6.689964084,99,0.554725209,0,1.031672429,0.728494386,-1.15910146
46435,112x_112x_1113_103,2.454623838,4.962821895,-0.081016329,0.090970309,1.032004579,-0.022302457,-1.961790552
45151,112x_112x_1112_46,6.64562225,99,-0.240342895,0,1.033798917,-0.083881644,1.457058001
26648,122x_1113_161,2.491207797,99,-5.501254642,0,1.033938253,-2.737308524,0.32480477
46427,112x_112x_1113_103,2.657597691,5.112818851,0.17271622,0.086070831,1.034172942,-0.089130397,0.960727591
41410,142x_1118_37,6.136793139,99,-0.238007646,0,1.034196202,2.689664117,-0.257598391
45358,112x_112x_1112_46,99,99,0,0,1.034520693,-0.97435739,-0.46559826
41411,142x_1118_37,6.186513402,99,-0.011731762,0,1.034710355,2.920129542,-0.085630026
46517,112x_112x_1113_103,3.404873528,99,-0.767999084,0,1.035573447,-0.617611734,-2.367774615
15755,112x_112x_1111_179,1.936360279,5.428304021,0.366458835,0.389111425,1.035774139,-2.694176036,0.737485863
46424,112x_112x_1113_103,2.73597373,5.178293187,0.037848282,0.14430254,1.03592567,0.139618438,-0.694503313
45139,112x_112x_1112_46,6.604940013,99,-0.099940151,0,1.036066597,-0.260113051,1.441454839
65126,161x_1111_23,99,99,0,0,1.036202602,-1.200591553,-0.018268699
337,171x_1111_10,5.116458318,99,0.277622297,0,1.036492376,-2.826598596,-0.379781813
65129,161x_1111_23,99,99,0,0,1.036837647,-1.170951099,0.071026698
12273,122x_1112_99,1.693210383,99,-5.758776858,0,1.036846952,-2.776062449,1.489283243
41418,142x_1118_37,6.278516409,99,-0.002978064,0,1.037005701,3.122641869,-0.325899361
328,171x_1111_10,5.754101075,99,1.645392568,0,1.03761357,-1.43059522,0.618124126
40516,152x_1113_106,99,99,0,0,1.038930537,-2.600662179,-0.429658368
20377,142x_1111_186,9.463772795,11.25626914,-0.335443315,-2.351356349,1.038974313,-3.136026539,0.509850226
40520,152x_1113_106,99,99,0,0,1.039100456,-2.741944745,0.474245581
12295,122x_1112_99,1.794252921,99,-0.084624216,0,1.040220036,-2.752868484,-0.892814243
33249,142x_1112_88,3.528093025,3.753796624,-5.32553713,-3.165098031,1.040469191,-2.269665462,0.254500356
33275,142x_1112_88,2.19311441,3.309672382,-5.511816018,-0.932133895,1.04066848,-2.985234379,0.035606278
40492,152x_1113_106,99,99,0,0,1.040672505,-2.865322116,-0.372533055
41416,142x_1118_37,6.277465451,99,0.028037953,0,1.040710225,3.037026916,0.131442702
3192,121x_1111_58,2.077180387,99,-0.142789239,0,1.041037295,-0.073648258,-0.582788129
15754,112x_112x_1111_179,1.912970348,5.427878485,0.136168263,-5.939621538,1.04133883,-2.949149362,-0.020616354
41239,142x_1118_37,99,99,0,0,1.041672768,-2.201976607,-0.899622746
49081,112x_112x_1114_55,4.102941496,99,5.678733164,0,1.042155759,2.636049449,0.232467843
12298,122x_1112_99,1.768373644,99,-0.157110537,0,1.04243175,-2.821243149,1.450533963
65128,161x_1111_23,99,99,0,0,1.043052727,-1.172381149,-0.820563765
336,171x_1111_10,5.18069403,99,0.103581777,0,1.043162496,-2.999005242,-0.418104524
33276,142x_1112_88,2.184061996,3.294106218,-5.590581242,-0.995302722,1.043620048,-3.017556934,-0.769592193
103958,122x_1117_86,4.649539377,99,-0.489569992,0,1.044524173,-3.031378734,-1.091667401
40512,152x_1113_106,99,99,0,0,1.044982031,-2.698846561,0.485585606
92450,122x_1119_22,3.581750415,99,0.101947783,0,1.045219515,0.135054311,1.251896366
20376,142x_1111_186,9.464288946,11.33666794,-0.361884156,-2.176134331,1.045413407,-3.064241232,0.00942545
41408,142x_1118_37,5.999571218,99,-3.103721572,0,1.045452651,-0.180707587,-0.480694543
20352,142x_1111_186,8.660416643,10.83370269,-4.544225767,-4.525622282,1.045718656,-1.428137634,0.433403838
41417,142x_1118_37,6.279578012,99,0.027603649,0,1.04588251,3.080715563,-0.065045528
40529,152x_1113_106,99,99,0,0,1.046565541,-2.745370506,-0.667018839
65125,161x_1111_23,99,99,0,0,1.046648033,-1.198709434,-0.175356194
3189,121x_1111_58,2.046597407,99,-0.224072424,0,1.047278018,-0.148627333,0.421926038
63943,172x_1112_38,99,99,0,0,1.047283242,-2.763364078,-3.032845823
46322,112x_112x_1113_103,1.842010732,99,-0.172742137,0,1.047347086,-0.197324282,0.613421403
46356,112x_112x_1113_103,2.414742481,99,-0.168566063,0,1.048077068,0.006952445,-2.247088444
41427,142x_1118_37,6.445232702,99,0.015492811,0,1.048507572,-3.023560525,1.101740399
33250,142x_1112_88,3.523250237,3.795252214,0.623532258,-3.474631829,1.049204405,-2.446489925,2.127611555
107279,122x_1118_168,1.253919755,3.550868659,-0.486455462,0.236851369,1.049235781,-2.795953461,-0.191355024
94952,112x_112x_1115_54,2.476797047,99,5.09754848,0,1.049484451,2.446522027,-5.842382722
3172,121x_1111_58,2.211882431,99,-0.19366531,0,1.050028684,0.069196673,-1.24045797
353,171x_1111_10,4.185829899,99,0.192529615,0,1.05063051,-2.886109095,1.010784431
49082,112x_112x_1114_55,4.141134273,99,5.744162045,0,1.051490039,2.69701855,0.521494299
45169,112x_112x_1112_46,6.214811008,99,0.450337124,0,1.051491878,0.131334777,-0.825771141
329,171x_1111_10,5.667415618,99,1.095573996,0,1.051622713,-2.017020669,0.466536321
2994,152x_1111_193,7.835703627,99,-0.393931651,0,1.053324616,-2.702970767,-4.387508621
2727,152x_1111_193,1.84905407,2.98368398,5.669464057,-0.246164261,1.053990333,2.597532535,2.220380342
335,171x_1111_10,5.240772701,99,0.277961885,0,1.054006035,-2.83221714,-0.452172278
103590,172x_1113_59,99,99,0,0,1.054050637,-2.657027402,-9.440656603
26510,122x_1113_161,99,99,0,0,1.054397254,-1.66780986,1.711418088
3205,121x_1111_58,2.002383244,99,-0.216382849,0,1.055314365,0.245475026,0.765361395
45172,112x_112x_1112_46,6.198252756,99,0.081030535,0,1.055455238,-0.122542526,1.164948409
3191,121x_1111_58,2.065713955,99,-0.143416886,0,1.055607336,-0.056628216,-0.28195138
20344,142x_1111_186,8.088186365,10.29158898,1.16968255,0.970904177,1.05583342,-1.835037835,-2.530628463
40525,152x_1113_106,99,99,0,0,1.056211158,-2.752282905,-0.070746987
66582,142x_1115_201,6.062124383,10.84110917,-5.166718566,0.555879859,1.056633025,-2.491420552,-3.681312462
54698,152x_1112_265,3.952414199,4.559626297,0.569853233,0.438138581,1.057582878,-2.468552949,-1.463093836
40515,152x_1113_106,99,99,0,0,1.057786926,-2.642005376,-0.499970475
40521,152x_1113_106,99,99,0,0,1.058392759,-2.693827222,0.418867514
65023,142x_1114_92,3.234695348,8.329010147,-0.027942085,-5.585889559,1.05909707,-3.04295308,-1.533308801
40491,152x_1113_106,99,99,0,0,1.059549158,-2.924570091,-0.406451508
3190,121x_1111_58,2.058995547,99,-0.173669833,0,1.060614802,-0.108539236,0.054971687
65015,142x_1114_92,4.026993283,8.080805532,-0.064361002,-6.106444452,1.061307285,-3.076172804,0.925786607
20387,142x_1111_186,9.614448918,99,-0.059402683,0,1.06132195,-3.126880387,0.2586043
40514,152x_1113_106,99,99,0,0,1.062664834,-2.653015664,-0.299084719
46323,112x_112x_1113_103,1.869645496,99,-0.212605415,0,1.062873,-0.231208581,0.447976403
3246,121x_1111_58,2.508200621,99,0.720050946,0,1.062999117,1.622959099,-1.259032937
20355,142x_1111_186,8.85675646,11.07087231,-5.033223672,-5.007954443,1.063284913,-1.918127388,-0.81359854
40528,152x_1113_106,99,99,0,0,1.063659456,-2.769399217,-0.53576903
20388,142x_1111_186,9.620854392,99,6.163116346,0,1.063750275,3.114104212,0.878867684
40513,152x_1113_106,99,99,0,0,1.064016435,-2.639577465,0.01594371
66599,142x_1115_201,5.645274713,11.1241428,-0.184650472,-0.361411376,1.06439384,2.651412971,-3.026355917
80217,142x_1116_154,3.016146184,99,0.911429489,0,1.064670013,-2.223598306,1.213988828
20378,142x_1111_186,9.467757564,99,5.963465714,0,1.064831562,3.09153049,0.7514193
20353,142x_1111_186,8.737452348,10.92634248,-4.610754625,-4.595674473,1.064966537,-1.506634893,0.096520762
80207,162x_1111_106,5.914926541,99,-0.397183226,0,1.065132396,-0.196421457,7.61638765
41245,142x_1118_37,99,99,0,0,1.065292108,-2.806298959,1.058223679
65124,161x_1111_23,99,99,0,0,1.065319912,-1.181020526,-0.528172232
15756,112x_112x_1111_179,1.958761004,5.429261819,0.40665144,0.395469322,1.06564051,-2.626860414,1.496169581
40527,152x_1113_106,99,99,0,0,1.066457884,-2.811303437,-0.403155644
330,171x_1111_10,5.59020294,99,0.619211183,0,1.067373403,-2.496940048,0.344854385
20418,142x_1111_186,9.829931628,99,5.896653827,0,1.068321595,2.841153875,0.56183131
15753,112x_112x_1111_179,1.895982237,5.430941831,0.113843549,-5.783993374,1.068527846,-2.994005329,-0.740153763
20375,142x_1111_186,9.468519575,11.40300496,-0.342468001,-2.000077134,1.068572363,-3.067535646,-0.475224293
40524,152x_1113_106,99,99,0,0,1.069541489,-2.740042752,-0.023670921
40526,152x_1113_106,99,99,0,0,1.070974579,-2.82372212,-0.200967136
49083,112x_112x_1114_55,4.174233595,99,5.810546322,0,1.070985692,2.737970688,0.834542269
46428,112x_112x_1113_103,2.616853695,5.103521238,0.346511826,0.087240373,1.071424706,-0.020994721,1.104695376
26634,122x_1113_161,99,99,0,0,1.072029623,3.004027329,4.502844682
40490,152x_1113_106,99,99,0,0,1.072956632,-2.915437414,-0.53566818
46324,112x_112x_1113_103,1.900666892,99,-0.187498347,0,1.072982984,-0.210011214,0.336880541
33292,142x_1112_88,2.382279323,3.714840067,-5.185728308,-5.483129425,1.073158898,-2.443068744,-1.471966639
20354,142x_1111_186,8.803256387,11.0074297,-4.758487669,-4.743186047,1.074344932,-1.656284976,-0.322293256
334,171x_1111_10,5.308811699,99,0.339748867,0,1.074571656,-2.757496496,-0.361752502
46325,112x_112x_1113_103,1.93621519,99,-0.112396283,0,1.074782906,-0.219226208,0.355223808
33288,142x_1112_88,2.592669394,3.661053035,-4.465903224,-4.855228354,1.075971877,-1.714350432,1.298121602
2724,152x_1111_193,1.801702522,2.897938181,5.803805192,-0.266402894,1.07607578,2.668979917,-1.424173192
20417,142x_1111_186,9.818440923,99,5.908258455,0,1.077029877,2.865921361,-0.001687403
41238,142x_1118_37,99,99,0,0,1.077377979,-2.913607763,-1.169911074
40523,152x_1113_106,99,99,0,0,1.077566447,-2.688110267,0.048936201
3255,121x_1111_58,2.874382654,99,-0.551314832,0,1.07820277,0.351250418,1.233178764
20386,142x_1111_186,9.601878513,99,0.002814204,0,1.078642024,-3.117234165,-0.452055445
41407,142x_1118_37,5.920728314,99,-1.32467441,0,1.07874006,1.603828978,-0.559902154
66590,142x_1115_201,5.857106516,10.99621047,-4.276251875,-0.566531954,1.07943362,-2.905946471,2.572503264
2696,152x_1111_193,3.320909294,99,5.120147754,0,1.079484919,2.45377915,5.684434725
12294,122x_1112_99,1.790241946,99,0.193323612,0,1.079541712,-2.738955553,-1.47839226
321,171x_1111_10,6.469517943,99,1.541679011,0,1.080075706,-1.478380658,-1.555069267
40522,152x_1113_106,99,99,0,0,1.080879753,-2.726337284,0.240180279
103965,122x_1117_86,4.580516564,99,-6.101698892,0,1.081015499,-3.097467086,1.560246755
92449,122x_1119_22,3.642836489,99,0.183196747,0,1.083290766,0.246566664,-0.755691411
12321,122x_1112_99,1.273373064,99,-5.806661978,0,1.083806609,-2.798613642,0.055844438
12299,122x_1112_99,1.736519983,99,0.015222061,0,1.084517045,-2.800868716,2.224276658
45145,112x_112x_1112_46,6.678609955,99,0.702999158,0,1.084564567,0.681706603,-1.358533233
46443,112x_112x_1113_103,2.387975619,4.976744643,0.091551674,-0.402278074,1.086564942,-0.370034829,3.729576252
45173,112x_112x_1112_46,6.183663535,99,0.004583744,0,1.087337146,-0.163180498,1.740548181
46434,112x_112x_1113_103,2.460298887,4.987349617,0.011396463,0.145819619,1.087521934,0.020157991,-1.72833614
45140,112x_112x_1112_46,6.5852005,99,0.160066459,0,1.08786724,-0.02186854,1.129700906
103957,122x_1117_86,4.667917404,99,-0.280232253,0,1.088175404,-3.048867666,-1.205206451
33305,142x_1112_123,2.43921737,3.769612913,-5.848459015,-5.419677699,1.088425845,-2.750069705,4.165728315
41428,142x_1118_37,6.446767358,99,0.029116604,0,1.088602817,-3.014413521,1.005969142
3206,121x_1111_58,2.029951813,99,-0.090883252,0,1.088853922,0.350133746,0.593085107
46423,112x_112x_1113_103,2.760213278,5.197063325,-0.056227083,0.15968429,1.088896747,0.108121294,-1.310352094
40489,152x_1113_106,99,99,0,0,1.089674062,-2.918105403,-0.655348327
333,171x_1111_10,5.379408065,99,0.48912819,0,1.090462983,-2.617396562,-0.301458051
20370,142x_1111_186,9.427808289,11.55685843,-6.010206986,0.197228166,1.090638554,-2.904729755,1.096723104
20416,142x_1111_186,9.803245257,99,5.912723943,0,1.091207502,2.881177192,-0.564484668
354,171x_1111_10,4.138449615,99,0.113807854,0,1.092277728,-2.945143903,0.843991956
94975,112x_112x_1115_54,3.71539661,99,-5.975124511,0,1.092293986,-2.997120674,4.691968619
20389,142x_1111_186,9.620898679,99,6.078485168,0,1.092764703,3.051098418,1.347800095
46326,112x_112x_1113_103,1.983768844,99,-0.23441371,0,1.093344902,-0.246335671,0.516188562
20374,142x_1111_186,9.473267504,11.4570962,-0.128324562,-1.580510799,1.093383889,-2.993109399,-0.76705443
331,171x_1111_10,5.527354303,99,0.326864333,0,1.093482555,-2.784131568,0.111488495
37378,142x_1113_81,0.939171215,99,0.001383792,0,1.093919982,0.568562598,4.573002756
3216,121x_1111_58,2.269319977,99,0.402517784,0,1.094045537,0.688758361,0.403063108
92477,122x_1119_22,99,99,0,0,1.094063034,-0.752005249,2.934845598
3215,121x_1111_58,2.251456056,99,0.485097908,0,1.094616776,0.787186114,0.058477258
26650,122x_1113_161,2.467467421,99,-5.825723086,0,1.094629643,-3.060364481,4.769481366
3313,121x_1111_58,99,99,0,0,1.094671872,2.278029447,-4.701628698
65123,161x_1111_23,99,99,0,0,1.094673551,-1.152000547,-0.810380672
26597,122x_1113_161,99,99,0,0,1.095457986,-2.936138797,-2.809184055
46407,112x_112x_1113_103,2.835400027,5.766597877,0.129018382,0.073948003,1.095650513,-0.059456709,2.788152879
20419,142x_1111_186,9.833870267,99,5.813900415,0,1.095713642,2.82105706,1.238837509
45212,112x_112x_1112_46,5.861911377,99,0.283031278,0,1.095751854,0.6222051,2.855004707
332,171x_1111_10,5.45097832,99,0.614356591,0,1.095910635,-2.496326524,-0.095409192
3245,121x_1111_58,2.453863062,99,0.377491399,0,1.095966524,1.307853145,-1.148353945
15844,112x_112x_1111_179,1.277572827,5.974399585,0.121361895,0.111574589,1.095999971,-2.733271598,-0.092865724
65022,142x_1114_92,3.334683351,8.307635868,-0.059627722,-5.791134059,1.096342244,-3.093961584,-1.151559547
12274,122x_1112_99,1.692346143,99,-6.006770682,0,1.096683447,-2.946797192,1.406852285
54697,152x_1112_265,3.957228127,4.570716318,0.34947088,0.34065591,1.097331913,-2.568828573,-1.100075594
12350,122x_1112_99,0.901273504,99,0.026733023,0,1.097761274,-2.813061105,-0.026110625
45168,112x_112x_1112_46,6.210610042,99,0.648622597,0,1.097830455,0.303948234,-1.239014379
65036,142x_1114_92,2.124022945,8.833896421,5.586476102,-0.098908366,1.09790654,2.761371361,5.014092643
20379,142x_1111_186,9.47530522,99,6.015764097,0,1.099294049,3.072334398,0.874041357
26511,122x_1113_161,99,99,0,0,1.09958275,-1.582774067,1.94268916
26617,122x_1113_161,99,99,0,0,1.099844308,-2.784572738,0.470574251
26628,122x_1113_161,99,99,0,0,1.099852243,2.972514114,-4.031722716
49084,112x_112x_1114_55,4.199526409,99,5.854264622,0,1.100642718,2.767283254,1.169426865
80218,142x_1116_154,3.0748586,99,0.657809754,0,1.100722661,-2.451545344,1.055713351
12322,122x_1112_99,1.325698644,99,-6.002771186,0,1.101183282,-3.05087051,0.969390548
12351,122x_1112_99,0.930447614,99,0.18252627,0,1.101622786,-2.902999317,1.414129742
41223,142x_1118_37,99,99,0,0,1.101797512,2.625814507,1.898132285
15845,112x_112x_1111_179,1.270687906,5.976055002,-0.157749186,0.019223131,1.10227033,-2.942651995,1.955130805
65016,142x_1114_92,3.933590503,8.112525012,0.003835643,-6.020615148,1.10239942,-3.020872497,0.504159283
107311,122x_1118_168,3.687245316,5.245004924,0.799488334,-0.297943117,1.102889139,-2.325240063,-3.668518306
41246,142x_1118_37,99,99,0,0,1.103133521,-3.062833931,0.940121798
