ID,X,Y,F,VX,VY,Obj,V,V_kph,V_mps,VX_mps,VY_mps,comp,type,Obj_ID,X_SGF,Y_SGF,V_mps_corrected,speed_SGF,VX_mps_corrected,speed_x_SGF,VY_mps_corrected,speed_y_SGF,acc_inst,acc_inst_x,acc_inst_y,yawAngle,acc_SGF,acc_SGF_x,acc_SGF_y,yawAngle_SGF,yawRate,yawRate_SGF,jerk,jerk_SGF,X_axis2_SGF,Y_axis2_SGF,deltaX,deltaY,quarter,yawAngle_axis2
4206,24.93,47.9,49173,0.03839,-0.04571,55,0.059692514,6.440344696,1.788984638,1.1505483,-1.3699287,1114,b,1114_55,24.92715837,47.90597285,1.788984638,1.736686575,0.03839,0.036926362,-0.04571,-0.044617511,-1.796223199,-0.043890184,0.041434271,-0.6980697,-1.732035391,-0.044455767,0.037674397,-0.68627703,0.014904627,0.002641341,-10.45801315,-9.975143047,51.77607133,15.34874253,-0.005746025,-0.005746025,3,-2.35619449
4207,24.95,47.87,49174,0.0302,-0.04233,55,0.051998739,5.610247992,1.55840222,0.905094,-1.2686301,1114,b,1114_55,24.96308597,47.8641267,1.55840222,1.676752534,0.0302,0.035461891,-0.04233,-0.043234986,-1.105576859,-0.028758995,0.022662202,-0.709444952,-0.727108483,-0.014538213,0.019481198,-0.691572358,0.07942992,0.101147576,-15.07390361,-15.11858845,51.77092878,15.29382944,-0.005142546,-0.005142546,3,-2.35619449
4208,25,47.82,49175,0.03411,-0.04206,55,0.054152892,5.842663812,1.62296217,1.0222767,-1.2605382,1114,b,1114_55,24.99908597,47.8201991,1.62296217,1.639863082,0.03411,0.034502299,-0.04206,-0.042478824,1.048103672,0.04082809,-0.009455603,-0.686536722,0.588082404,0.025643549,-0.003380711,-0.706909536,0.230057677,0.208243307,-19.72786331,-18.66182542,51.7643393,15.23741833,-0.006589477,-0.006589477,3,-2.35619449
4209,25.04,47.78,49176,0.03696,-0.04246,55,0.056292923,6.073556068,1.687098908,1.1076912,-1.2725262,1114,b,1114_55,25.0398552,47.77462443,1.687098908,1.674834843,0.03696,0.035864597,-0.04246,-0.042794326,2.40008844,0.082861761,-0.032225751,-0.729800975,1.930649459,0.065691458,-0.027559154,-0.731371636,0.366931494,0.316070004,-20.13850583,-18.99342379,51.75987815,15.17643245,-0.004461149,-0.004461149,3,-2.35619449
4210,25.06,47.74,49177,0.03116,-0.04036,55,0.050988971,5.501302098,1.528139472,0.9338652,-1.2095892,1114,b,1114_55,25.08514027,47.72722172,1.528139472,1.754917874,0.03116,0.038629421,-0.04036,-0.043869593,2.576792882,0.079373307,-0.045061048,-0.762555037,2.932896822,0.093603649,-0.046925847,-0.756842825,0.382067833,0.369832068,-15.03371043,-17.15144625,51.75723911,15.11092832,-0.002639041,-0.002639041,3,-2.35619449
4211,25.14,47.68,49178,0.04073,-0.04364,55,0.059694074,6.440513058,1.789031405,1.2206781,-1.3078908,1114,b,1114_55,25.13377376,47.6779276,1.789031405,1.840896949,0.04073,0.041277846,-0.04364,-0.045373131,3.400535616,0.103617546,-0.058676649,-0.778652124,3.856220538,0.120486064,-0.063424223,-0.777181473,0.305079722,0.382151683,-13.84985574,-13.79120507,51.75556563,15.0417017,-0.001673485,-0.001673485,3,-2.35619449
4212,25.2,47.62,49179,0.05038,-0.04839,55,0.069855111,7.536807611,2.09355767,1.5098886,-1.4502483,1114,b,1114_55,25.18695928,47.62615385,2.09355767,1.954361601,0.05038,0.044735222,-0.04839,-0.047330977,4.864430547,0.15542659,-0.075349191,-0.798847947,4.515069904,0.139830327,-0.074511139,-0.802610579,0.381436587,0.363119399,-9.882740494,-8.527288693,51.7552707,14.96747816,-0.000294928,-0.000294928,3,-2.35619449
4213,25.24,47.57,49180,0.04873,-0.04994,55,0.069775472,7.528215231,2.091170897,1.4604381,-1.4967018,1114,b,1114_55,25.24904072,47.57008145,2.091170897,2.116671596,0.04873,0.049921294,-0.04994,-0.049845131,4.627900887,0.142541117,-0.077306327,-0.836212226,4.558424392,0.139801212,-0.075686402,-0.827003942,0.365900443,0.320216012,-0.650317323,-1.813241578,51.7580635,14.88386943,0.0027928,0.0027928,1,0.785398163
4214,25.3,47.51,49181,0.05236,-0.05276,55,0.074331603,8.019785308,2.227718141,1.5692292,-1.5812172,1114,b,1114_55,25.31329412,47.5120724,2.227718141,2.271089377,0.05236,0.054677421,-0.05276,-0.052424588,4.033481733,0.118740326,-0.069745208,-0.836427104,4.234899032,0.129158729,-0.070216466,-0.841713186,0.220638663,0.240509011,4.852880406,4.712404384,51.76097204,14.79735302,0.002908537,0.002908537,1,0.785398163
4215,25.39,47.45,49182,0.06543,-0.05804,55,0.087462715,9.436527237,2.621257566,1.9609371,-1.7394588,1114,b,1114_55,25.37954751,47.45325792,2.621257566,2.405673352,0.06543,0.058639394,-0.05804,-0.054751756,3.960892441,0.123259694,-0.062236434,-0.844807187,3.736624201,0.115029332,-0.060096103,-0.849166196,0.111795151,0.161726633,7.474122453,10.44848343,51.76469057,14.70883846,0.003718536,0.003718536,1,0.785398163
4216,25.44,47.4,49183,0.05963,-0.05691,55,0.082428666,8.893393646,2.470387124,1.7871111,-1.7055927,1114,b,1114_55,25.44874208,47.39356561,2.470387124,2.537835262,0.05963,0.062752163,-0.05691,-0.05682838,3.17921703,0.099970698,-0.049545156,-0.85899062,2.625590232,0.080415853,-0.04215002,-0.858260401,0.136413072,0.073274793,16.66550954,15.17103876,51.76982085,14.61759844,0.005130274,0.005130274,1,0.785398163
4217,25.51,47.34,49184,0.06149,-0.05735,55,0.084083545,9.071941876,2.519983854,1.8428553,-1.7187795,1114,b,1114_55,25.51902262,47.33371946,2.519983854,2.643915243,0.06149,0.066087855,-0.05735,-0.058481538,0.622127505,0.013294204,-0.014164554,-0.865413344,1.272332327,0.037824212,-0.021182768,-0.85631863,-0.029126554,-0.025931368,20.29886858,17.78033193,51.77559486,14.52547039,0.005774013,0.005774013,1,0.785398163
4218,25.6,47.27,49185,0.07109,-0.05972,55,0.09284539,10.01727485,2.782576347,2.1305673,-1.7898084,1114,b,1114_55,25.58296833,47.27591855,2.782576347,2.664673585,0.07109,0.066531439,-0.05972,-0.058954163,0.072990569,0.002930551,-0.000254406,-0.835827385,0.172476196,0.003716978,-0.003775655,-0.847185242,-0.137000831,-0.119183681,16.49784196,16.86267922,51.77843937,14.4393199,0.002844512,0.002844512,1,0.785398163
4219,25.66,47.21,49186,0.07191,-0.06029,55,0.093839929,10.12457758,2.81238266,2.1551427,-1.8068913,1114,b,1114_55,25.64799095,47.21768326,2.81238266,2.667109039,0.07191,0.066629222,-0.06029,-0.058962652,-0.341455745,-0.009485166,0.006350385,-0.840408685,-0.733033444,-0.025205658,0.009353597,-0.835569326,-0.174238727,-0.163225839,13.5826446,14.12017495,51.78171954,14.35209301,0.003280165,0.003280165,1,0.785398163
4220,25.71,47.16,49187,0.06362,-0.05795,55,0.086056417,9.284798939,2.579110816,1.9066914,-1.7367615,1114,b,1114_55,25.712,47.1599457,2.579110816,2.655715788,0.06362,0.066312733,-0.05795,-0.05875076,-1.892581728,-0.065948375,0.022593312,-0.836865346,-1.502820462,-0.051742961,0.018274089,-0.823104795,-0.186967976,-0.19382855,11.54680527,10.45896857,51.78465362,14.26594096,0.002934087,0.002934087,1,0.785398163
4221,25.78,47.1,49188,0.068,-0.05891,55,0.089968817,9.706915644,2.696365457,2.03796,-1.7655327,1114,b,1114_55,25.76952036,47.10363801,2.696365457,2.592566581,0.068,0.064112253,-0.05891,-0.057996896,-2.317469796,-0.081443814,0.026550165,-0.796051282,-1.804878167,-0.062451587,0.02158776,-0.806645891,-0.246883555,-0.21878316,4.530865575,5.504995104,51.78410868,14.18544965,-0.000544946,-0.000544946,3,-2.35619449
4222,25.83,47.05,49189,0.06474,-0.05759,55,0.086647999,9.348625889,2.596840525,1.9402578,-1.7259723,1114,b,1114_55,25.82516742,47.04698643,2.596840525,2.515240261,0.06474,0.061394742,-0.05759,-0.057111005,-0.778479609,-0.026544198,0.00928175,-0.776453281,-1.718927314,-0.059948495,0.019776373,-0.794799827,-0.177690953,-0.20645155,-1.2892628,0.781938183,51.78201502,14.10606695,-0.00209366,-0.00209366,3,-2.35619449
4223,25.88,46.99,49190,0.05639,-0.05587,55,0.079380659,8.564538045,2.379038346,1.6900083,-1.6744239,1114,b,1114_55,25.88364706,46.99021719,2.379038346,2.489264966,0.05639,0.06050905,-0.05587,-0.056801303,-1.64531743,-0.062084821,0.013977954,-0.800238063,-1.59118293,-0.056899582,0.016667423,-0.785221517,-0.143674654,-0.163840613,-1.916165755,-1.813409484,51.78180447,14.02456499,-0.00021055,-0.00021055,3,-2.35619449
4224,25.92,46.94,49191,0.05198,-0.05423,55,0.075118661,8.104702623,2.251306284,1.5578406,-1.6252731,1114,b,1114_55,25.93766516,46.93555656,2.251306284,2.434366153,0.05198,0.058437484,-0.05423,-0.056334905,-2.029805648,-0.072863715,0.021032973,-0.779486,-1.478936335,-0.053935622,0.014673956,-0.776906032,-0.124732277,-0.129302727,-1.683698929,-3.923167017,51.78001133,13.9477371,-0.001793137,-0.001793137,3,-2.35619449
4225,25.99,46.88,49192,0.05714,-0.05571,55,0.079803407,8.610149142,2.391708095,1.7124858,-1.6696287,1114,b,1114_55,25.98958371,46.88184615,2.391708095,2.366638236,0.05714,0.056006262,-0.05571,-0.055633104,-0.649794286,-0.021495135,0.008496563,-0.768436117,-1.053494622,-0.038906782,0.009910901,-0.767448353,-0.141865177,-0.082426247,-6.381625687,-5.729575885,51.7774432,13.87307956,-0.002568135,-0.002568135,3,-2.35619449
4226,26.04,46.83,49193,0.05243,-0.05503,55,0.076007932,8.200647851,2.277957736,1.5713271,-1.6492491,1114,b,1114_55,26.04321267,46.82654299,2.277957736,2.344956745,0.05243,0.055289041,-0.05503,-0.055349602,-0.348181961,-0.013143947,0.003586094,-0.770030095,-0.597586859,-0.023334987,0.004365596,-0.767218346,-0.003450109,-0.02959119,-6.838616448,-6.236015771,51.77491754,13.79608523,-0.002525652,-0.002525652,3,-2.35619449
4227,26.09,46.77,49194,0.05202,-0.05482,55,0.075573228,8.153746722,2.264929645,1.5590394,-1.6429554,1114,b,1114_55,26.09706787,46.77110407,2.264929645,2.333339062,0.05202,0.054850471,-0.05482,-0.055229946,-0.882898595,-0.037198872,0.003756692,-0.770908824,-0.294640363,-0.0129579,0.000940742,-0.771523376,0.064575439,0.027528138,-4.544197447,-6.194366601,51.77245141,13.71883385,-0.00246613,-0.00246613,3,-2.35619449
4228,26.17,46.71,49195,0.05894,-0.05643,55,0.081598214,8.803794486,2.445498468,1.7664318,-1.6912071,1114,b,1114_55,26.14969231,46.71557466,2.445498468,2.30387965,0.05894,0.053609267,-0.05643,-0.055104597,0.012687757,-0.001216429,-0.001582308,-0.758544943,0.13146611,0.002697355,-0.00314171,-0.773968621,0.036678686,0.076749952,-6.391597097,-6.116967723,51.7690652,13.64240493,-0.003386217,-0.003386217,3,-2.35619449
4229,26.22,46.66,49196,0.06061,-0.05693,55,0.083154056,8.971657391,2.492127053,1.8164817,-1.7061921,1114,b,1114_55,26.20430769,46.66070588,2.492127053,2.304302998,0.06061,0.053568679,-0.05693,-0.055157394,1.072959543,0.037994637,-0.011782414,-0.783083735,0.625336006,0.021212057,-0.007733064,-0.781592835,0.114363213,0.126017346,-7.408048428,-5.165678208,51.76753726,13.56500281,-0.001527938,-0.001527938,3,-2.35619449
4230,26.25,46.61,49197,0.05156,-0.05488,55,0.075301049,8.124380793,2.256772442,1.5452532,-1.6447536,1114,b,1114_55,26.2620724,46.60454299,2.256772442,2.340104118,0.05156,0.054836434,-0.05488,-0.055550534,0.879991649,0.029757091,-0.01143959,-0.799457131,0.748559842,0.026680125,-0.00837197,-0.792562205,0.164540537,0.137833404,-1.848357549,-3.060610233,51.76726621,13.48443632,-0.000271051,-0.000271051,3,-2.35619449
4231,26.31,46.55,49198,0.05389,-0.05415,55,0.076396038,8.242521316,2.289589255,1.6150833,-1.6228755,1114,b,1114_55,26.32149321,46.54851584,2.289589255,2.369466535,0.05389,0.05582933,-0.05415,-0.055932235,0.503408171,0.019529591,-0.003881996,-0.814785327,0.755218911,0.029183729,-0.006529676,-0.801337749,0.131633167,0.130042176,-0.099886035,-0.770626702,51.76824327,13.40277287,0.00097706,0.00097706,1,0.785398163
4232,26.37,46.49,49199,0.05694,-0.05618,55,0.079989724,8.630251338,2.397292038,1.7064918,-1.6837146,1114,b,1114_55,26.37907692,46.49266968,2.397292038,2.386263604,0.05694,0.056480968,-0.05618,-0.056061765,0.732122203,0.032358921,-0.002149975,-0.8007153,0.732786439,0.029919204,-0.004814649,-0.809640469,0.124540794,0.103143039,0.336487088,1.372786724,51.76807432,13.32255661,-0.000168946,-0.000168946,3,-2.35619449
4233,26.43,46.44,49200,0.0511,-0.05526,55,0.075265381,8.120532503,2.255703473,1.531467,-1.6561422,1114,b,1114_55,26.43748416,46.43634389,2.255703473,2.410692106,0.0511,0.057560679,-0.05526,-0.056133502,0.535412538,0.023727832,-0.00240194,-0.803537836,0.385656431,0.017880562,-0.000394968,-0.812094118,0.036804747,0.071939913,5.206950123,4.129722285,51.76813245,13.24141478,5.81E-05,5.81E-05,1,0.785398163
4234,26.49,46.38,49201,0.05455,-0.05638,55,0.078450028,8.464130426,2.35114734,1.6348635,-1.6897086,1114,b,1114_55,26.49608145,46.38087783,2.35114734,2.428557056,0.05455,0.058352398,-0.05638,-0.056213647,-0.308908289,-0.007932693,0.006264408,-0.812842873,-0.072882879,0.000959525,0.004472332,-0.809594554,-0.037493465,-0.00557262,6.878089644,6.889490531,51.76894102,13.16073348,0.00080857,0.00080857,1,0.785398163
4235,26.56,46.33,49202,0.06178,-0.05632,55,0.08359851,9.019610393,2.505447331,1.8515466,-1.6879104,1114,b,1114_55,26.55305882,46.32552036,2.505447331,2.418249806,0.06178,0.05808771,-0.05632,-0.056004624,-0.48680722,-0.014207136,0.009255441,-0.79981753,-0.520080062,-0.015255116,0.009883965,-0.802071497,-0.112845856,-0.122691643,6.707957738,8.27850435,51.76870239,13.08129285,-0.000238632,-0.000238632,3,-2.35619449
4236,26.63,46.26,49203,0.0647,-0.05803,55,0.086911282,9.377032013,2.604731115,1.939059,-1.7391591,1114,b,1114_55,26.61023529,46.27013575,2.604731115,2.402006655,0.0647,0.057613665,-0.05803,-0.055695801,-0.902618476,-0.031406119,0.01318246,-0.801315777,-1.066016021,-0.036350802,0.015137368,-0.794162148,-0.118640229,-0.229782162,8.189039397,8.773097258,51.76858254,13.00169015,-0.000119854,-0.000119854,3,-2.35619449
4237,26.67,46.22,49204,0.05855,-0.05565,55,0.080777627,8.715259716,2.420905477,1.7547435,-1.6678305,1114,b,1114_55,26.66208145,46.21658824,2.420905477,2.371889255,0.05855,0.056565747,-0.05565,-0.055255946,-1.727855638,-0.063248091,0.020049794,-0.769256684,-1.740601206,-0.062401784,0.021283385,-0.773115618,-0.31569796,-0.319163356,10.11877777,8.342081822,51.76608128,12.92719784,-0.002501255,-0.002501255,3,-2.35619449
4238,26.71,46.16,49205,0.05659,-0.05416,55,0.078330924,8.451280083,2.347577801,1.6960023,-1.6231752,1114,b,1114_55,26.71050679,46.1640362,2.347577801,2.314236414,0.05659,0.054455367,-0.05416,-0.05458695,-2.00712428,-0.070384748,0.025951579,-0.744553353,-2.179535486,-0.079158233,0.025441921,-0.744677012,-0.426579082,-0.36376467,6.5840142,5.801062238,51.76191972,12.85585773,-0.004161562,-0.004161562,3,-2.35619449
4239,26.76,46.11,49206,0.05336,-0.05337,55,0.075469507,8.142556059,2.261821127,1.5991992,-1.5994989,1114,b,1114_55,26.75806335,46.11163801,2.261821127,2.247265301,0.05336,0.05210686,-0.05337,-0.053721032,-2.05686379,-0.074692563,0.023969762,-0.736997786,-2.257591751,-0.082339221,0.025809518,-0.715015512,-0.444922505,-0.352593661,1.17084397,1.4238065,51.7572653,12.78524942,-0.00465442,-0.00465442,3,-2.35619449
4240,26.81,46.06,49207,0.05048,-0.05372,55,0.073716137,7.953381414,2.209272615,1.5128856,-1.6099884,1114,b,1114_55,26.80195475,46.05916742,2.209272615,2.178634544,0.05048,0.049614615,-0.05372,-0.05292124,-2.825807163,-0.104397579,0.030008242,-0.696601481,-2.032550774,-0.075075555,0.022084065,-0.698303693,-0.250677286,-0.279818672,-3.375614649,-3.58340557,51.75001269,12.71722724,-0.00725261,-0.00725261,3,-2.35619449
4241,26.84,46.01,49208,0.04143,-0.05091,55,0.065637436,7.081754241,1.967153956,1.2416571,-1.5257727,1114,b,1114_55,26.84142081,46.00910407,1.967153956,2.084346684,0.04143,0.046131213,-0.05091,-0.051919964,-1.767808459,-0.067156668,0.016714581,-0.667579837,-1.541527775,-0.057277023,0.016293658,-0.692385508,-0.08877277,-0.125311873,-7.36534499,-8.773127324,51.74141746,12.65406055,-0.008595231,-0.008595231,3,-2.35619449
4242,26.87,45.96,49209,0.03988,-0.05041,55,0.064277387,6.935015855,1.926393293,1.1952036,-1.5107877,1114,b,1114_55,26.88170136,45.9578371,1.926393293,2.025360749,0.03988,0.043890416,-0.05041,-0.051362253,-0.29110892,-0.008888478,0.005060455,-0.665961441,-0.639384814,-0.023472059,0.006874528,-0.694808272,0.036341459,0.065423044,-13.53214441,-12.1279453,51.73252224,12.58947185,-0.008895215,-0.008895215,3,-2.35619449
4243,26.91,45.91,49210,0.04038,-0.05068,55,0.064799744,6.991373961,1.942048322,1.2101886,-1.5188796,1114,b,1114_55,26.9280905,45.90652489,1.942048322,2.015647405,0.04038,0.043593837,-0.05068,-0.051193403,0.735624273,0.026967304,-0.007769417,-0.735051712,0.329835312,0.013144517,-0.002938774,-0.70989523,0.226304362,0.231736525,-14.53830189,-12.630353,51.727838,12.5204577,-0.004684243,-0.004684243,3,-2.35619449
4244,26.99,45.85,49211,0.04526,-0.05176,55,0.068757292,7.418361746,2.060656041,1.3564422,-1.5512472,1114,b,1114_55,26.97867873,45.85285068,2.060656041,2.04019276,0.04526,0.044493647,-0.05176,-0.051452643,0.828034368,0.031485858,-0.008509581,-0.755808677,1.121253074,0.04369927,-0.010540127,-0.730753598,0.312875532,0.299746244,-11.87126642,-10.53683578,51.72437176,12.44678222,-0.003466241,-0.003466241,3,-2.35619449
4245,27.03,45.8,49212,0.0443,-0.05141,55,0.067863673,7.321947397,2.033874277,1.327671,-1.5407577,1114,b,1114_55,27.02903167,45.79988235,2.033874277,2.067821534,0.0443,0.045544226,-0.05141,-0.051736579,1.538498495,0.060580897,-0.013648148,-0.760090438,1.559873571,0.061728268,-0.01370392,-0.758314702,0.413416546,0.306688385,-6.579307454,-6.805747108,51.72124982,12.37376637,-0.00312194,-0.00312194,3,-2.35619449
4246,27.06,45.75,49213,0.04529,-0.05133,55,0.068454021,7.385641241,2.051567011,1.3573413,-1.5383601,1114,b,1114_55,27.07871493,45.74659729,2.051567011,2.119156152,0.04529,0.047565611,-0.05133,-0.052191973,1.883099413,0.076999846,-0.014699404,-0.750432634,1.586756372,0.063362687,-0.01345084,-0.779574152,0.318891754,0.27241892,-0.403242021,-2.060854653,51.71743482,12.30101219,-0.003814995,-0.003814995,3,-2.35619449
4247,27.12,45.7,49214,0.05065,-0.05252,55,0.072964189,7.872252297,2.186736749,1.5179805,-1.5740244,1114,b,1114_55,27.1319095,45.69338462,2.186736749,2.181988965,0.05065,0.050134842,-0.05252,-0.052682443,1.630787348,0.063935367,-0.015699127,-0.785228066,1.26428389,0.05056893,-0.010882318,-0.784406967,0.072492227,0.214484276,4.837087229,2.647836276,51.71611114,12.22578255,-0.001323679,-0.001323679,3,-2.35619449
4248,27.21,45.63,49215,0.05947,-0.05528,55,0.081194577,8.760245279,2.433401466,1.7823159,-1.6567416,1114,b,1114_55,27.18802715,45.63931222,2.433401466,2.236402957,0.05947,0.052268154,-0.05528,-0.053206271,0.482057326,0.01916968,-0.004502823,-0.803957136,0.975933107,0.037653216,-0.009848363,-0.784409472,3.76E-05,0.102592322,4.32526175,5.847689697,51.71619965,12.14785305,8.85E-05,8.85E-05,1,0.785398163
4249,27.27,45.58,49216,0.05666,-0.05467,55,0.078734773,8.494852143,2.359681151,1.6981002,-1.6384599,1114,b,1114_55,27.24238914,45.58553846,2.359681151,2.252487619,0.05666,0.052907783,-0.05467,-0.053356516,0.281798727,0.009097861,-0.004390808,-0.790837895,0.593313178,0.020337489,-0.008522618,-0.785959658,0.023252787,-0.031071773,5.739298934,6.579216531,51.71528335,12.07139389,-0.000916295,-0.000916295,3,-2.35619449
4250,27.29,45.53,49217,0.05167,-0.05323,55,0.074183703,8.003828091,2.223285581,1.5485499,-1.5953031,1114,b,1114_55,27.29493213,45.5319276,2.223285581,2.261890313,0.05167,0.053211348,-0.05323,-0.053503023,0.0796474,-0.003499303,-0.006749895,-0.775338827,0.15016303,-0.000263367,-0.007475512,-0.788357924,0.035973993,-0.138658282,6.647252224,5.55087462,51.71322061,11.99635634,-0.002062747,-0.002062747,3,-2.35619449
4251,27.33,45.48,49218,0.05227,-0.05366,55,0.07491027,8.082218814,2.245060782,1.5665319,-1.6081902,1114,b,1114_55,27.344,45.47914027,2.245060782,2.264547884,0.05227,0.053094588,-0.05366,-0.053728244,0.359761398,0.001201512,-0.01573086,-0.748897279,-0.131395272,-0.015897864,-0.009171276,-0.775415873,-0.194130779,-0.202295653,4.223374526,3.287597899,51.70933615,11.92439058,-0.003884458,-0.003884458,3,-2.35619449
4252,27.39,45.43,49219,0.05487,-0.0544,55,0.077266273,8.336412696,2.315670193,1.6444539,-1.630368,1114,b,1114_55,27.3980905,45.4238371,2.315670193,2.276551935,0.05487,0.053134679,-0.0544,-0.054253131,0.118493915,-0.010962782,-0.016237502,-0.774313244,-0.152897492,-0.021521766,-0.013257525,-0.752531846,-0.343260392,-0.210294415,0.322533298,0.691406158,51.70713112,11.84706426,-0.002205031,-0.002205031,3,-2.35619449
4253,27.46,45.37,49220,0.05113,-0.05339,55,0.073924076,7.975816399,2.215504555,1.5323661,-1.6000983,1114,b,1114_55,27.45295928,45.36744796,2.215504555,2.280505685,0.05113,0.052768887,-0.05339,-0.054794923,-0.362907882,-0.031108589,-0.01290717,-0.771733811,0.004358937,-0.019731418,-0.01870121,-0.730397816,-0.332010461,-0.212969493,-2.358846432,-1.496124668,51.70468558,11.7684237,-0.002445536,-0.002445536,3,-2.35619449
4254,27.5,45.31,49221,0.04611,-0.05338,55,0.070537625,7.610445405,2.114012613,1.3819167,-1.5997986,1114,b,1114_55,27.50106787,45.31140271,2.114012613,2.268396647,0.04611,0.051730896,-0.05338,-0.055225593,-0.471749196,-0.039042638,-0.014980389,-0.709343909,0.193172727,-0.015476982,-0.023259456,-0.721971201,-0.126399218,-0.207283353,-2.832206855,-2.675774931,51.69779125,11.69488477,-0.00689433,-0.00689433,3,-2.35619449
4255,27.54,45.26,49222,0.04871,-0.05486,55,0.073364049,7.915393985,2.198720551,1.4598387,-1.6441542,1114,b,1114_55,27.54559276,45.2558371,2.198720551,2.252655933,0.04871,0.050428172,-0.05486,-0.055725439,0.648901263,0.001199614,-0.027742185,-0.675534908,0.359660212,-0.008914624,-0.02460488,-0.718902721,-0.046027204,-0.142128979,-2.497312268,-2.519528568,51.6887524,11.62425685,-0.009038849,-0.009038849,3,-2.35619449
4256,27.6,45.2,49223,0.05415,-0.05752,55,0.078998563,8.523312921,2.367586922,1.6228755,-1.7238744,1114,b,1114_55,27.59436199,45.19750226,2.367586922,2.274307627,0.05415,0.050468199,-0.05752,-0.056651104,0.922702953,0.01205228,-0.030320961,-0.696323133,0.443819987,-0.001281675,-0.021208947,-0.717209159,-0.025403426,-0.040864111,-1.26239663,-0.229556213,51.68067006,11.54865218,-0.008082349,-0.008082349,3,-2.35619449
4257,27.65,45.14,49224,0.0528,-0.05848,55,0.078789278,8.500732831,2.361314675,1.582416,-1.7526456,1114,b,1114_55,27.6499638,45.13712217,2.361314675,2.30509518,0.0528,0.050870344,-0.05848,-0.057662814,0.177335,-0.003805512,-0.01154401,-0.744222947,0.311886167,0.00144034,-0.012584609,-0.714842886,-0.03549409,0.039992914,1.979007297,2.810226331,51.67586298,11.4667119,-0.004807079,-0.004807079,3,-2.35619449
4258,27.72,45.07,49225,0.05222,-0.05919,55,0.078932785,8.516216007,2.365615557,1.5650334,-1.7739243,1114,b,1114_55,27.70509502,45.07800905,2.365615557,2.311012263,0.05222,0.050743367,-0.05919,-0.058048,0.122291146,0.002641971,-0.003323551,-0.750558021,-0.042421955,-0.00213917,0.00016607,-0.714263627,-0.008688885,0.051523676,5.314621841,5.104753323,51.67164034,11.38599027,-0.004222633,-0.004222633,3,-2.35619449
4259,27.75,45.02,49226,0.05046,-0.05821,55,0.077036457,8.311617414,2.308782615,1.5122862,-1.7445537,1114,b,1114_55,27.75531222,45.02141176,2.308782615,2.315092715,0.05046,0.05083152,-0.05821,-0.058158896,-0.427812942,-0.004661216,0.015315077,-0.725738469,-0.582770958,-0.012136006,0.01536829,-0.722965042,0.130521219,0.028091464,8.10523504,6.246941941,51.66581372,11.31055109,-0.00582662,-0.00582662,3,-2.35619449
4260,27.77,44.97,49227,0.04755,-0.0577,55,0.074768259,8.066896961,2.240804711,1.4250735,-1.729269,1114,b,1114_55,27.80015385,44.96799095,2.240804711,2.300818009,0.04755,0.050675991,-0.0577,-0.057647882,-1.064761719,-0.019462328,0.030372222,-0.698310105,-1.101873221,-0.023763943,0.028104331,-0.729869368,0.103564895,0.018474715,7.786533947,5.683575276,51.6585377,11.24118529,-0.007276022,-0.007276022,3,-2.35619449
4261,27.84,44.91,49228,0.0481,-0.0579,55,0.07527297,8.12135127,2.255930908,1.441557,-1.735263,1114,b,1114_55,27.84580995,44.91511312,2.255930908,2.265290424,0.0481,0.050026597,-0.0579,-0.056634462,-1.930133953,-0.048294553,0.043198568,-0.712237278,-1.33709508,-0.028744125,0.034111815,-0.72601354,-0.057837427,0.037550235,3.528327884,3.682792424,51.65221806,11.17161081,-0.006319639,-0.006319639,3,-2.35619449
4262,27.92,44.85,49229,0.05257,-0.05731,55,0.077769152,8.390669346,2.330741485,1.5755229,-1.7175807,1114,b,1114_55,27.89366516,44.86082353,2.330741485,2.200888224,0.05257,0.048415167,-0.05731,-0.055193068,-1.537281215,-0.037240912,0.035388196,-0.722488463,-1.21421625,-0.024295284,0.032586286,-0.721649793,-0.065456211,0.039366526,-1.843182449,0.509193954,51.64641058,11.09947377,-0.005807481,-0.005807481,3,-2.35619449
4263,27.98,44.8,49230,0.05026,-0.05471,55,0.074291666,8.015476474,2.226521243,1.5062922,-1.6396587,1114,b,1114_55,27.94318552,44.80714027,2.226521243,2.149594223,0.05026,0.047172561,-0.05471,-0.054012281,-0.944252144,-0.017805435,0.026181846,-0.745083295,-1.026136922,-0.020094401,0.027843031,-0.723979082,0.034939343,0.023358996,-2.821189922,-2.649804245,51.642196,11.02656015,-0.004214581,-0.004214581,3,-2.35619449
4264,27.99,44.77,49231,0.04647,-0.05054,55,0.068656773,7.407516569,2.057643491,1.3927059,-1.5146838,1114,b,1114_55,27.99128507,44.75460633,2.057643491,2.118087644,0.04647,0.046578452,-0.05054,-0.053138679,-0.19258439,0.005053674,0.013105162,-0.741361902,-0.768010949,-0.014207541,0.021487006,-0.731436703,0.111864309,0.003274427,-3.871889601,-4.752548018,51.63782114,10.95546696,-0.004374864,-0.004374864,3,-2.35619449
