ID,X,Y,F,VX,VY,Obj,V,V_kph,V_mps,VX_mps,VY_mps,comp,type,Obj_ID,X_SGF,Y_SGF,V_mps_corrected,speed_SGF,VX_mps_corrected,speed_x_SGF,VY_mps_corrected,speed_y_SGF,acc_inst,acc_inst_x,acc_inst_y,yawAngle,acc_SGF,acc_SGF_x,acc_SGF_y,yawAngle_SGF,yawRate,yawRate_SGF,jerk,jerk_SGF,X_axis2_SGF,Y_axis2_SGF,deltaX,deltaY,quarter,yawAngle_axis2
929,31.35,40.54,45114,-0.009219,0.02138,46,0.02328292,2.512040798,0.697789111,-0.27629343,0.6407586,1112,b,1112_46,31.34443439,40.54672398,0.697789111,0.779161745,-0.009219,-0.013294042,0.02138,0.021981367,-0.771328494,0.027089219,-0.009602876,0.544364002,-0.784037903,0.031081702,-0.00870155,0.532423335,0.340312272,0.102730157,-5.015939071,-3.887646752,50.94037732,5.620351555,0.006235079,0.006235079,1,0.785398163
930,31.35,40.56,45115,-0.008431,0.0207,46,0.022351102,2.411505098,0.669862527,-0.25267707,0.620379,1112,b,1112_46,31.33358371,40.56748416,0.669862527,0.753425058,-0.008431,-0.012390164,0.0207,0.02166095,-0.244279011,0.006493997,-0.003448313,0.48161699,-0.418727031,0.013610484,-0.005980609,0.52942211,0.045018366,-0.047198388,-5.479663081,-5.379313573,50.94777276,5.642578336,0.007395442,0.007395442,1,0.785398163
931,31.33,40.58,45116,-0.007953,0.02035,46,0.021848861,2.357317267,0.654810352,-0.23835141,0.6098895,1112,b,1112_46,31.32031674,40.58863348,0.654810352,0.745274274,-0.007953,-0.012173481,0.02035,0.021545891,0.023416194,-0.006850247,-0.00448221,0.560251508,-0.056360239,-0.002717953,-0.002848757,0.52719394,0.033422555,0.147645091,-5.435501874,-5.329894728,50.95376957,5.666813527,0.00599681,0.00599681,1,0.785398163
932,31.31,40.61,45117,-0.01183,0.02183,46,0.024829374,2.678890791,0.744136331,-0.3545451,0.6542451,1112,b,1112_46,31.30704977,40.60866968,0.744136331,0.746055595,-0.01183,-0.012402051,0.02183,0.021396335,0.249807434,-0.012369067,0.002341186,0.584869127,0.184677245,-0.014033566,-0.000958563,0.540645269,-0.201769934,0.352434733,-3.615562266,-3.843232549,50.95896569,5.690275455,0.00519612,0.00519612,1,0.785398163
933,31.28,40.64,45118,-0.01533,0.02097,46,0.025975947,2.802596827,0.778499119,-0.4594401,0.6284709,1112,b,1112_46,31.29546606,40.62950226,0.778499119,0.754390845,-0.01533,-0.012814766,0.02097,0.021474452,0.160125914,-0.013873805,-0.002226188,0.507467263,0.279337993,-0.019578074,-0.001047412,0.573594878,-0.494244135,0.269458791,-1.419911215,-1.268212603,50.96590399,5.713079813,0.006938297,0.006938297,1,0.785398163
934,31.27,40.65,45119,-0.01675,0.0212,46,0.027018558,2.915086307,0.809746196,-0.5019975,0.635364,1112,b,1112_46,31.28254299,40.65104072,0.809746196,0.759733718,-0.01675,-0.013277689,0.0212,0.021400172,0.120734105,-0.017104869,-0.004645214,0.5404195,0.19953567,-0.017775233,-0.003242273,0.537572141,0.540341061,-0.226461953,1.197034834,1.577399288,50.97241961,5.737337965,0.006515621,0.006515621,1,0.785398163
935,31.26,40.68,45120,-0.01978,0.02359,46,0.030785329,3.321490749,0.922636319,-0.5928066,0.7069923,1112,b,1112_46,31.26866968,40.67257919,0.922636319,0.763762217,-0.01978,-0.013848422,0.02359,0.021245176,-0.040415329,-0.011418977,-0.007674761,0.572228878,-0.022387483,-0.009688233,-0.006690461,0.447388344,1.352756949,-0.84864067,3.328847301,3.73907035,50.97827513,5.762279632,0.005855518,0.005855518,1,0.785398163
936,31.26,40.69,45121,-0.0168,0.02183,46,0.027546123,2.972006318,0.82555731,-0.503496,0.6542451,1112,b,1112_46,31.25420814,40.69411765,0.82555731,0.762413691,-0.0168,-0.014229435,0.02183,0.020989095,-0.1694275,-0.004265965,-0.009077791,0.591292065,-0.397121793,0.003292271,-0.012812755,0.54010105,-1.390690591,-1.263568171,5.621014655,4.49789367,50.98372201,5.787644429,0.005446882,0.005446882,1,0.785398163
937,31.25,40.71,45122,-0.01123,0.02022,46,0.02312923,2.495458929,0.693183036,-0.3365631,0.6059934,1112,b,1112_46,31.24090498,40.71497738,0.693183036,0.756760454,-0.01123,-0.014371776,0.02022,0.020686199,-0.664154646,0.012909666,-0.018008037,0.567711122,-0.702030759,0.014399424,-0.017875747,0.730651694,-2.858259657,-1.170712696,4.573634482,3.773646104,50.98948536,5.811704484,0.005763354,0.005763354,1,0.785398163
938,31.24,40.73,45123,-0.009945,0.01967,46,0.022041142,2.378062854,0.660573015,-0.29805165,0.5895099,1112,b,1112_46,31.22991855,40.73447964,0.660573015,0.734599805,-0.009945,-0.013941024,0.01967,0.02008533,-0.634017082,0.014932953,-0.016474278,0.513028142,-0.855956372,0.020310881,-0.020530325,0.831201034,-1.508240105,-0.331538238,2.308884198,1.436601995,50.99588166,5.833155059,0.006396297,0.006396297,1,0.785398163
939,31.22,40.76,45124,-0.01174,0.02028,46,0.023433011,2.528234412,0.702287337,-0.3518478,0.6077916,1112,b,1112_46,31.21770136,40.75262443,0.702287337,0.713444747,-0.01174,-0.01344276,0.02028,0.019535638,-1.160904775,0.034703226,-0.02271943,0.592592359,-0.722234668,0.016974418,-0.017534791,0.755626712,1.133614836,1.170330992,-2.005825555,-1.471477767,51.00044651,5.854547945,0.004564855,0.004564855,1,0.785398163
940,31.2,40.77,45125,-0.00997,0.01724,46,0.019915283,2.148699722,0.596861034,-0.2988009,0.5166828,1112,b,1112_46,31.15741176,40.78632579,0.596861034,0.674709186,-0.00997,-0.012284828,0.01724,0.018777566,-0.883787719,0.021054806,-0.020091834,1.061076229,-0.409613181,0.006607474,-0.012271164,0.484790977,4.062536015,3.140438529,-4.689322307,-4.309082821,50.98280657,5.921327049,-0.017639948,-0.017639948,3,-2.35619449
941,31.19,40.79,45126,-0.01353,0.01827,46,0.022734419,2.452861918,0.681350533,-0.4054941,0.5475519,1112,b,1112_46,31.1360543,40.80717647,0.681350533,0.645220106,-0.01353,-0.011582299,0.01827,0.018107167,0.091925277,-0.011595135,-0.004505535,0.797404448,0.058702958,-0.008612638,-0.003798795,0.083520543,6.019056514,5.54207987,-7.024742085,-6.00906448,50.98296825,5.951174428,0.000161684,0.000161684,1,0.785398163
942,31.17,40.81,45127,-0.0162,0.01836,46,0.024485294,2.641767291,0.733824248,-0.485514,0.5502492,1112,b,1112_46,31.14777376,40.81655204,0.733824248,0.648287349,-0.0162,-0.01196919,0.01836,0.017956833,0.997940104,-0.039357933,0.012443924,-0.896055385,0.510816963,-0.021809142,0.005575846,-0.403553159,7.306105533,7.401581249,-6.781710079,-5.90886377,50.99785355,5.949257418,0.014885294,0.014885294,1,0.785398163
943,31.17,40.83,45128,-0.014,0.01841,46,0.023128513,2.495381493,0.693161526,-0.41958,0.5517477,1112,b,1112_46,31.18739367,40.81853394,0.693161526,0.681585318,-0.014,-0.013282434,0.01841,0.018372045,1.080259845,-0.038506026,0.017587101,-1.520815147,0.826274119,-0.029182836,0.013393918,-0.89558991,7.380551268,7.509484181,-4.731857341,-4.334633931,51.02680232,5.922134854,0.028948776,0.028948776,1,0.785398163
944,31.15,40.84,45129,-0.01238,0.01748,46,0.021419963,2.31104261,0.641956281,-0.3710286,0.5238756,1112,b,1112_46,31.26676923,40.80252489,0.641956281,0.717630024,-0.01238,-0.014567253,0.01748,0.018958869,1.080747105,-0.034948681,0.018791868,-1.371778815,0.908681411,-0.029204487,0.016785425,-1.326091474,6.457523454,6.317125667,-1.23610937,-2.118105635,51.07042732,5.853917339,0.043625003,0.043625003,1,0.785398163
945,31.13,40.86,45130,-0.01461,0.01922,46,0.024142504,2.604783043,0.723550845,-0.4378617,0.5760234,1112,b,1112_46,31.34714027,40.79063348,0.723550845,0.753690988,-0.01461,-0.015733376,0.01922,0.019585891,0.580669231,-0.015120611,0.012732504,-1.423905694,0.893218922,-0.026459328,0.017869671,-1.6509953,4.873557395,4.264319899,0.231937333,0.016915949,51.11770576,5.787844208,0.047278441,0.047278441,1,0.785398163
946,31.13,40.88,45131,-0.01088,0.01787,46,0.020921551,2.25726799,0.627018886,-0.3260736,0.5355639,1112,b,1112_46,31.42718552,40.78278733,0.627018886,0.773066004,-0.01088,-0.0162379,0.01787,0.020010733,0.613232311,-0.012973891,0.016822798,-1.473086985,0.73534688,-0.020485382,0.015237675,-1.796635953,2.184609786,1.958890437,2.368080629,1.079376702,51.16766771,5.724815578,0.049961944,0.049961944,1,0.785398163
947,31.8,40.68,45132,-0.01966,0.02247,46,0.029856599,3.221288172,0.89480227,-0.5892102,0.6734259,1112,b,1112_46,31.49961086,40.78229864,0.89480227,0.793527543,-0.01966,-0.016670796,0.02247,0.020572054,0.411192238,-0.010763434,0.00886,-1.564048959,0.646954084,-0.019348449,0.01205032,-1.647455281,-2.237710077,-0.771571656,1.325891929,0.995807971,51.21762862,5.672379178,0.04996091,0.04996091,1,0.785398163
948,31.78,40.71,45133,-0.02307,0.02405,46,0.033326077,3.595617086,0.998782524,-0.6914079,0.7207785,1112,b,1112_46,31.55930317,40.78771041,0.998782524,0.807247671,-0.02307,-0.017029937,0.02405,0.020867683,0.725949354,-0.027171534,0.007849699,-1.480382496,0.714944628,-0.024757623,0.009799284,-1.362149041,-4.279593592,-3.730101147,-1.019858155,-0.223384141,51.26298845,5.633200815,0.045359835,0.045359835,1,0.785398163
949,31.77,40.73,45134,-0.01907,0.02194,46,0.029069374,3.136352891,0.871209136,-0.5715279,0.6575418,1112,b,1112_46,31.60333032,40.79956561,0.871209136,0.831470205,-0.01907,-0.017936561,0.02194,0.021129602,1.081161472,-0.043249829,0.009704042,-1.307764738,0.828189527,-0.032424614,0.007303716,-1.049541295,-4.689116201,-6.314454595,-1.698673487,-1.779545435,51.30210091,5.609766825,0.039112451,0.039112451,1,0.785398163
950,31.75,40.75,45135,-0.01776,0.02152,46,0.027902115,3.01041495,0.836226375,-0.5322672,0.6449544,1112,b,1112_46,31.6241448,40.81970136,0.836226375,0.867544996,-0.01776,-0.019379665,0.02152,0.021453394,1.32447245,-0.050896112,0.012354963,-0.801971232,1.05141117,-0.042891335,0.006916863,-0.580594564,-7.034200953,-7.971468282,-3.348324634,-3.163381499,51.33104433,5.608782476,0.028943426,0.028943426,1,0.785398163
951,31.49,40.92,45136,-0.0201,0.0207,46,0.028853076,3.113016086,0.86472669,-0.602397,0.620379,1112,b,1112_46,31.6218552,40.84786425,0.86472669,0.911738271,-0.0201,-0.0210779,0.0207,0.021865638,1.102069384,-0.046401154,0.005207457,0.081119797,1.321819375,-0.054171178,0.007609929,-0.024610975,-8.339753837,-8.254888555,-4.056123083,-3.66342883,51.3497119,5.629993623,0.01866757,0.01866757,1,0.785398163
952,31.48,40.94,45137,-0.0176,0.0197,46,0.026416851,2.850166854,0.791713015,-0.527472,0.590409,1112,b,1112_46,31.57868778,40.88441629,0.791713015,0.948510689,-0.0176,-0.022626154,0.0197,0.022039394,1.259606403,-0.05243638,0.005946807,0.868191778,1.500275753,-0.060515812,0.008870648,0.605433353,-9.45066493,-6.968393582,-2.676845677,-2.898555437,51.34601693,5.686436734,-0.003694971,-0.003694971,3,-2.35619449
953,31.44,40.97,45138,-0.02262,0.02177,46,0.031394224,3.387185615,0.940884893,-0.6779214,0.6524469,1112,b,1112_46,31.50975566,40.92962896,0.940884893,0.990539598,-0.02262,-0.024375783,0.02177,0.022237819,1.364444137,-0.054599102,0.005230782,0.990283764,1.563370343,-0.061115878,0.010728864,0.960696468,-5.328946713,-4.477556175,-0.946418844,-0.624121343,51.33065349,5.767429254,-0.015363438,-0.015363438,3,-2.35619449
954,31.41,40.99,45139,-0.02729,0.02251,46,0.035375757,3.8167612,1.060211444,-0.8178813,0.6746247,1112,b,1112_46,31.4101448,40.98506787,1.060211444,1.036066597,-0.02729,-0.026197575,0.02251,0.022412353,1.55246527,-0.058787579,0.012345199,1.062934481,1.441454839,-0.054868459,0.010960559,1.025522439,-0.972389575,-1.620196639,1.828732554,2.186666553,51.30133409,5.877593535,-0.029319408,-0.029319408,3,-2.35619449
955,31.38,41.01,45140,-0.02922,0.0228,46,0.037062763,3.998775624,1.110771007,-0.8757234,0.683316,1112,b,1112_46,31.37186425,41.02045249,1.110771007,1.08786724,-0.02922,-0.028159122,0.0228,0.022824271,1.721716908,-0.060466441,0.020176455,0.82468997,1.129700906,-0.041519739,0.009932465,0.860413965,2.476627108,1.377384689,4.676309008,5.265823553,51.30019418,5.929710439,-0.001139902,-0.001139902,3,-2.35619449
956,31.34,41.04,45141,-0.03049,0.02443,46,0.039070001,4.215340578,1.170927938,-0.9137853,0.7321671,1112,b,1112_46,31.34756561,41.05088688,1.170927938,1.145315251,-0.03049,-0.030176688,0.02443,0.023497493,0.502389201,-0.018577332,0.004728479,0.673761084,0.555604788,-0.018145468,0.006939987,0.55150431,4.63364483,3.7216485,8.611441763,8.170598077,51.30520644,5.968331073,0.005012252,0.005012252,1,0.785398163
957,31.32,41.06,45142,-0.03264,0.02463,46,0.040890176,4.411722878,1.225478577,-0.9782208,0.7381611,1112,b,1112_46,31.34069683,41.07253394,1.225478577,1.162078321,-0.03264,-0.030796552,0.02463,0.023655267,-0.197362582,0.012978502,0.003005408,0.307258815,-0.123432921,0.008856503,0.002644633,0.221769175,4.94602703,4.555490283,10.18556563,9.361818653,51.31600597,5.988309693,0.010799537,0.010799537,1,0.785398163
958,31.28,41.09,45143,-0.03175,0.02385,46,0.039710011,4.284392543,1.19010904,-0.9515475,0.7147845,1112,b,1112_46,31.35141176,41.08555656,1.19010904,1.155492983,-0.03175,-0.030363502,0.02385,0.023755548,-0.836084378,0.036609779,-0.003018427,-0.688485781,-0.718653664,0.032604559,-0.000840283,0.002939534,3.282444617,3.804886575,8.928311149,8.7496929,51.33281684,5.989648796,0.016810869,0.016810869,1,0.785398163
959,31.4,41.11,45144,-0.03249,0.02438,46,0.040620001,4.382573173,1.217381437,-0.9737253,0.7306686,1112,b,1112_46,31.34672398,41.10941176,1.217381437,1.127595606,-0.03249,-0.029141955,0.02438,0.023654833,-1.289640246,0.05530916,-0.00471302,0.194037418,-1.137337733,0.050617196,-0.002073874,-0.079025777,1.229479666,1.672021769,6.280261033,6.235098546,51.34671983,6.009592539,0.013902991,0.013902991,1,0.785398163
960,31.37,41.14,45145,-0.03238,0.02515,46,0.04099984,4.423554764,1.228765212,-0.9704286,0.7537455,1112,b,1112_46,31.34371041,41.13417195,1.228765212,1.084564567,-0.03238,-0.027296471,0.02515,0.023497575,-1.585177365,0.068823325,-0.004654978,0.121114828,-1.358533233,0.060307864,-0.00268125,-0.085412652,0.095803114,-0.168649761,3.317932504,1.952962377,51.36243683,6.028960662,0.015716997,0.015716997,1,0.785398163
961,31.37,41.16,45146,-0.02217,0.0222,46,0.031374335,3.385039758,0.940288822,-0.6644349,0.665334,1112,b,1112_46,31.3418552,41.15908597,0.940288822,1.031672429,-0.02217,-0.025000063,0.0222,0.023342253,-1.084477826,0.053363145,0.003665019,0.074327044,-1.15910146,0.055322833,0.002230915,0.047380844,-1.991902436,-1.65541626,-2.991476597,-2.961079994,51.37906919,6.047602421,0.016632359,0.016632359,1,0.785398163
962,31.35,41.18,45147,-0.02069,0.02253,46,0.030588838,3.300290892,0.91674747,-0.6200793,0.6752241,1112,b,1112_46,31.33799095,41.18469683,0.91674747,0.995486983,-0.02069,-0.023219511,0.02253,0.023464543,-0.177027071,0.022105926,0.01585752,0.149753789,-0.60171176,0.038383672,0.011697431,0.243023536,-2.934640373,-2.538842413,-8.360845502,-6.877362532,51.39480715,6.068173403,0.015737957,0.015737957,1,0.785398163
963,31.33,41.2,45148,-0.01675,0.02133,46,0.027120682,2.926104638,0.812806844,-0.5019975,0.6392601,1112,b,1112_46,31.32689593,41.21077828,0.812806844,0.989580174,-0.01675,-0.02248191,0.02133,0.023993656,-0.010436083,0.021195706,0.022271643,0.40220858,0.004258853,0.019077736,0.02059797,0.454039418,-3.165238232,-2.725316362,-9.089559185,-8.867443869,51.40586054,6.094272522,0.01105339,0.01105339,1,0.785398163
964,31.3,41.24,45149,-0.01917,0.02461,46,0.031195208,3.365713378,0.934920383,-0.5745249,0.7375617,1112,b,1112_46,31.3100543,41.23839819,0.934920383,0.989231956,-0.01917,-0.021774679,0.02461,0.024736787,0.116507913,0.014782669,0.02066818,0.547568062,0.714183276,-0.003706093,0.030697455,0.58950107,-2.03192479,-2.358878415,-10.64886634,-9.195661308,51.41402852,6.125574023,0.008167982,0.008167982,1,0.785398163
965,31.27,41.27,45150,-0.02045,0.0255,46,0.032687192,3.526686485,0.979635135,-0.6128865,0.764235,1112,b,1112_46,31.28688688,41.26582805,0.979635135,0.993119441,-0.02045,-0.02128143,0.0255,0.025426416,1.219163907,-0.024682533,0.03364641,0.701354071,1.24603431,-0.022377078,0.036647517,0.61844592,-0.434172744,-1.751457539,-7.977765511,-7.741147876,51.41766539,6.161293765,0.003636878,0.003636878,1,0.785398163
966,31.25,41.3,45151,-0.02477,0.02758,46,0.037070329,3.999591948,1.110997763,-0.7423569,0.8265726,1112,b,1112_46,31.25069683,41.29533937,1.110997763,1.033798917,-0.02477,-0.022105005,0.02758,0.026549086,2.104214344,-0.047665047,0.050867905,0.886703074,1.457058001,-0.031542071,0.037161792,0.75088763,-1.986625655,-1.023615567,-3.165355368,-4.614445913,51.41375294,6.207826867,-0.003912454,-0.003912454,3,-2.35619449
967,31.24,41.32,45152,-0.02307,0.02759,46,0.03596433,3.880263444,1.077850957,-0.6914079,0.8268723,1112,b,1112_46,31.23988235,41.30808145,1.077850957,1.104009606,-0.02307,-0.02369543,0.02759,0.02824638,1.620021929,-0.038638517,0.036780377,0.703751414,1.456951478,-0.034691338,0.033859792,0.782891281,-0.480054758,-0.29355668,0.001597839,-1.123246011,51.41540596,6.224457596,0.001653018,0.001653018,1,0.785398163
968,31.19,41.36,45153,-0.02893,0.03083,46,0.042278053,4.561463738,1.267073261,-0.8670321,0.9239751,1112,b,1112_46,31.21548416,41.33649774,1.267073261,1.158064392,-0.02893,-0.02498467,0.03083,0.02947362,1.308284282,-0.035571,0.026507041,0.709464934,1.434234407,-0.038098409,0.029470078,0.768755044,0.212043546,0.023778161,0.340756073,1.274472676,51.4188974,6.261747903,0.003491441,0.003491441,1,0.785398163
969,31.15,41.39,45154,-0.03006,0.0315,46,0.043541401,4.697768835,1.304935788,-0.9008982,0.944055,1112,b,1112_46,31.17842534,41.37832579,1.304935788,1.201717521,-0.03006,-0.026171557,0.0315,0.030358072,1.121064917,-0.03308254,0.02065706,0.725015079,1.280159939,-0.037304153,0.023222474,0.743064512,0.385357986,0.125184615,2.311117018,2.771825207,51.42324109,6.317462129,0.004343689,0.004343689,1,0.785398163
970,31.15,41.42,45155,-0.02357,0.02966,46,0.037884832,4.0874703,1.135408417,-0.7063929,0.8889102,1112,b,1112_46,31.1318733,41.42982805,1.135408417,1.239123758,-0.02357,-0.027275412,0.02966,0.03104733,0.452830535,-0.015480251,0.006354182,0.734956447,0.948291207,-0.029433602,0.015510852,0.730165438,0.193486111,0.085421173,4.978030975,3.397439899,51.42794888,6.38672548,0.004707786,0.004707786,1,0.785398163
971,31.11,41.45,45156,-0.02647,0.03081,46,0.04061917,4.382483528,1.217356535,-0.7933059,0.9233757,1112,b,1112_46,31.07640724,41.48917647,1.217356535,1.254233218,-0.02647,-0.027791937,0.03081,0.031259348,0.830622874,-0.02781216,0.01131754,0.751596902,0.721070285,-0.02517357,0.009196978,0.721270762,0.133420144,0.15670883,3.408313824,2.904614452,51.43210815,6.467851426,0.004159277,0.004159277,1,0.785398163
972,31.07,41.49,45157,-0.03302,0.0348,46,0.047972496,5.175848569,1.437735714,-0.9896094,1.042956,1112,b,1112_46,31.01469683,41.55654299,1.437735714,1.281948362,-0.03302,-0.028719937,0.0348,0.031636977,1.12906128,-0.040124541,0.013322682,0.741606505,0.66955938,-0.025804802,0.00632473,0.733775349,-0.187568808,0.199496639,0.772663584,2.502409616,51.43769718,6.55903906,0.005589027,0.005589027,1,0.785398163
973,31.06,41.52,45158,-0.0263,0.0327,46,0.041964032,4.527583364,1.257662046,-0.788211,0.980019,1112,b,1112_46,30.94802715,41.62809955,1.257662046,1.319621412,-0.0263,-0.03005876,0.0327,0.032081511,0.549995942,-0.022530659,0.003822599,0.750058686,0.535968374,-0.021962975,0.003522062,0.757643675,-0.358024897,-0.096160208,2.003865087,2.494805116,51.44285508,6.656704736,0.005157896,0.005157896,1,0.785398163
974,30.8,41.8,45159,-0.02395,0.02726,46,0.0362865,3.915023084,1.087506412,-0.7177815,0.8169822,1112,b,1112_46,30.88106787,41.7001086,1.087506412,1.337972961,-0.02395,-0.030810534,0.02726,0.032209059,-0.030423711,-0.004538624,-0.005815265,0.749076556,0.308207642,-0.017407778,-0.002565126,0.745448497,0.182927677,-0.184804771,3.416410974,2.520429469,51.44813728,6.754893056,0.005282206,0.005282206,1,0.785398163
975,30.74,41.84,45160,-0.03461,0.032,46,0.047136526,5.085654082,1.41268169,-1.0372617,0.95904,1112,b,1112_46,30.81857919,41.76883258,1.41268169,1.336957822,-0.03461,-0.030961973,0.032,0.032015023,0.311009629,-0.019415407,-0.003965804,0.737913367,0.150346023,-0.014623787,-0.006954461,0.746137812,-0.010339724,-0.253450877,2.367924297,2.81124404,51.4541621,6.847583526,0.006024822,0.006024822,1,0.785398163
976,30.72,41.87,45161,-0.0325,0.03206,46,0.045651874,4.92547199,1.368186664,-0.974025,0.9608382,1112,b,1112_46,30.75584615,41.83462443,1.368186664,1.347335187,-0.0325,-0.031609801,0.03206,0.031882697,0.074124389,-0.014990424,-0.010373146,0.76160319,-0.113839558,-0.006993011,-0.011551661,0.751476045,-0.080073499,-0.283106944,3.962783704,3.936256218,51.45790805,6.938412868,0.003745947,0.003745947,1,0.785398163
977,30.68,41.91,45162,-0.03407,0.03242,46,0.047030004,5.074161219,1.409489227,-1.0210779,0.9716274,1112,b,1112_46,30.69756561,41.89313122,1.409489227,1.349808474,-0.03407,-0.032109982,0.03242,0.031536579,-0.929837031,0.019359806,-0.02448427,0.783460932,-0.486869097,0.004621116,-0.017500285,0.793068607,-0.623888428,-0.2310171,5.595443094,5.307975217,51.45950677,7.02097866,0.001598715,0.001598715,1,0.785398163
978,30.66,41.94,45163,-0.03633,0.03317,46,0.049194693,5.307713796,1.474364943,-1.0888101,0.9941049,1112,b,1112_46,30.64899548,41.94279638,1.474364943,1.31878288,-0.03633,-0.031464009,0.03317,0.03071962,-0.903345684,0.016374469,-0.025506775,0.774251688,-0.813835531,0.015424202,-0.022216582,0.818063712,-0.374926579,-0.075768622,4.90449651,5.664785231,51.46149116,7.090417469,0.001984389,0.001984389,1,0.785398163
979,30.63,41.96,45164,-0.03279,0.03165,46,0.045573091,4.916971907,1.36582553,-0.9827163,0.9485505,1112,b,1112_46,30.61059729,41.98006335,1.36582553,1.288641216,-0.03279,-0.030917647,0.03165,0.029868543,-0.472836873,0.00348764,-0.016843954,0.800347414,-1.153982797,0.02748831,-0.026367497,0.809075206,0.134827589,0.109741115,5.102208981,5.152126424,51.46162354,7.143926631,0.000132383,0.000132383,1,0.785398163
980,30.61,41.98,45165,-0.0242,0.02763,46,0.03672951,3.962820286,1.100783413,-0.725274,0.8280711,1112,b,1112_46,30.5840905,42.00343891,1.100783413,1.27286421,-0.0242,-0.030801276,0.02763,0.029306516,-1.401007001,0.046020088,-0.021191367,0.848088043,-1.522322599,0.041862921,-0.029823027,0.778817961,0.453858675,0.321768528,5.525097031,4.108840392,51.46002429,7.179232003,-0.001599247,-0.001599247,3,-2.35619449
981,30.58,42.01,45166,-0.0282,0.0281,46,0.039810175,4.295199356,1.193110932,-0.845154,0.842157,1112,b,1112_46,30.5758733,42.01142986,1.193110932,1.226117229,-0.0282,-0.029265738,0.0281,0.02859943,-2.194530396,0.066181354,-0.037775761,0.799355939,-1.684171884,0.050808315,-0.029281634,0.733718157,0.676497066,0.531727667,2.427739282,1.965766601,51.46006401,7.190693939,3.97E-05,3.97E-05,1,0.785398163
982,30.54,42.04,45167,-0.02814,0.02696,46,0.038970517,4.204607027,1.167946396,-0.8433558,0.8079912,1112,b,1112_46,30.55370136,42.03647964,1.167946396,1.152892992,-0.02814,-0.027057484,0.02696,0.027338977,-1.650224237,0.049731214,-0.029384704,0.724530554,-1.550510386,0.051087974,-0.023542638,0.691124469,0.638905316,0.515659394,-2.004922479,-1.189798498,51.46268038,7.224044216,0.00261637,0.00261637,1,0.785398163
983,30.53,42.06,45168,-0.02503,0.02572,46,0.035888986,3.872134453,1.075592904,-0.7501491,0.7708284,1112,b,1112_46,30.53764706,42.0659457,1.075592904,1.097830455,-0.02503,-0.025398118,0.02572,0.026358507,-1.388767136,0.050686457,-0.016837716,0.498873196,-1.239014379,0.046968884,-0.013826948,0.676025931,0.226478064,0.258411567,-4.672440096,-4.236432092,51.47272328,7.256061861,0.010042898,0.010042898,1,0.785398163
984,30.5,42.09,45169,-0.02491,0.02592,46,0.035949332,3.878645371,1.077401492,-0.7465527,0.7768224,1112,b,1112_46,30.51684163,42.0921267,1.077401492,1.051491878,-0.02491,-0.023706878,0.02592,0.025796688,-0.739503621,0.038690863,0.000523187,0.671486653,-0.825771141,0.040489305,-0.001631802,0.691375822,-0.230248353,-0.279341647,-6.198648577,-6.815301087,51.47710265,7.289215014,0.004379371,0.004379371,1,0.785398163
985,30.49,42.11,45170,-0.02562,0.02639,46,0.036780654,3.968338309,1.102316197,-0.7678314,0.7909083,1112,b,1112_46,30.49146606,42.11762896,1.102316197,1.026817083,-0.02562,-0.022415891,0.02639,0.025814145,0.103239268,0.017401314,0.018289565,0.782907952,-0.187943982,0.026212658,0.013843519,0.73603244,-0.669849274,-0.684508444,-9.567407375,-8.840009529,51.47781901,7.32518405,0.000716363,0.000716363,1,0.785398163
986,30.47,42.14,45171,-0.02128,0.02564,46,0.033320384,3.595002887,0.998611913,-0.6377616,0.7684308,1112,b,1112_46,30.463819,42.14226244,0.998611913,1.030261837,-0.02128,-0.021835267,0.02564,0.026424407,0.755046242,0.001948999,0.034127829,0.842976824,0.540578571,0.008196148,0.030361671,0.80924562,-1.098197694,-0.95605446,-10.92783831,-9.913500988,51.47633249,7.362183491,-0.001486526,-0.001486526,3,-2.35619449
987,30.45,42.18,45172,-0.0187,0.02693,46,0.032785895,3.537335765,0.982593268,-0.560439,0.8070921,1112,b,1112_46,30.43087783,42.16706787,0.982593268,1.055455238,-0.0187,-0.021770235,0.02693,0.02756314,0.955500777,-0.000378354,0.041975358,0.925363956,1.164948409,-0.007601575,0.044328199,0.895017983,-1.286585446,-1.060454172,-9.365547568,-10.16858477,51.47129193,7.403110538,-0.00504056,-0.00504056,3,-2.35619449
988,30.42,42.21,45173,-0.02194,0.02851,46,0.035974765,3.88138932,1.0781637,-0.6575418,0.8544447,1112,b,1112_46,30.39447964,42.19222624,1.0781637,1.087337146,-0.02194,-0.02178286,0.02851,0.028963719,1.631181458,-0.021934243,0.053081074,0.966001928,1.740548181,-0.026353588,0.053612249,0.963435974,-1.026269868,-0.949204445,-8.633996579,-10.02446736,51.46410373,7.446769462,-0.007188201,-0.007188201,3,-2.35619449
989,30.4,42.24,45174,-0.02039,0.02936,46,0.035745793,3.856685072,1.071301409,-0.6110883,0.8799192,1112,b,1112_46,30.3558733,42.21912217,1.071301409,1.141764288,-0.02039,-0.022514733,0.02936,0.03073486,2.155443724,-0.043224877,0.05765116,0.962307848,2.322820374,-0.047698558,0.060840909,0.996293862,-0.492868317,-0.67037709,-8.734082892,-9.21793443,51.45663143,7.493223793,-0.007472297,-0.007472297,3,-2.35619449
