SceneID,X,Y,code,Pix
1_6_1,46.83356964,38.61692554,L1,11.7541
1_6_1,56.38921319,27.3716095,L1,11.7541
1_6_1,49.44282143,37.93944275,T1,11.7541
1_6_1,54.1294598,32.90723956,T1,11.7541
1_6_1,57.94603678,36.71896855,T1,11.7541
1_6_1,52.55195764,40.29387666,T1,11.7541
1_6_1,46.7469514,29.15065643,car,11.7541
1_6_1,47.99940656,30.9284857,car,11.7541
1_6_1,53.03768512,26.67213742,car,11.7541
1_6_1,50.48344051,24.858796,car,11.7541
,,,,
,,,,
,,,,
,,,,
