SceneID,X,Y,code,Pix
1_7_2,44.18553285,39.70964892,L1,11.7541
1_7_2,59.32247775,24.84735709,L1,11.7541
1_7_2,53.56898259,32.70981964,T1,11.7541
1_7_2,60.75958401,26.41280423,T1,11.7541
1_7_2,65.06698635,29.12905742,T1,11.7541
1_7_2,56.6902493,37.13403725,T1,11.7541
1_7_2,45.24014469,29.43459406,car,11.7541
1_7_2,46.76304301,31.1306757,car,11.7541
1_7_2,51.43796615,27.88938982,car,11.7541
1_7_2,49.10913554,26.01228321,car,11.7541
,,,,
,,,,
,,,,
,,,,
