SceneID,X,Y,code,Pix
1_4_2,16.31320963,51.70737902,L1,14.2736
1_4_2,30.18348084,38.79027751,L1,14.2736
1_4_2,21.42785414,50.72910277,T1,14.2736
1_4_2,30.37463023,41.85841403,T1,14.2736
1_4_2,36.14141099,42.85672079,T1,14.2736
1_4_2,24.10774836,52.39688621,T1,14.2736
1_4_2,16.89467697,43.06686024,car,14.2736
1_4_2,18.87160281,44.66678974,car,14.2736
1_4_2,25.45203988,40.6065414,car,14.2736
1_4_2,21.65930124,39.00887556,car,14.2736
,,,,
,,,,
,,,,
,,,,
