SceneID,X,Y,code,Pix
1_8_2,47.05129978,38.6856273,L1,11.7541
1_8_2,57.42267134,26.0877867,L1,11.7541
1_8_2,54.29208143,34.15424098,T1,11.7541
1_8_2,59.28747009,28.72544234,T1,11.7541
1_8_2,64.27211013,31.52205581,T1,11.7541
1_8_2,56.76347634,37.79553123,T1,11.7541
1_8_2,46.45379315,30.0154442,car,11.7541
1_8_2,47.87515848,31.71797093,car,11.7541
1_8_2,51.98918749,27.8762549,car,11.7541
1_8_2,49.32877695,26.40358837,car,11.7541
,,,,
,,,,
,,,,
,,,,
