SceneID,X,Y,code,Pix
1_6_2,46.83150487,38.48815485,L1,11.7541
1_6_2,56.86279002,27.15006493,L1,11.7541
1_6_2,49.51562806,38.06983639,T1,11.7541
1_6_2,55.02274711,32.80382837,T1,11.7541
1_6_2,58.11515697,36.81231844,T1,11.7541
1_6_2,52.60403918,41.00621539,T1,11.7541
1_6_2,46.81831513,28.83826804,car,11.7541
1_6_2,48.53066238,30.42846723,car,11.7541
1_6_2,53.22191757,26.41513662,car,11.7541
1_6_2,50.32936375,24.96200639,car,11.7541
,,,,
,,,,
,,,,
,,,,
