SceneID,X,Y,code,Pix
1_5_2,15.93906974,51.97217086,L1,14.2736
1_5_2,31.28559919,37.52053397,L1,14.2736
1_5_2,23.70726253,52.64847821,T1,14.2736
1_5_2,21.18381284,51.67537872,T1,14.2736
1_5_2,34.31329888,41.052208,T1,14.2736
1_5_2,36.42407268,42.14435422,T1,14.2736
1_5_2,17.49259079,42.67291363,car,14.2736
1_5_2,19.10510167,43.79802238,car,14.2736
1_5_2,24.96776359,39.60339704,car,14.2736
1_5_2,22.40724823,38.18523094,car,14.2736
,,,,
,,,,
,,,,
,,,,
