SceneID,X,Y,code,Pix
1_9_2,45.76154443,39.35269592,L1,11.7541
1_9_2,58.21888108,26.20598142,L1,11.7541
1_9_2,59.54829705,28.36421676,T1,11.7541
1_9_2,53.59145593,33.74612042,T1,11.7541
1_9_2,56.69513454,38.04351408,T1,11.7541
1_9_2,63.46001945,30.8784685,T1,11.7541
1_9_2,45.22907044,31.12705265,car,11.7541
1_9_2,47.07061636,32.71275267,car,11.7541
1_9_2,53.0806283,27.46390026,car,11.7541
1_9_2,50.32138004,25.87588094,car,11.7541
,,,,
,,,,
,,,,
,,,,
